"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"sap-r3","SAP R/3","application","SAP AG","1992-2015","emerging","obsolete","1993-hercules-sap-28344a","Evolved to SAP ERP then SAP ECC then SAP S/4HANA; R/3 mainstream maintenance ended ~2027"
"hp-9000-series-800","HP 9000 Series 800","platform","Hewlett-Packard","1986-2008","mature","obsolete","1993-hercules-sap-28344a","Aberdeen's recommended platform; 45%+ RISC/Unix market share 1992; PA-RISC architecture through 7 generations; Oracle's primary Unix revenue platform"
"dec-alpha-osf1","DEC Alpha/OSF1","platform","Digital Equipment Corporation","1993-1998","emerging","obsolete","1993-hercules-sap-28344a","5th DEC Unix attempt in 5 years; Aberdeen found ISVs still considered it beta; no TPC-A results available at June 1993; DEC itself told Aberdeen OpenVMS was primary OS"
"ibm-rs6000","IBM RS/6000 (RIOS processor)","platform","IBM","1990-2000","mature","obsolete","1993-hercules-sap-28344a","15% RISC/Unix market share 1992; AIX 3.2 stability issues; RIOS processor end-of-life visible; successor PowerPC 600 not yet released"
"ibm-aix","IBM AIX 3.2","platform","IBM","1990-2000s","mature","obsolete","1993-hercules-sap-28344a","Stability reported poor; IBM created Toronto development center to improve; AIX/6000 successor expected before end 1993; AIX still active as AIX 7.x on IBM Power Systems"
"hp-ux","HP-UX","platform","Hewlett-Packard","1984-2025","mature","legacy-supported","1993-hercules-sap-28344a","Top-tier Unix stability; HP led industry with OpenView extensions; HP-UX 11i still supported until end 2025"
"oracle-rdbms","Oracle RDBMS","application","Oracle Corporation","1979-present","mature","active","1993-hercules-sap-28344a","SAP R3 back-end database; Oracle uses HP 9000 as Unix reference port; Oracle SQL*NET for distributed connectivity"
"pa-risc","HP PA-RISC (Precision Architecture RISC)","platform","Hewlett-Packard","1986-2008","mature","obsolete","1993-hercules-sap-28344a","7 generations of PA-RISC by 1993; HP-UX TPC-A results highest in industry; succeeded by Intel Itanium in HP-UX servers"
"powerpc-600","PowerPC 600 (RIOS 2)","platform","IBM, Apple, Motorola","1993-2006","emerging","obsolete","1993-hercules-sap-28344a","IBM's planned successor to RIOS; part of AIM alliance; not yet in production for multiuser systems in June 1993"
"dec-openvms","DEC OpenVMS","platform","Digital Equipment Corporation","1978-present","mature","legacy-supported","1993-hercules-sap-28344a","DEC's stated primary OS for multiuser production computing (not OSF1); still maintained by VMS Software Inc."
"tpc-a-benchmark","TPC-A Transaction Benchmark","framework","TPC","1988-1995","mature","obsolete","1993-hercules-sap-28344a","HP 890-400 TPC-A results higher than IBM 3090-200; DEC Alpha/OSF1 TPC-A results not yet available June 1993"
"ibm-3090","IBM 3090 Mainframe","platform","IBM","1985-1996","declining","obsolete","1993-hercules-sap-28344a","Hercules' existing mainframe to be replaced; IBM will not run TPC-A tests on 3090; target for mainframe elimination by Q1 1996"
