"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy or platform recommendation"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or technology platform longevity"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or industry standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework (here: Aberdeen's 5 evaluation criteria)"
"market-data","observation_type","Market Data","Quantitative market statistic or size estimate"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure including RISC/Unix market share data"
"competitive-profiling","methodology","Competitive Profiling","Side-by-side comparison of DEC vs IBM vs HP against five criteria"
"benchmarking","methodology","Benchmarking","Comparison against TPC-A industry standards"
"field-research","methodology","Field Research","Primary data collection via interviews with Hercules IS executives"
"document-review","methodology","Document Review","Analysis of existing documents and records including post-publication outcomes"
"expert-opinion","methodology","Expert Opinion","Qualitative professional judgment based on Aberdeen's RISC/Unix market monitoring since 1990"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
