"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"hewlett-packard","Hewlett-Packard","company","IT-hardware-healthcare","active","HP Inc. + HPE (split 2015); HP Medical Products Group sold to Philips 2001","1939-present","aberdeen-1997-hp-andover-working-group","Spearheaded Andover Working Group launch March 1996; Medical Products Group and Computer Systems Organization"
"andover-working-group","The Andover Working Group","institution","healthcare-IT-standards","dissolved","Work absorbed into HL7 V3.0 standard","1996-2000","aberdeen-1997-hp-andover-working-group","18 core members + ~200 supporting members as of April 1997; originally 12 core + 18 supporting (March 1996)"
"eli-lilly","Eli Lilly & Company","company","pharmaceuticals","active","","1876-present","aberdeen-1997-hp-andover-working-group","Core member of Andover Working Group; pharmaceuticals vertical"
"microsoft","Microsoft","company","software","active","","1975-present","aberdeen-1997-hp-andover-working-group","Supporting member of Andover Working Group; MS-HUG (Healthcare Users Group) formed active affiliation"
"andersen-consulting","Andersen Consulting","firm","management-technology-consulting","active","Accenture (rebranded 2001)","1989-2001","aberdeen-1997-hp-andover-working-group","Core member of Andover Working Group; management technology consulting"
"beth-israel-deaconess","Beth Israel Deaconess Medical Center","institution","healthcare-provider","active","","1996-present","aberdeen-1997-hp-andover-working-group","Core member; teaching hospital affiliated with Harvard Medical School"
"mayo-clinic","Mayo Clinic","institution","healthcare-provider","active","","1864-present","aberdeen-1997-hp-andover-working-group","Core member of Andover Working Group; strategic HP MPG partner"
"hbo-company","HBO & Company (HBOC)","company","healthcare-information-systems","acquired","McKesson HBOC (acquired 1999); McKesson Corporation","1974-1999","aberdeen-1997-hp-andover-working-group","1997 core member addition; major healthcare IS supplier; acquired by McKesson 1999"
"kpmg-peat-marwick","KPMG Peat Marwick","firm","consulting","active","KPMG (rebranded)","1987-present","aberdeen-1997-hp-andover-working-group","1997 core member addition to Andover Working Group"
"philips-medical-systems","Philips Medical Systems","company","medical-devices","active","Philips Healthcare (division of Koninklijke Philips)","1891-present","aberdeen-1997-hp-andover-working-group","Charter core member; diagnostic imaging systems (RIS & PACS)"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Aberdeen (acquired by Harte-Hanks 2001)","1988-2014","aberdeen-1997-hp-andover-working-group","Author of this study"
