"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","technology-news-boardroom-former-sun-exe-bc336f","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","technology-news-boardroom-former-sun-exe-bc336f","EVP / chief research officer / research VP; various titles 1988-2007"
"motorola-inc","Motorola, Inc.","company","telecommunications-electronics","split","Motorola Mobility (Google 2011 -> Lenovo 2014) + Motorola Solutions","1928-2011","technology-news-boardroom-former-sun-exe-bc336f","Schaumburg IL electronics/telecom conglomerate; split Jan 2011"
"sun-microsystems","Sun Microsystems, Inc.","company","computer-systems","acquired","Oracle Corporation (2010)","1982-2010","technology-news-boardroom-former-sun-exe-bc336f","UNIX workstation/server/SPARC/Java company"
"idc-corp","International Data Corporation (IDC)","firm","industry-analyst","active","","1964-present","technology-news-boardroom-former-sun-exe-bc336f","Framingham MA IT market research firm; IDG sister company"
"technewsworld","TechNewsWorld / ECT News Network","firm","news-media","active","","2000-present","technology-news-boardroom-former-sun-exe-bc336f","IT news publication; part of ECT News Network (E-Commerce Times, LinuxInsider, CRM Buyer)"
"jay-lyman-journalist","Jay Lyman","person","journalist","active","","2000s-present","technology-news-boardroom-former-sun-exe-bc336f","TechNewsWorld / ECT News Network staff writer; later 451 Research / S&P Global Market Intelligence analyst"
"edward-zander","Edward Zander","person","executive","active","","1987-present","technology-news-boardroom-former-sun-exe-bc336f","Motorola CEO 2004-2008; Sun Microsystems president 1987-2002; general partner Silver Lake Partners"
"chris-galvin","Christopher B. Galvin","person","executive","active","","1973-2003","technology-news-boardroom-former-sun-exe-bc336f","Motorola CEO 1997-2004; grandson of founder Paul Galvin; displaced after board run-ins"
"alex-slawsby-idc","Alex Slawsby","person","industry-analyst","unknown","","","technology-news-boardroom-former-sun-exe-bc336f","IDC analyst 2003; later MIT CSAIL, McKinsey [REVIEW]"
"seagate-tech","Seagate Technology","company","storage-hardware","active","","1979-present","technology-news-boardroom-former-sun-exe-bc336f","Scotts Valley CA HDD/SSD vendor; Zander served on board"
"silver-lake-partners","Silver Lake Partners","company","private-equity","active","","1999-present","technology-news-boardroom-former-sun-exe-bc336f","Tech-focused private equity firm; later hired Zander as operating partner"
