"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","technology-news-hardware-samsung-unveils-e689dd","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","technology-news-hardware-samsung-unveils-e689dd","EVP / chief research officer / research VP; various titles 1988-2007"
"samsung-electronics","Samsung Electronics Co., Ltd.","company","consumer-electronics-semiconductor","active","","1969-present","technology-news-hardware-samsung-unveils-e689dd","South Korean electronics giant; semiconductors, mobile, displays, appliances"
"intel-corporation","Intel Corporation","company","semiconductor","active","","1968-present","technology-news-hardware-samsung-unveils-e689dd","Leading x86 CPU manufacturer"
"microsoft","Microsoft Corporation","company","software","active","","1975-present","technology-news-hardware-samsung-unveils-e689dd","Redmond WA software company"
"yankee-group","Yankee Group","firm","industry-analyst","acquired","451 Research (2013) -> S&P Global (2019)","1970-2013","technology-news-hardware-samsung-unveils-e689dd","Boston telecom/wireless analyst firm; acquired by 451 Research Mar 2013; later absorbed into S&P Global Market Intelligence"
"technewsworld","TechNewsWorld / ECT News Network","firm","news-media","active","","2000-present","technology-news-hardware-samsung-unveils-e689dd","IT news publication; part of ECT News Network (E-Commerce Times, LinuxInsider, CRM Buyer)"
"jay-lyman-journalist","Jay Lyman","person","journalist","active","","2000s-present","technology-news-hardware-samsung-unveils-e689dd","TechNewsWorld / ECT News Network staff writer; later 451 Research / S&P Global Market Intelligence analyst"
"john-jackson-yankee","John Jackson","person","industry-analyst","active","","2000s-present","technology-news-hardware-samsung-unveils-e689dd","Yankee Group wireless analyst circa 2003; later IDC/Strategy Analytics mobile device analyst"
"palm-inc","Palm, Inc. / palmOne","company","consumer-electronics","dissolved","HP (2010) -> dissolved","1992-2011","technology-news-hardware-samsung-unveils-e689dd","PDA pioneer and Palm OS maker; acquired by HP $1.2B Apr 2010; Palm brand resurrected by TCL 2018"
"nokia-corporation","Nokia Corporation","company","telecommunications-electronics","transformed","Microsoft devices (2014, divested 2016) + Nokia networks","1865-present","technology-news-hardware-samsung-unveils-e689dd","Finnish telecom equipment maker; lost mobile handset leadership 2011-2013; sold handset business to Microsoft Apr 2014; Nokia brand relicensed to HMD Global 2017"
