"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"ddr2","DDR2 SDRAM memory","protocol","JEDEC / Industry Standard","2003-2010","emerging","legacy","dell-precision-workstations-3-581e89","Enables >400 MHz DRAM operation; higher bandwidth, lower power than DDR1; not pin-compatible with DDR1. Platforms expected DDR2-based for 2-3 year cycle."
"pci-express","PCI Express (PCIe)","protocol","PCI-SIG","2003-present","emerging","active","dell-precision-workstations-3-581e89","Point-to-point serial I/O replacing parallel PCI. x1 through x16 lane widths. PCIe x4 = 2000 MB/s aggregate; PCIe x16 graphics = ~8 GB/s vs AGP8x ~2 GB/s."
"sata","Serial ATA (SATA)","protocol","Industry Standard","2003-present","emerging","active","dell-precision-workstations-3-581e89","Replaces parallel ATA; thinner cables; interface opens hard-drive I/O bottleneck vs PATA."
"sata-raid","Integrated SATA RAID (0/1)","platform","Dell / Industry Standard","2004-present","emerging","active","dell-precision-workstations-3-581e89","Integrated RAID 0 (striping) and RAID 1 (mirroring) with 70-90% read/write speed improvement over single SATA 120GB; standard on all Dell Precision workstations at launch."
"intel-em64t","Intel EM64T (64-bit extensions)","platform","Intel","2004-present","emerging","active","dell-precision-workstations-3-581e89","x86-64 extensions on Xeon and Pentium 4; 4GB memory ceiling on P4, 16GB on Xeon; uncompromised 32-bit performance; simultaneous 32- & 64-bit application execution."
"xeon","Intel Xeon processor","platform","Intel","1998-present","mature","active","dell-precision-workstations-3-581e89","2-way to 4-way SMP workstations/servers; EM64T at launch."
"pentium-4","Intel Pentium 4 (P4)","platform","Intel","2000-2008","mature","legacy","dell-precision-workstations-3-581e89","Single-CPU workstation platform; EM64T at launch with 925X chipset."
"opengl","OpenGL graphics API","framework","Khronos Group","1992-present","mature","active","dell-precision-workstations-3-581e89","New PCIe x16 OpenGL graphics cards targeted at CAD, DCC, Oil & Gas workstation-class applications."
"dell-precision-370","Dell Precision 370","platform","Dell","2004-2007","emerging","legacy","dell-precision-workstations-3-581e89","Single-CPU workstation; announced August 5, 2004."
"dell-precision-470","Dell Precision 470","platform","Dell","2004-2007","emerging","legacy","dell-precision-workstations-3-581e89","Space-efficient dual-CPU workstation; announced June 28, 2004."
"dell-precision-670","Dell Precision 670","platform","Dell","2004-2007","emerging","legacy","dell-precision-workstations-3-581e89","Highly expandable dual-CPU workstation; announced June 28, 2004."
"agp8x","AGP 8x graphics interface","protocol","Industry Standard","2002-2006","mature","obsolete","dell-precision-workstations-3-581e89","Predecessor of PCIe x16; ~2 GB/s peak; being displaced at this transition."
"u320-scsi","Ultra320 SCSI","protocol","ANSI/SCSI-SIG","2002-2008","mature","obsolete","dell-precision-workstations-3-581e89","Parallel SCSI disk interface cited as bottlenecked on shared PCI bus."
"sas","Serial Attached SCSI (SAS)","protocol","Industry Standard","2004-present","emerging","active","dell-precision-workstations-3-581e89","375 MB/s per 4-channel SAS adapter; emerging in 2004."
