"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"utilities-transformed-it-696ffb-OBS-001","utilities-transformed-it-696ffb","","internet-energy-services","market-data","1998","Energy market deregulation scope","Electricity and natural gas represent the largest market yet to be deregulated","high","ingest-extraction","industry-analysis","Overview","Characterizes the energy sector as the largest remaining deregulation opportunity",""
"utilities-transformed-it-696ffb-OBS-002","utilities-transformed-it-696ffb","","internet-energy-services","expert-opinion","1998","Energy deregulation IT role","Information technology is the means for an evolution from conservative market structures to competitive markets for transmission and power","high","ingest-extraction","expert-opinion","Overview","Core thesis: IT enables deregulation",""
"utilities-transformed-it-696ffb-OBS-003","utilities-transformed-it-696ffb","","bbs-trading-systems","technology-assessment","1998","BBS natural gas trading precedent","BBS-based trading systems used to deregulate natural gas cited as IT precedent for electricity deregulation","high","ingest-extraction","industry-analysis","Overview","Historical precedent establishing IT's role as market-maker",""
"utilities-transformed-it-696ffb-OBS-004","utilities-transformed-it-696ffb","","oasis-transmission","technology-assessment","1998","OASIS system status","OASIS electricity transmission reservation management system in active development","high","ingest-extraction","industry-analysis","Ch6","FERC-mandated internet-based transmission reservation system",""
"utilities-transformed-it-696ffb-OBS-005","utilities-transformed-it-696ffb","","oasis-transmission","framework-factor","1998","OASIS operational function","OASIS as a trade enabling system for electricity transmission reservation","high","ingest-extraction","industry-analysis","Ch6","Primary function of OASIS node documented",""
"utilities-transformed-it-696ffb-OBS-006","utilities-transformed-it-696ffb","","oasis-transmission","framework-factor","1998","OASIS operational challenge","Operational challenges for OASIS systems identified","medium","ingest-extraction","industry-analysis","Ch6","Implementation difficulties noted",""
"utilities-transformed-it-696ffb-OBS-007","utilities-transformed-it-696ffb","","amr-automatic-meter-reading","technology-assessment","1998","AMR network status","Automatic Meter Reading networks becoming viable due to deregulation incentives","high","ingest-extraction","industry-analysis","Ch7","Deregulation as AMR adoption driver",""
"utilities-transformed-it-696ffb-OBS-008","utilities-transformed-it-696ffb","","amr-automatic-meter-reading","viability-prediction","1998","AMR near-term market opportunity","AMR creates near-term market opportunities for meter data services and competitive power marketing","verified","outcome-linkage","expert-opinion","Ch7","Prediction of AMR market growth",""
"utilities-transformed-it-696ffb-OBS-009","utilities-transformed-it-696ffb","","amr-automatic-meter-reading","viability-prediction","1998","AMR long-term opportunity","Long-term opportunities from AMR include internet-based meter data access enabling price discovery and demand forecasting","verified","outcome-linkage","expert-opinion","Ch7","Forward-looking AMR market development prediction",""
"utilities-transformed-it-696ffb-OBS-010","utilities-transformed-it-696ffb","","amr-automatic-meter-reading","actual-outcome","2015","AMR/AMI long-term outcome","AMR evolved into Advanced Metering Infrastructure (AMI); smart meters deployed to 100M+ US homes by 2020; internet meter access standard","verified","web-source","industry-analysis","N/A","Aberdeen's AMR prediction fully validated; smart grid/AMI became major utility IT investment",""
"utilities-transformed-it-696ffb-OBS-011","utilities-transformed-it-696ffb","","internet-energy-services","market-data","1998","Internet energy services early deployment","Large customers using internet to access meter data and analyze usage to lower costs and track payments for multiple sites","high","ingest-extraction","industry-analysis","Overview","Early observed use case for internet-enabled energy management",""
"utilities-transformed-it-696ffb-OBS-012","utilities-transformed-it-696ffb","","internet-energy-services","viability-prediction","1998","Energy information as competitive weapon","Companies selling meter network data service (without selling power commodities) as pure IT strategy","verified","outcome-linkage","expert-opinion","Overview","Prediction of IT-pure-play energy companies",""
"utilities-transformed-it-696ffb-OBS-013","utilities-transformed-it-696ffb","","internet-energy-services","actual-outcome","2010","Energy information platform outcome","Energy information platforms (Itron Meter Intelligence; Oracle Utilities; GridPoint) emerged exactly as predicted; data monetization became standard","verified","web-source","industry-analysis","N/A","Aberdeen's pure-IT energy strategy prediction validated",""
"utilities-transformed-it-696ffb-OBS-014","utilities-transformed-it-696ffb","","scada","technology-assessment","1998","SCADA system role","SCADA systems as core energy management infrastructure requiring modernization","high","ingest-extraction","industry-analysis","Ch5","SCADA identified as foundational layer",""
"utilities-transformed-it-696ffb-OBS-015","utilities-transformed-it-696ffb","","energy-management-systems","framework-factor","1998","Energy industry IT structure","Industry participants are generation firms (GENCOs) transmission companies (TRANSCOs) distribution companies (DISCOs) power marketers and energy service companies","high","ingest-extraction","industry-analysis","Ch2","Industry structure framework with 5+ participant types",""
"utilities-transformed-it-696ffb-OBS-016","utilities-transformed-it-696ffb","","energy-management-systems","framework-factor","1998","IT application categories","Multiple application categories identified: EMS/SCADA transaction management facilities management GIS CIS call centers AMR","high","ingest-extraction","industry-analysis","Ch4","Multi-category IT application taxonomy for utilities",""
"utilities-transformed-it-696ffb-OBS-017","utilities-transformed-it-696ffb","","gis-utilities","technology-assessment","1998","GIS utility deployment","Geographic Information Systems extensively used in utility facilities management","high","ingest-extraction","industry-analysis","Ch7","GIS cited as mature extensively-used technology",""
"utilities-transformed-it-696ffb-OBS-018","utilities-transformed-it-696ffb","","erp-utilities","technology-assessment","1998","ERP utility adoption status","ERP adaptation for utilities in progress with supply chain management as key application","medium","ingest-extraction","industry-analysis","Ch8","Utility ERP identified as emerging application area",""
"utilities-transformed-it-696ffb-OBS-019","utilities-transformed-it-696ffb","","object-technology","technology-assessment","1998","Object technology utility adoption","Object technology cited as key architectural trend for utility software modernization","medium","ingest-extraction","industry-analysis","Ch7","OOP positioned as modernization enabler",""
