"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"client-server","Client-Server Computing","framework","Various","1988-present","growth","mature","nti-12-client-server-goals-1993-15a519","Core subject; industry consensus as next-generation computing vision; installed base not yet fully supporting the vision"
"windows-31","Microsoft Windows 3.1","operating-system","Microsoft","1992-1995","current","obsolete","nti-12-client-server-goals-1993-15a519","Dominant client GUI in 1993; single-user OS needing enhancements for robust client-server"
"windows-nt","Microsoft Windows NT","operating-system","Microsoft","1993-present","emerging","legacy-supported","nti-12-client-server-goals-1993-15a519","32-bit multitasking; target for commercial workstations; LAN Manager integration path"
"windows-for-workgroups","Microsoft Windows for Workgroups","operating-system","Microsoft","1992-1995","current","obsolete","nti-12-client-server-goals-1993-15a519","LAN-optimized Windows transition step before NT migration"
"os2","IBM OS/2","operating-system","IBM","1987-present","growth","obsolete","nti-12-client-server-goals-1993-15a519","32-bit client OS option alongside Unix and Windows NT"
"unix","Unix","operating-system","Various","1969-present","growth","mature","nti-12-client-server-goals-1993-15a519","32-bit multitasking; HP/UX, Solaris, UnixWare variants; supports multi-threaded kernel for SMP"
"apple-macintosh","Apple Macintosh OS","operating-system","Apple Computer","1984-present","mature","mature","nti-12-client-server-goals-1993-15a519","Major marketshare in 1993; single-user OS needing enhancements; PowerPC moving to AIX/RISC"
"netware","Novell NetWare","operating-system","Novell","1983-present","mature","legacy","nti-12-client-server-goals-1993-15a519","Dominant LAN OS; NetWare 4.0 with enterprise-wide directory services; SPX/IPX protocol"
"banyan-vines","Banyan Vines","operating-system","Banyan Systems","1984-present","growth","obsolete","nti-12-client-server-goals-1993-15a519","High-end enterprise LAN OS; sophisticated directory services; market leader at high end"
"lan-manager","Microsoft LAN Manager","operating-system","Microsoft","1987-1995","declining","obsolete","nti-12-client-server-goals-1993-15a519","Did not achieve dominance; good product quality; being integrated into NT"
"nextstep","NeXTSTEP","operating-system","NeXT Computer","1989-1999","niche","obsolete","nti-12-client-server-goals-1993-15a519","OO systems software enabling custom OS extensions; looming on horizon with Cairo, Taligent"
"taligent-pink","Taligent Pink","operating-system","Taligent","1992-1998","emerging","obsolete","nti-12-client-server-goals-1993-15a519","IBM-Apple OO OS joint venture; future OO architecture looming"
"microsoft-cairo","Microsoft Cairo","operating-system","Microsoft","1993-1996","announced","obsolete","nti-12-client-server-goals-1993-15a519","Future OO OS codename; looming on horizon; became elements of Windows 95/NT 4"
"sunsoft-doe","SunSoft Distributed Objects Everywhere (D.O.E.)","framework","Sun Microsystems","1993-1996","announced","obsolete","nti-12-client-server-goals-1993-15a519","OO distributed objects platform; looming on horizon"
"smp","Symmetric Multiprocessing (SMP)","hardware","Various","1988-present","emerging","mature","nti-12-client-server-goals-1993-15a519","Tightly coupled: 2-20 CPUs shared OS/memory; does not require app modification; standard server of mid-to-late 1990s"
"mpp","Massively Parallel Processing (MPP)","hardware","Various","1985-present","emerging","mature","nti-12-client-server-goals-1993-15a519","Loosely coupled; dozens-hundreds of processors each with own OS/memory; requires advanced programming"
"lotus-notes","Lotus Notes","application","Lotus Development","1989-present","growth","legacy-supported","nti-12-client-server-goals-1993-15a519","New departmental computing metaphor; message-passing LAN technology; evolving to sophisticated multi-user apps"
"fddi","FDDI (Fiber Distributed Data Interface)","protocol","ANSI","1987-2000","growth","obsolete","nti-12-client-server-goals-1993-15a519","100 Mbps on fiber; $2000 per connection; CDDI variant proposed for unshielded twisted pair"
"atm-networking","ATM (Asynchronous Transfer Mode)","protocol","Various","1988-2000","emerging","obsolete","nti-12-client-server-goals-1993-15a519","New networking technology; experimenting with for high-speed LAN/WAN; Aberdeen studying in detail"
"tcp-ip","TCP/IP","protocol","IETF","1974-present","growth","mature","nti-12-client-server-goals-1993-15a519","Unix/Open Systems dominant transport protocol for distributed SQL service requests"
"spx-ipx","Novell SPX/IPX","protocol","Novell","1983-present","mature","obsolete","nti-12-client-server-goals-1993-15a519","Dominant transport protocol for NetWare LANs in client-server implementations"
"intel-486","Intel 486 / 80X86","hardware","Intel","1989-1996","current","obsolete","nti-12-client-server-goals-1993-15a519","Capable of all client-server application requirements; available at low price points in 1993"
"powerpc","IBM/Apple PowerPC","hardware","IBM, Apple","1992-present","announced","legacy","nti-12-client-server-goals-1993-15a519","Joint Apple-IBM RISC chip development; moving Macintosh interface to AIX/RISC platforms"
"rdbms","Relational Database Management System (RDBMS)","application","Various","1970-present","mature","mature","nti-12-client-server-goals-1993-15a519","SQL services from one or more RDBMS resource locations; backend of client-server decision support"
"object-oriented","Object-Oriented Programming / Databases","framework","Various","1987-present","emerging","mature","nti-12-client-server-goals-1993-15a519","Distributed relational + OO databases will characterize second half of decade; OO OS architectures within 3-4 years"
"two-phase-commit","Two-Phase Commit","protocol","Various","1978-present","growth","mature","nti-12-client-server-goals-1993-15a519","Major alternative to clustering for distributed database consistency"
