"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"aberdeen-profile","Aberdeen Profile Report","application","Aberdeen Group","1995-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","6-8 page company analysis report; $25,000 total; printed on Aberdeen Profile paper stock + HTML/PDF"
"aberdeen-executive-white-paper","Aberdeen Executive White Paper","application","Aberdeen Group","1995-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","5-16 page in-depth positioning study; $35,000 total; validates client positioning thesis through customer interviews"
"aberdeen-aas-starter","Aberdeen Advisory Access Service Starter","application","Aberdeen Group","2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Six-month introductory retainer at $6,000; designated relationship-manager analyst; full AAS services package"
"aberdeen-aaas","Aberdeen Advisory Access Service (AAAS)","application","Aberdeen Group","2001","development","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","PSK draft proposal: $500/month entry retainer; bundled analyst access, briefings, press quotes, pod publications"
"aberdeen-two-day-retainer-17500","Aberdeen Two-Day Retainer ($17,500)","application","Aberdeen Group","1998-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Existing legacy full retainer product at $17,500; two-day analyst access format; referenced in PSK deck as barrier to entry"
"aberdeen-one-day-emerging-company-retainer-11000","Aberdeen One-Day Emerging Company Retainer ($11,000)","application","Aberdeen Group","1998-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Existing legacy starter retainer at $11,000; one-day format targeted at emerging companies"
"aberdeen-entry-retainer-500-monthly","Aberdeen Entry Retainer ($500/month)","application","Aberdeen Group","2001","development","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","PSK-proposed $500/month ($6,000/year) entry retainer; billable quarterly; low-cost entree to Aberdeen 'club'"
"ebusiness-at-aberdeen-alschuler-surveys","eBusiness@Aberdeen Alschuler Surveys","application","Aberdeen Group","2000-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Survey-based retainer product attributed to Liz Alschuler; listed as existing retainer-adjacent product in PSK deck"
"aberdeen-security-retainer-hurley","Aberdeen Security Retainer (Hurley)","application","Aberdeen Group","1997-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Security-practice retainer product attributed to Jim Hurley; listed in PSK deck as existing retainer product"
"aberdeen-pod-publications","Aberdeen Pod (Practice) Publications Portal","application","Aberdeen Group","2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Online practice publications portal; included in AAAS bundle; accessible via Aberdeen.com"
"aberdeen-eti-newsletter","Aberdeen Emerging Tech Information (ETI) Newsletter","application","Aberdeen Group","2000-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Emerging Tech Information newsletter; included as AAAS bundle component"
"aberdeen-research-meeting-protocol","Aberdeen Research Meeting / Research Day Protocol","application","Aberdeen Group","1995-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Full-day onsite research session at client offices; triggers 50% payment milestone in Profile and White Paper proposals"
"aberdeen-web-rights-license-1yr","Aberdeen 1-Year Web Rights License","application","Aberdeen Group","1998-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","Non-exclusive 1-year license for client to post Profile or White Paper on intranet/WWW site; commences on final HTML/PDF delivery"
"aberdeen-milestone-billing-50-50","Aberdeen 50/50 Milestone Billing Model","framework","Aberdeen Group","1995-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","50% due on Research Meeting completion + 50% due on draft delivery; net 30 days; used in Profile and White Paper proposals"
"aberdeen-termination-fee-ladder","Aberdeen Termination Fee Ladder","framework","Aberdeen Group","1995-2001","active","discontinued","aberdeen-proposal-templates-and-retainer-strategy-2001-b6b001","10% (contract execution) / 50% (research meeting) / 90% (first draft) / 100% (final delivery) earned-fee schedule"
