"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"snap-appliance-snapshot-2003-OBS-001","snap-appliance-snapshot-2003","snap-appliance","nas","market-position","2003","Snap Appliance market rank — NAS volume","Number one, volume leading provider of NAS solutions from workgroup to enterprise","high","ingest-extraction","vendor-claim","p.1","Self-reported but consistent with installed base data."
"snap-appliance-snapshot-2003-OBS-002","snap-appliance-snapshot-2003","snap-appliance","","market-size-estimate","2003","Snap Appliance installed base","Over 130,000 NAS units installed as of October 2003","high","ingest-extraction","vendor-claim","p.1","Significant installed base for a company that had just restarted as private in 2002."
"snap-appliance-snapshot-2003-OBS-003","snap-appliance-snapshot-2003","snap-appliance","","corporate-history","2003","Snap Server product origin","First Snap Servers launched by Meridian Data in 1998; Quantum acquired company in 2000","high","ingest-extraction","document-fact","p.1","Corporate lineage: Meridian Data → Quantum → Snap Appliance private (2002)."
"snap-appliance-snapshot-2003-OBS-004","snap-appliance-snapshot-2003","snap-appliance","","corporate-event","2002","Snap Appliance re-privatization","Spun out of Quantum in 2002 as private company; original IPO plans shelved","high","ingest-extraction","document-fact","p.1","Notable corporate event — IPO failure followed by successful private restart."
"snap-appliance-snapshot-2003-OBS-005","snap-appliance-snapshot-2003","snap-appliance","","viability-prediction","2003","Snap Appliance business viability","Private company with strong product line and 130k+ installed base; positioned for growth in NAS market","medium","ingest-extraction","vendor-profiling","p.1","Medium confidence at time of study. Outcome: acquired by Overland Storage 2008, then Sphere 3D 2014. Did not survive independently."
"snap-appliance-snapshot-2003-OBS-006","snap-appliance-snapshot-2003","snap-appliance","","actual-outcome","2008","Snap Appliance corporate fate — actual outcome","Acquired by Overland Storage in 2008; Overland later merged with Sphere 3D in 2014. Company did not survive as independent entity.","verified","web-source","industry-outcome","n/a","Confirmed per prescience context. NAS category thrived; Snap company did not."
"snap-appliance-snapshot-2003-OBS-007","snap-appliance-snapshot-2003","snap-appliance","nas","market-classification","2003","Snap Appliance geographic reach","Sells through manufacturers, distributors, and resellers in North America, Europe, and Asia Pacific","high","ingest-extraction","document-fact","p.1","Global distribution reach despite private company status."
"snap-appliance-snapshot-2003-OBS-008","snap-appliance-snapshot-2003","","ata-disk","cost-benchmark","2003","ATA disk cost advantage for NAS","Snap storage appliances use inexpensive ATA disks in variety of redundancy configurations — key cost advantage","high","ingest-extraction","product-analysis","p.2","ATA cost advantage is core value proposition; aligned to Aberdeen midline thesis."
"snap-appliance-snapshot-2003-OBS-009","snap-appliance-snapshot-2003","aberdeen-group","midline-disk","validation-claim","2003","Aberdeen midline categories covered by Snap","Snap creatively covered all mid-line storage categories envisaged by Aberdeen","high","ingest-extraction","vendor-profiling","p.2","Direct validation of Aberdeen's midline taxonomy by a vendor's product line. Kastner writing this profile validates alignment."
"snap-appliance-snapshot-2003-OBS-010","snap-appliance-snapshot-2003","","midline-disk","market-classification","2003","Midline use cases served by Snap","(1) SCSI-to-tape staging, (2) fixed content long-term storage, (3) light/moderate applications with storage consolidation, (4) data replication, (5) PC client backup","high","ingest-extraction","product-analysis","p.2","Five-category midline use case taxonomy per Aberdeen framework. Comprehensive coverage claimed."
