"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"edbca1-OBS-001","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","strategy-classification","2001","HP/Compaq merger strategic rationale","Significant upside potential for synergy in many areas; primary focus must be clarity of message and execution excellence","high","ingest-extraction","expert-opinion","collection-overview","Peter Kastner's core thesis as Aberdeen CRO"
"edbca1-OBS-002","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","viability-prediction","2001","HP/Compaq powerhouse potential","Combination could create industry powerhouse IF execution excellence surpasses pre-merger efforts","medium","ingest-extraction","expert-opinion","collection-overview","Conditional prediction; hinged on execution quality"
"edbca1-OBS-003","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","actual-outcome","2005","HP/Compaq powerhouse outcome","Partial success: merger cost savings exceeded targets by 30% in H2 2002 ($651M vs plan), but Fiorina ousted Feb 2005; HP split into HP Inc. and HPE in 2015","verified","web-source","document-review","web-research","Execution challenges materialized; HP never became undisputed industry powerhouse"
"edbca1-OBS-004","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","viability-prediction","2001","PC business integration success requirement","Success must stem from the PC business — Compaq's Wintel strategy should be adopted by new HP","medium","ingest-extraction","industry-analysis","windows-perspective","Aberdeen's Windows Perspective InSight"
"edbca1-OBS-005","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","windows-server","actual-outcome","2002","PC business performance post-merger","PC sales dropped 19% to $4.8B in first combined quarter (Q3 FY2002); Personal Systems cut operating loss by 50%+ sequentially in Q4 FY2002","verified","web-source","document-review","web-research","Initial struggles then recovery in PC division"
"edbca1-OBS-006","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","tru64-unix","viability-prediction","2001","Unix platform consolidation strategy","New HP must create order in high-end Unix platform strategy — HP-UX and Tru64 require rationalization","verified","outcome-linkage","industry-analysis","unix-perspective","Aberdeen's Unix Perspective InSight"
"edbca1-OBS-007","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","tru64-unix","actual-outcome","2004","Unix platform consolidation outcome","HP discontinued Tru64 advanced features Dec 2004; migrated to HP-UX on Itanium; many Tru64 developers laid off","verified","web-source","document-review","web-research","Aberdeen's concern proved valid; rationalization was painful for customers"
"edbca1-OBS-008","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","linux-os","viability-prediction","2001","Linux business enhancement from Compaq acquisition","HP acquisition of Compaq enhances Linux business for the new company","verified","outcome-linkage","industry-analysis","linux-perspective","Aberdeen's Linux Perspective InSight"
"edbca1-OBS-009","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","linux-os","actual-outcome","2002","Linux market leadership post-merger","HP reported 18th consecutive quarter of Linux market-share leadership in Q4 FY2002","verified","web-source","document-review","web-research","Linux prediction validated; HP maintained Linux leadership"
"edbca1-OBS-010","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","hp-storageworks","viability-prediction","2001","Storage business synergy","HP/Compaq combination presents prescription for storage success — combined storage portfolio is complementary","verified","outcome-linkage","industry-analysis","storage-perspective","Aberdeen's Storage Perspective InSight"
"edbca1-OBS-011","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","hp-storageworks","actual-outcome","2002","Storage performance Q4 FY2002","17% sequential increase in on-line storage revenues; strong StorageWorks wins including $200M with Ericsson","verified","web-source","document-review","web-research","Storage synergy prediction partially validated"
"edbca1-OBS-012","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","viability-prediction","2001","IT services mix strategy","HP/Compaq combined IT services must offer more than size; service mix quality critical","medium","ingest-extraction","industry-analysis","services-perspective","Aberdeen's Services Perspective InSight"
"edbca1-OBS-013","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","actual-outcome","2002","IT services Q3 FY2002","Technology services revenue fell 7% to $3B in first combined quarter — services underperformed","verified","web-source","document-review","web-research","Services struggled initially; later strong: $1.5B CIBC win, $225M VA contract"
"edbca1-OBS-014","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","strategy-classification","2001","Customer outreach imperative","HP/Compaq must focus on customer outreach, clarity of messages, and marketing execution excellence; programs should start immediately","high","ingest-extraction","expert-opinion","corporate-overview","Core recommendation from Kastner/Dorin Corporate Overview piece"
"edbca1-OBS-015","2001-hp-cpq-merger-collection-edbca1","carly-fiorina","","expert-opinion","2002","Fiorina execution confidence","We've kept our eye on the ball. We did well.","high","ingest-extraction","document-review","web-research","Fiorina quote from Q3 FY2002 results call, 6 weeks post-merger close"
"edbca1-OBS-016","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","HP Q3 FY2002 revenue (first combined quarter)","$16.5 billion (vs. $18.6B combined year-earlier)","verified","ingest-extraction","document-review","web-research","First quarter as combined entity; revenue decline reflects tech sector downturn"
"edbca1-OBS-017","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","HP Q4 FY2002 revenue","$18.0 billion (vs $16.5B prior quarter — 9% sequential increase)","verified","ingest-extraction","document-review","web-research","Recovery trajectory visible by Q4"
"edbca1-OBS-018","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","Merger cost savings vs plan","$651 million in H2 2002 — 30% above plan; 12,500 net workforce reductions, 25% above plan","verified","ingest-extraction","document-review","web-research","Largest tech merger cost savings program; exceeded targets"
"edbca1-OBS-019","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","hp-superdome","market-data","2002","Superdome server revenue growth","58% sequential revenue increase in Q4 FY2002; HP ranked #1 on TOP500 Supercomputer Sites enterprise category","verified","ingest-extraction","document-review","web-research","Strong high-end server performance"
"edbca1-OBS-020","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","Server market share Q3 2002","30% worldwide server market share per Gartner Dataquest (leading all vendors)","verified","ingest-extraction","document-review","web-research","HP/Compaq combined achieved dominant server market position"
"edbca1-OBS-021","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","HP printing Q3 FY2002","Printing systems revenue increased 10% to $4.7 billion — most profitable division","verified","ingest-extraction","document-review","web-research","Printing remained HP's anchor profitable business"
"edbca1-OBS-022","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","Enterprise computing Q3 FY2002","Big computer systems revenue fell 22% to $3.8 billion; $422M operating loss called 'unacceptable' by Capellas","verified","ingest-extraction","document-review","web-research","Overlapping product lines between HP and Compaq caused enterprise revenue pain"
"edbca1-OBS-023","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","New business contracts Q4 FY2002","30 largest new contracts averaged $120M+ each; totaling $3.7B in new long-term revenue","verified","ingest-extraction","document-review","web-research","Strong enterprise sales momentum by Q4"
"edbca1-OBS-024","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","expert-opinion","2001","HP/Compaq merger shareholder opposition","Numerous naysayers exist but Aberdeen sees significant upside potential that should not be ignored","high","ingest-extraction","expert-opinion","collection-overview","Merger narrowly survived shareholder vote in March 2002; Hewlett/Packard family opposed"
"edbca1-OBS-025","2001-hp-cpq-merger-collection-edbca1","michael-capellas","","expert-opinion","2002","PC division return to profitability","Capellas predicted PC division would return to profitability in H1 FY2003","medium","ingest-extraction","expert-opinion","web-research","Capellas left HP November 2002 to become CEO of WorldCom/MCI"
"edbca1-OBS-026","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","itanium","strategy-classification","2001","HP Unix migration strategy","HP planned to migrate Unix customer base from RISC (Alpha/PA-RISC) to HP-UX on Itanium","high","ingest-extraction","industry-analysis","unix-perspective","Itanium strategy was HP/Intel joint initiative; ultimately failed by 2021"
"edbca1-OBS-027","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","itanium","actual-outcome","2021","Itanium platform outcome","Intel discontinued Itanium in 2021; HP's Itanium-based Unix strategy failed to achieve dominance","verified","web-source","document-review","web-research","x86/Linux ultimately displaced Itanium as enterprise platform"
"edbca1-OBS-028","2001-hp-cpq-merger-collection-edbca1","dell-computer","","strategy-classification","2002","Dell competitive strategy response","Dell targeting more computer resellers instead of just selling directly — channel expansion","high","ingest-extraction","competitive-profiling","web-research","Dell's channel push was competitive response to HP/Compaq combined channel strength"
"edbca1-OBS-029","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","market-data","2002","HP workforce reduction","15,000 net workforce reductions planned; 4,740 eliminated in first quarter post-merger","verified","ingest-extraction","document-review","web-research","Restructuring as part of merger integration"
"edbca1-OBS-030","2001-hp-cpq-merger-collection-edbca1","hewlett-packard","","actual-outcome","2015","HP long-term outcome","HP split into HP Inc. (consumer/printing) and Hewlett Packard Enterprise (servers/services) in November 2015","verified","web-source","document-review","web-research","Ultimate outcome: merger did not create enduring unified powerhouse; company split 13 years later"
