"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Characterizes strategic positioning or market stance of a vendor or technology"
"viability-prediction","observation_type","Viability Prediction","Forward-looking forecast about survivability or adoption"
"actual-outcome","observation_type","Actual Outcome","Verified real-world result corresponding to a prior prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity readiness or capability"
"benchmark-result","observation_type","Benchmark Result","Quantitative or comparative performance measurement"
"framework-factor","observation_type","Framework Factor","Element of an analytical or conceptual framework presented in the study"
"market-data","observation_type","Market Data","Quantitative or qualitative data about market size share or dynamics"
"expert-opinion","observation_type","Expert Opinion","Analyst judgment or recommendation not tied to a specific metric"
"MW","methodology_code","Mw","Market/field research methodology used by Aberdeen"
"ISP","methodology_code","Isp","Internet Service Provider industry context"
"PR","methodology_code","Pr","Vendor Profile report type"
