"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"benchmark-result","observation_type","Benchmark Result","Quantitative or time-based measurement from testing; a specific metric value obtained through direct measurement or structured evaluation"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"ai-exchange","observation_type","AI Exchange","A question posed by Kastner and the AI response extracted as a structured observation"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
"competitive-profiling","methodology_code","Competitive Profiling","Structured analysis of specific vendor strategies, product positioning, and competitive strengths and weaknesses"
"benchmarking","methodology_code","Benchmarking","Systematic measurement and comparison of performance using standardized test specifications with full-disclosure reporting"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"document-review","methodology_code","Document Review","Assessment based on review of published documentation such as vendor support policies and threat databases"
"statistical-analysis","methodology","Statistical Analysis","Quantitative analysis of survey data including frequency distributions, cross-tabulations, and trend analysis"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"ai-dialog","methodology","AI Dialog","Question-and-answer exchange between a human and an AI system"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"medium","confidence","Medium Confidence","Finding supported by qualitative analysis, expert interpretation, or retrospective assessment with reasonable evidence"
"low","confidence","Low Confidence","Finding is inferred from limited evidence in the source text or involves significant extrapolation"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources; applied to actual-outcome observations"
"kastner_quote","observation_type","Kastner_Quote","Study-specific code: kastner_quote"
"infoworld-quotation","methodology","Infoworld Quotation","Study-specific code: InfoWorld-quotation"
"kastner_title_evolution","observation_type","Kastner_Title_Evolution","Study-specific code: kastner_title_evolution"
"infoworld-attribution","methodology","Infoworld Attribution","Study-specific code: InfoWorld-attribution"
"infoworld_circulation","observation_type","Infoworld_Circulation","Study-specific code: infoworld_circulation"
"magazine-imprint","methodology","Magazine Imprint","Study-specific code: magazine-imprint"
"blade_density","observation_type","Blade_Density","Study-specific code: blade_density"
"product-spec","observation_type","Product Specification","Technical specification or product capability detail"
"blade_density_compaq","observation_type","Blade_Density_Compaq","Study-specific code: blade_density_compaq"
"infoworld-comparison","methodology","Infoworld Comparison","Study-specific code: InfoWorld-comparison"
"dell_blades_per_rack","observation_type","Dell_Blades_Per_Rack","Study-specific code: dell_blades_per_rack"
"dell_intel_processor","observation_type","Dell_Intel_Processor","Study-specific code: dell_intel_processor"
"dell_microsoft_infiniband","observation_type","Dell_Microsoft_Infiniband","Study-specific code: dell_microsoft_infiniband"
"infoworld-feature","methodology","Infoworld Feature","Study-specific code: InfoWorld-feature"
"dell_brick_roadmap","observation_type","Dell_Brick_Roadmap","Study-specific code: dell_brick_roadmap"
"dell-statement","methodology","Dell Statement","Study-specific code: Dell-statement"
"groves_response","observation_type","Groves_Response","Study-specific code: groves_response"
"blade_market_drivers","observation_type","Blade_Market_Drivers","Study-specific code: blade_market_drivers"
"infoworld-context","methodology","Infoworld Context","Study-specific code: InfoWorld-context"
