"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"sd-memory-card","Secure Digital (SD) Memory Card","storage","SD Association (SanDisk; Toshiba; Panasonic)","2000-present","emerging","{'lifecycle_current': 'active', 'notes': 'Secure Digital (SD) memory cards remain the dominant removable flash storage format. SD Express (PCIe) is the current standard; microSD is ubiquitous in smartphones. SD Association actively developing new standards.', 'source': 'General knowledge'}","iha-full-report---draft-jul-28-41de81","Subject of study; portable storage for digital info transfer between devices. Key differentiator: interoperability across cameras, camcorders, printers, PCs, PDAs, DVDs. Consumer preferred capacity range 256MB-1GB."
"digital-camera","Digital Camera","hardware","Various","1990s-2003","growing","{'lifecycle_current': 'mature', 'notes': 'Digital camera market is mature (declining consumer, active professional). Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Primary entry point to digital electronics ecosystem; owned by most focus group participants. Photos transferred primarily via USB cable rather than memory card removal. Explosive growth cited as clear market stimulant."
"digital-camcorder","Digital Video Camcorder","hardware","Various","1990s-2003","growing","{'lifecycle_current': 'discontinued', 'notes': 'Digital video camcorder as a dedicated consumer device is discontinued/absorbed by smartphones. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Most commonly owned by families raising children; footage typically transferred to VHS via cable or burned to CD."
"mp3-player","MP3 Player","hardware","Various","1998-2003","emerging","{'lifecycle_current': 'discontinued', 'notes': 'MP3 players as dedicated devices are discontinued. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Only a few respondents owned MP3 players in 2003; majority downloaded music to PC then burned CDs. Young people highly likely to store/use music digitally."
"pda","Personal Digital Assistant (PDA)","hardware","Palm (primarily)","1990s-2003","mature","{'lifecycle_current': 'discontinued', 'notes': 'PDA is discontinued. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Palm Pilots cited; used primarily for work scheduling/directories. Only wireless digital data transfer method in use among respondents was Palm-to-Palm beam."
"sony-memory-stick","Sony Memory Stick","storage","Sony","1998-2006","current","{'lifecycle_current': 'discontinued', 'notes': 'Sony Memory Stick is discontinued. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Sony Memory Stick users most brand-aware among memory card users; cited as proprietary format competing with SD. SD vs. Memory Stick format war relevant context."
"smart-media-card","SmartMedia Card","storage","Toshiba / Various","1995-2003","declining","{'lifecycle_current': 'discontinued', 'notes': 'SmartMedia Card is discontinued. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Referenced by one respondent (Boston male) who had SmartMedia with older Mac requiring special card reader; compatibility issues highlighted."
"compact-flash","CompactFlash Card","storage","SanDisk / Various","1994-present","mature","{'lifecycle_current': 'legacy-supported', 'notes': 'CompactFlash is legacy-supported in niche professional use. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Memory card format variety cited as disadvantage by respondents; part of incompatible format landscape that SD aimed to resolve."
"usb-port","USB Port / USB Cable Connection","protocol","Various (USB-IF)","1996-present","mature","{'lifecycle_current': 'active', 'notes': 'USB ports are active. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Primary photo transfer method for most respondents; camera to PC via USB cable. Insufficient USB ports on older computers cited as pain point."
"home-area-network","Home Area Network / Home LAN","platform","Various","2000-2003","emerging","{'lifecycle_current': 'active', 'notes': 'Home area network evolved to smart home. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Only a few respondents had in-home LANs; rarely used for digital data transfer. Wireless data transfer in home was essentially only Palm-to-Palm."
"cd-rw","CD-ROM / CD-RW (Optical Disc)","storage","Various","1980s-2003","mature","{'lifecycle_current': 'discontinued', 'notes': 'CD-RW/CD-ROM as primary storage/distribution medium is discontinued. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Primary backup/archival medium for photos and music in consumer households; music downloaded then burned to CD; primary competing storage medium to memory cards."
"vhs-tape","VHS Tape","storage","Various","1976-2003","mature","{'lifecycle_current': 'discontinued', 'notes': 'VHS tape is discontinued. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Primary video storage medium in consumer households in 2003; video transferred from camcorder to VHS via cable connection."
"hp-media-center-pc","HP Media Center PC","platform","Hewlett-Packard","2002-2003","current","{'lifecycle_current': 'discontinued', 'notes': 'HP Media Center PC was a Windows XP/Vista-era product line (circa 2002-2008) tied to Windows XP Media Center Edition. HP discontinued this specific product category as Windows Media Center itself was removed from Windows 10. The product line no longer exists; replaced by general-purpose home PCs and streaming devices.', 'source': 'https://www.youtube.com/watch?v=ZED3iwnKH2U'}","iha-full-report---draft-jul-28-41de81","Listed as qualifying device for focus group participation screening; HP-specific digital media PC platform."
"photoshop","Adobe Photoshop / Photo Editing Software","application","Adobe / Various","1990s-2003","growing","{'lifecycle_current': 'active', 'notes': 'Adobe Photoshop is active. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","PhotoShop cited by name; photo manipulation and enhancement becoming mainstream hobby; measurable minority of consumers using it."
"p2p-music-download","P2P Music Download (Kazaa)","application","Kazaa / Various","2001-2003","current","{'lifecycle_current': 'discontinued', 'notes': 'P2P music download (Kazaa et al.) is discontinued as a mainstream platform. Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","Kazaa cited by name by San Diego IDI respondent for music downloading. Many younger respondents download music from internet though legality noted with discomfort."
"itunes","Apple iTunes / iCard","application","Apple","2001-2003","emerging","{'lifecycle_current': 'active', 'notes': 'iTunes is active (evolved, split into separate apps on Mac). Known answer applied.', 'source': 'known'}","iha-full-report---draft-jul-28-41de81","iTunes referenced by Boston respondent using iCard with Firewire connection for music management; Apple music ecosystem emerging."
