"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"platinum-riskadvisor","PLATINUM RiskAdvisor","application","PLATINUM technology inc.","1996-2002","emerging","obsolete","platinum-riskadvisor-ec30de","Packaged insurance data warehouse application; 20+ client-side modules; built on RiskAdvisor Data Model (RDM) star schema; acquired by CA 1999; eventually discontinued"
"riskadvisor-data-model","RiskAdvisor Data Model (RDM)","framework","PLATINUM technology inc.","1996-2002","emerging","obsolete","platinum-riskadvisor-ec30de","Highly refined RDBMS star schema for insurance; organizes data by master policy and claim records; monthly/annual snapshots and bulk summary groupings"
"platinum-forest-trees","PLATINUM Forest & Trees","application","PLATINUM technology inc.","1990-2002","mature","obsolete","platinum-riskadvisor-ec30de","Desktop decision-support software foundation for RiskAdvisor client-side modules; Windows 3.1 and higher"
"platinum-infopump","PLATINUM InfoPump","application","PLATINUM technology inc.","1994-2002","mature","obsolete","platinum-riskadvisor-ec30de","ETL tool for moving and populating warehouse data; part of PLATINUM POEMS architecture"
"platinum-inforefiner","PLATINUM InfoRefiner","application","PLATINUM technology inc.","1995-2002","mature","obsolete","platinum-riskadvisor-ec30de","Data transformation tool; part of PLATINUM POEMS architecture"
"platinum-poems","PLATINUM Open Enterprise Management System (POEMS)","framework","PLATINUM technology inc.","1995-2002","emerging","obsolete","platinum-riskadvisor-ec30de","PLATINUM's comprehensive enterprise architecture framework encompassing data warehousing, systems management, application development, and database administration"
"rdbms-star-schema","RDBMS Star Schema","framework","multiple","1990-present","mature","active","platinum-riskadvisor-ec30de","Data modeling pattern used as foundation of RDM; still standard pattern for analytical data warehouses"
"ibm-db2","IBM DB2","platform","IBM","1983-present","mature","active","platinum-riskadvisor-ec30de","One of RiskAdvisor's natively supported RDBMS targets"
"microsoft-sql-server","Microsoft SQL Server","platform","Microsoft","1989-present","mature","active","platinum-riskadvisor-ec30de","One of RiskAdvisor's natively supported RDBMS targets"
"oracle-db","Oracle Database","platform","Oracle Corporation","1979-present","mature","active","platinum-riskadvisor-ec30de","One of RiskAdvisor's natively supported RDBMS targets"
"informix","Informix","platform","Informix -> IBM","1981-present","mature","active","platinum-riskadvisor-ec30de","One of RiskAdvisor's natively supported RDBMS targets; acquired by IBM 2001"
"red-brick","Red Brick Systems","platform","Red Brick -> IBM","1988-2003","emerging","obsolete","platinum-riskadvisor-ec30de","One of RiskAdvisor's natively supported RDBMS targets; acquired by IBM 1999"
"sybase","Sybase SQL Server","platform","Sybase -> SAP","1987-2015","mature","acquired","platinum-riskadvisor-ec30de","One of RiskAdvisor's natively supported RDBMS targets; acquired by SAP 2010"
"windows-31","Microsoft Windows 3.1","platform","Microsoft","1992-2001","mature","obsolete","platinum-riskadvisor-ec30de","Minimum platform for RiskAdvisor desktop modules (Forest & Trees based)"
"vsam","VSAM (Virtual Storage Access Method)","framework","IBM","1970s-present","mature","legacy-supported","platinum-riskadvisor-ec30de","Legacy source system format supported for data extraction into RiskAdvisor warehouse"
