"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"aberdeen-1995-data-warehouse-olap-OBS-001","aberdeen-1995-data-warehouse-olap","","","market-data","1995","query-tool-categories","3 categories: report writer/predefined; multidimensional OLAP; Relational OLAP","high","ingest-extraction","qualitative-analysis","1","Aberdeen segments query and reporting tools into three distinct categories",""
"aberdeen-1995-data-warehouse-olap-OBS-002","aberdeen-1995-data-warehouse-olap","","data-warehousing","market-data","1995","data-warehouse-scale","terabyte-size warehouses emerging","high","ingest-extraction","qualitative-analysis","1","Desktop knowledge workers querying workgroup/departmental/enterprise data warehouses at terabyte scale",""
"aberdeen-1995-data-warehouse-olap-OBS-003","aberdeen-1995-data-warehouse-olap","","tech-03","technology-assessment","1995","mdb-practical-size-limit","20-50 GB","high","ingest-extraction","benchmarking","1","MDB technology becomes less practical as database sizes approach 20-50GB",""
"aberdeen-1995-data-warehouse-olap-OBS-004","aberdeen-1995-data-warehouse-olap","","tech-28","market-data","1995","vldb-site-count","hundreds of sites exceeding 100GB","high","ingest-extraction","survey","1","Hundreds of sites with very large databases (VLDBs) exceeding 100 gigabytes by 1995",""
"aberdeen-1995-data-warehouse-olap-OBS-005","aberdeen-1995-data-warehouse-olap","","tech-03","technology-assessment","1995","mdb-50gb-barrier","~50 GB ceiling for MDB technology","high","ingest-extraction","benchmarking","2","Several high-end MDB suppliers attempting to break the 50-gigabyte barrier; 1000 customer sites already exceeded with relational databases",""
"aberdeen-1995-data-warehouse-olap-OBS-006","aberdeen-1995-data-warehouse-olap","","tech-03","market-data","1995","relational-db-vldb-sites","1000+ customer sites with VLDBs","high","ingest-extraction","survey","2","A thousand customer sites have already exceeded 50GB with very large relational databases",""
"aberdeen-1995-data-warehouse-olap-OBS-007","aberdeen-1995-data-warehouse-olap","business-objects","","technology-assessment","1995","tool-classification","high-end report writer","high","ingest-extraction","competitive-profiling","2","BusinessObjects cited as occupying high-end of report writer spectrum alongside Cognos Impromptu",""
"aberdeen-1995-data-warehouse-olap-OBS-008","aberdeen-1995-data-warehouse-olap","cognos-corp","","technology-assessment","1995","tool-classification","high-end report writer","high","ingest-extraction","competitive-profiling","2","Cognos Impromptu cited as high-end report writer; requires IS to predefined complex SQL for business users",""
"aberdeen-1995-data-warehouse-olap-OBS-009","aberdeen-1995-data-warehouse-olap","","tech-14","technology-assessment","1995","fat-client-weakness","fails on thousands-of-rows margin analysis","high","ingest-extraction","qualitative-analysis","2","Fat-client design chokes desktop system when performing margin analysis involving thousands of database rows",""
"aberdeen-1995-data-warehouse-olap-OBS-010","aberdeen-1995-data-warehouse-olap","","tech-20","technology-assessment","1995","report-writer-limitations","7 identified weaknesses","high","ingest-extraction","qualitative-analysis","2","Seven weaknesses: IS loop dependency; complex query difficulty; large query inability; no time/consolidation concepts; no DB optimization leverage; weak query-reporting linkage; fat-client design",""
