"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"usa-today","USA Today","company","news-media","active","","1982-present","usatoday-reuters-pc-music-deals-gateway--b3a303","Republished Reuters wire"
"reuters","Reuters News Agency","company","news-wire","active","","1851-present","usatoday-reuters-pc-music-deals-gateway--b3a303","Originating wire service; bylined Reuters Limited 2005"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1980s-present","usatoday-reuters-pc-music-deals-gateway--b3a303","Cited as chief research officer at Aberdeen Group"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Spiceworks Ziff Davis (2018)","1988-2018","usatoday-reuters-pc-music-deals-gateway--b3a303",""
"apple-inc","Apple Inc.","company","consumer-electronics","active","","1976-present","usatoday-reuters-pc-music-deals-gateway--b3a303","iTunes Music Store launched April 2003 — 'fired the starting gun'"
"gateway-inc","Gateway, Inc.","company","PC-manufacturing","acquired","Acer (2007)","1985-2007","usatoday-reuters-pc-music-deals-gateway--b3a303","Plan to ship PCs with music; subject of legal dispute"
"pressplay","Pressplay","company","music-streaming","acquired","Roxio (2003) -> renamed Napster 2.0","2001-2003","usatoday-reuters-pc-music-deals-gateway--b3a303","Sony+Universal joint venture; bought by Roxio May 2003"
"roxio","Roxio Inc.","company","consumer-software","acquired","Sonic Solutions (2004); Napster brand sold to Best Buy (2008)","2001-2004","usatoday-reuters-pc-music-deals-gateway--b3a303","Acquired Pressplay May 2003 to relaunch Napster brand"
"napster","Napster","company","music-streaming","acquired","Rhapsody/RealNetworks (2011); various successors","1999-present","usatoday-reuters-pc-music-deals-gateway--b3a303","Original P2P 1999-2002; relaunched as legal service via Roxio 2003"
"riaa","Recording Industry Association of America (RIAA)","institution","trade-association","active","","1952-present","usatoday-reuters-pc-music-deals-gateway--b3a303","Trade group representing record labels"
