"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"OBS-001","ie-appendix-lane-qa-research-e594cb","","","framework-factor","1999","centralized-qa-org-prevalence","6 of 8 firms have centralized QA organizations that actively conduct project reviews; remaining 2 have centralized standards bodies with reviews done by senior partners","high","ingest-extraction","competitive-profiling","107","Summary finding across all 8 firms"
"OBS-002","ie-appendix-lane-qa-research-e594cb","","","framework-factor","1999","qa-report-sharing-practice","Only 3 of 8 firms (Deloitte CSC Keane) share complete QA reports with clients as general practice","high","outcome-linkage","competitive-profiling","109","EDS and PwC share only summaries if requested"
"OBS-003","ie-appendix-lane-qa-research-e594cb","","","framework-factor","1999","qa-review-not-for-performance","Majority of firms do not use QA reviews to determine employee performance to encourage openness","high","ingest-extraction","field-research","108","Critical for ensuring openness in QA process"
"OBS-004","ie-appendix-lane-qa-research-e594cb","","","framework-factor","1999","pre-engagement-risk-sharing","None of the 8 suppliers share pre-engagement risk assessments with potential clients","high","ingest-extraction","field-research","107","Risk assessments used internally for profitability decisions"
"OBS-005","ie-appendix-lane-qa-research-e594cb","","","framework-factor","1999","qa-legal-use-precedent","None of the interviewees could recall a single instance where internal QA documents were used in legal actions","high","ingest-extraction","field-research","109","Significant finding given IE v. Andersen litigation context"
"OBS-006","ie-appendix-lane-qa-research-e594cb","andersen-consulting","","expert-opinion","1999","overall-qa-assessment","Andersen's internal QA standards and practices are equal to or above industry norms in centralized coordination and mandated processes","high","ingest-extraction","competitive-profiling","109","Key conclusion of the study"
"OBS-007","ie-appendix-lane-qa-research-e594cb","andersen-consulting","","framework-factor","1999","mandatory-qa-review-policy","Andersen requires all projects undergo at least one independent QA review; this is above industry norms where reviews are typically risk/revenue-based","high","outcome-linkage","document-review","109","Based on review of Client Quality Management Reference Manual"
"OBS-008","ie-appendix-lane-qa-research-e594cb","andersen-consulting","","technology-assessment","1999","qms-architecture","Quality Management System (QMS) covers all quality management from internal best practices to external client satisfaction; CQM component manages engagement quality","high","ingest-extraction","document-review","122","Hierarchical structure: Managing Partner for Quality > Quality Leadership Council > Area/Region QM Partners > Practice Unit QM"
"OBS-009","ie-appendix-lane-qa-research-e594cb","andersen-consulting","","framework-factor","1999","engagement-risk-assessment","Every engagement requires Engagement Risk Assessment (ERA) at opportunity stage; engagement partner decides based on risk level whether independent CQMA is needed","high","ingest-extraction","document-review","123","Policy-level requirement documented in CQM Reference Manual"
"OBS-010","ie-appendix-lane-qa-research-e594cb","andersen-consulting","","framework-factor","1999","cqma-review-stages","CQMAs may occur at opportunity assessment and proposal preparation and contractual commitment and execution stages; at least one during execution is mandatory","high","ingest-extraction","document-review","124","Review schedule is part of every engagement Quality Plan"
"OBS-011","ie-appendix-lane-qa-research-e594cb","ernst-and-young","","technology-assessment","1999","quality-advisor-program","Quality Advisor program started 1992; outgrowth of internal restructuring triggered by unhappy client engagements from Ernst and Whinney / Arthur Young merger","high","outcome-linkage","field-research","109","Program managed by Director of Risk Management US"
