"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"dors","Distributed Open Relational DBMS (DORS)","framework","Industry","1990s","emerging","rebranded","aberdeen-dors-buying-guide-1996-web-5ee808","Kastner-era Aberdeen framing"
"rdbms","Relational DBMS","platform","various","1980s-present","mature","mature","aberdeen-dors-buying-guide-1996-web-5ee808",""
"olap","Relational OLAP","platform","various","1990s-present","emerging","mature","aberdeen-dors-buying-guide-1996-web-5ee808","Next-gen DORS category"
"universal-server","Universal Server","platform","Informix/Oracle","1996-2005","emerging","succeeded","aberdeen-dors-buying-guide-1996-web-5ee808","Object-relational; Illustra-heritage at Informix"
"db2","IBM DB2","platform","IBM","1983-present","mature","mature","aberdeen-dors-buying-guide-1996-web-5ee808",""
"oracle-7","Oracle7","platform","Oracle","1992-1999","mature","succeeded","aberdeen-dors-buying-guide-1996-web-5ee808",""
"sybase-sql-server","Sybase SQL Server","platform","Sybase","1987-2010","mature","rebranded","aberdeen-dors-buying-guide-1996-web-5ee808","Became Sybase ASE"
"ms-sql-server","Microsoft SQL Server","platform","Microsoft","1989-present","mature","mature","aberdeen-dors-buying-guide-1996-web-5ee808",""
"informix-online","Informix OnLine","platform","Informix","1990s","mature","retired","aberdeen-dors-buying-guide-1996-web-5ee808",""
"ca-opening","CA-OpenIngres / CA-IDMS","platform","Computer Associates","1990s","mature","retired","aberdeen-dors-buying-guide-1996-web-5ee808",""
"progress-4gl","Progress 4GL","platform","Progress Software","1990s-present","mature","legacy-supported","aberdeen-dors-buying-guide-1996-web-5ee808",""
"adabas","Software AG Adabas","platform","Software AG","1971-present","mature","mature","aberdeen-dors-buying-guide-1996-web-5ee808",""
