"code_id","code_type","label","definition"
"ot-001","observation_type","strategy-classification","Classifies a company's strategic positioning, business model archetype, or competitive approach as observed or assessed by the analyst"
"ot-002","observation_type","viability-prediction","A forward-looking prediction made at time of study about future market direction, technology adoption, or company success; enables retrospective accuracy assessment"
"ot-003","observation_type","actual-outcome","A documented real-world outcome that occurred after the study's publication date; used to assess predictive accuracy and historical impact; sourced from post-publication record"
"ot-004","observation_type","technology-assessment","An evaluative statement about a specific technology's capabilities, limitations, architecture, or competitive differentiation based on research or analysis"
"ot-005","observation_type","benchmark-result","A quantitative or qualitative performance measurement result from a formal benchmark, test, or structured evaluation methodology"
"ot-006","observation_type","framework-factor","A component or level within an analytical framework, model, or taxonomy presented in the study; captures structured multi-part analytical constructs"
"ot-007","observation_type","market-data","Quantitative or factual market information including customer counts, growth rates, market share, pricing, adoption statistics, and competitive landscape facts"
"ot-008","observation_type","expert-opinion","An interpretive or evaluative statement representing the analyst's or a cited expert's informed judgment, not directly derived from quantitative data"
"lc-001","lifecycle_at_study","emerging","Technology or category in early growth phase at study date; limited adoption; significant uncertainty about trajectory"
"lc-002","lifecycle_at_study","growth","Technology or category in rapid adoption phase at study date; expanding customer base; increasing investment"
"lc-003","lifecycle_at_study","mature","Technology or category with broad adoption and stable market at study date; incremental innovation; price competition"
"lc-004","lifecycle_current","active","Technology or category remains in active use and development as of knowledge cutoff"
"lc-005","lifecycle_current","evolved","Technology or category has transformed significantly from original form but core concept persists under different branding or architecture"
"lc-006","lifecycle_current","obsolete","Technology or category no longer in mainstream use; superseded by alternatives; legacy installations only"
"lc-007","lifecycle_current","discontinued","Technology or product formally ended; no active development or support; explicitly decommissioned"
"lc-008","lifecycle_current","dominant","Technology or category has become the primary standard or de facto approach in its domain"
"lc-009","lifecycle_current","subsumed","Technology or category absorbed into or replaced by a broader platform or successor technology"
"imp-001","importance","high","Study provides foundational documentation of a significant market transition, category definition, or predictive insight with lasting historical value"
"imp-002","importance","medium","Study provides useful contemporary snapshot with moderate historical value; findings are well-represented in the broader literature"
"imp-003","importance","low","Study provides limited unique insight; findings are either trivial, widely duplicated, or poorly documented"
"rel-001","relevance","high","Study addresses technologies or dynamics that are directly applicable to current practice or research questions"
"rel-002","relevance","medium","Study addresses technologies or dynamics with partial current applicability; significant historical context required to interpret"
"rel-003","relevance","low","Study addresses technologies or dynamics that are largely obsolete or superseded; primarily archival interest"
"pre-001","prescience","high","Study's predictions and assessments proved largely accurate; key forecasts confirmed by subsequent events"
"pre-002","prescience","medium","Study's predictions proved partially accurate; mixed record of confirmed and failed forecasts"
"pre-003","prescience","low","Study's key predictions proved inaccurate or the analysis fundamentally misread the market direction"
"meth-001","methodology_code","industry-analysis","Broad assessment of industry structure, competitive dynamics, and market trends based on secondary research and analyst synthesis"
"meth-002","methodology_code","competitive-profiling","Detailed examination of a specific company's products, strategy, infrastructure, and market position"
"meth-003","methodology_code","expert-opinion","Findings based primarily on analyst judgment, interviews, or qualitative assessment rather than systematic quantitative research"
"ent-001","entity_type","company","A for-profit commercial organization"
"ent-002","entity_type","research-firm","An organization providing market research, technology analysis, or consulting services"
"ent-003","entity_type","person","An individual human referenced in the study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
