"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"benchmark-result","observation_type","Benchmark Result","Quantitative or time-based measurement from testing; a specific metric value obtained through direct measurement or structured evaluation"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"ai-exchange","observation_type","AI Exchange","A question posed by Kastner and the AI response extracted as a structured observation"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"industry-analysis","methodology_code","Industry Analysis","Qualitative and quantitative assessment of industry trends, competitive dynamics, and market conditions using publicly available information"
"competitive-profiling","methodology_code","Competitive Profiling","Structured analysis of specific vendor strategies, product positioning, and competitive strengths and weaknesses"
"benchmarking","methodology_code","Benchmarking","Systematic measurement and comparison of performance using standardized test specifications with full-disclosure reporting"
"field-research","methodology_code","Field Research","Primary research conducted through direct interaction with products, services, or market participants in real-world settings"
"document-review","methodology_code","Document Review","Assessment based on review of published documentation such as vendor support policies and threat databases"
"statistical-analysis","methodology","Statistical Analysis","Quantitative analysis of survey data including frequency distributions, cross-tabulations, and trend analysis"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"ai-dialog","methodology","AI Dialog","Question-and-answer exchange between a human and an AI system"
"high","confidence","High Confidence","Assessment or data point is well-supported by multiple sources, specific numbers, or direct document citations"
"medium","confidence","Medium Confidence","Finding supported by qualitative analysis, expert interpretation, or retrospective assessment with reasonable evidence"
"low","confidence","Low Confidence","Finding is inferred from limited evidence in the source text or involves significant extrapolation"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources; applied to actual-outcome observations"
"dops_definition","observation_type","Dops_Definition","Study-specific code: dops_definition"
"deck-framework","methodology","Deck Framework","Study-specific code: deck-framework"
"multi_vendor_diagram","observation_type","Multi_Vendor_Diagram","Study-specific code: multi_vendor_diagram"
"deck-figure","methodology","Deck Figure","Study-specific code: deck-figure"
"intelligent_apps_def","observation_type","Intelligent_Apps_Def","Study-specific code: intelligent_apps_def"
"six_tech_combinations","observation_type","Six_Tech_Combinations","Study-specific code: six_tech_combinations"
"dce_endorsement","observation_type","Dce_Endorsement","Study-specific code: dce_endorsement"
"deck-text","methodology","Deck Text","Study-specific code: deck-text"
"sag_interoperability","observation_type","Sag_Interoperability","Study-specific code: sag_interoperability"
"stratus_encina_node","observation_type","Stratus_Encina_Node","Study-specific code: stratus_encina_node"
"ibm_s390_node","observation_type","Ibm_S390_Node","Study-specific code: ibm_s390_node"
"hp_9000_node","observation_type","Hp_9000_Node","Study-specific code: hp_9000_node"
"kastner_role","observation_type","Kastner_Role","Study-specific code: kastner_role"
"deck-cover","methodology","Deck Cover","Study-specific code: deck-cover"
"dops_year","observation_type","Dops_Year","Study-specific code: dops_year"
"deck-cover-tagline","methodology","Deck Cover Tagline","Study-specific code: deck-cover-tagline"
"informix_role","observation_type","Informix_Role","Study-specific code: informix_role"
