"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"aas-operational-playbooks-aug-2001-b5a001-001","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-engaging-workshop","expert-opinion","2001","Engaging Aberdeen Workshop objective","Ensure all employees understand who Aberdeen is and how it differentiates from competitors","high","ingest-extraction","primary-doc","Engaging-Aberdeen-Workshop-2-5 p.1","Opening stated objective of the workshop facilitator guide",""
"aas-operational-playbooks-aug-2001-b5a001-002","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-engaging-workshop","topic-insight","2001","Engaging Aberdeen Workshop methodology topics","Positioning; Branding; Lifecycle Consulting Model","high","ingest-extraction","primary-doc","Engaging-Aberdeen-Workshop-2-5 p.1","Three-part curriculum structure of the workshop",""
"aas-operational-playbooks-aug-2001-b5a001-003","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-lifecycle-consulting","topic-insight","2001","Lifecycle Consulting tagline","Research Made Personal","high","ingest-extraction","primary-doc","Engaging-Aberdeen-Workshop-2-5 p.2","Core positioning tagline for AAS rebranding",""
"aas-operational-playbooks-aug-2001-b5a001-004","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-engaging-workshop","competitive-position","2001","Competitive landscape named in workshop","Aberdeen positioned against Gartner, META Group, Forrester, IDC","high","ingest-extraction","primary-doc","Engaging-Aberdeen-Workshop-2-5 competitive section","All four named competitors explicitly covered in workshop competitive analysis section",""
"aas-operational-playbooks-aug-2001-b5a001-005","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-solution-selling","topic-insight","2001","Solution Selling framework steps","Step 1: determine client needs via sales data sheet and qualifying questions; Step 2: propose product via sales scenarios; Step 3: handle client questions","high","ingest-extraction","primary-doc","Engaging-Aberdeen-Workshop-2-5 solution-selling section","Three-step solution-selling framework taught to Aberdeen sales staff",""
"aas-operational-playbooks-aug-2001-b5a001-006","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-engaging-workshop","topic-insight","2001","Best and worst sales practices codified","Workshop includes 'And Always' (best practices) and 'And Never' (worst practices) sections","high","ingest-extraction","primary-doc","Engaging-Aberdeen-Workshop-2-5 best-worst practices section","Explicit behavioral guidance for Aberdeen sales staff",""
"aas-operational-playbooks-aug-2001-b5a001-007","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-briefing-workshop","expert-opinion","2001","Briefing Workshop objectives","Ensure consistent briefing methodology; train on mechanics and Q&A; provide specific tools to capture supplier information","high","ingest-extraction","primary-doc","Briefing-Workshop-3-16-2 p.1","Three stated objectives of the Briefing Workshop manual",""
"aas-operational-playbooks-aug-2001-b5a001-008","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-briefing-workshop","topic-insight","2001","Definition of a briefing","A planned meeting between Aberdeen Analysts/Account Managers and IT suppliers","high","ingest-extraction","primary-doc","Briefing-Workshop-3-16-2 p.1","Formal definition given in the Briefing Workshop manual",""
"aas-operational-playbooks-aug-2001-b5a001-009","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-vendor-product-profile","topic-insight","2001","Pre-briefing due diligence steps","Gather information on supplier; complete vendor/product profile template; coordinate team for major accounts","high","ingest-extraction","primary-doc","Briefing-Workshop-3-16-2 pre-briefing section","Three-step pre-briefing preparation protocol",""
"aas-operational-playbooks-aug-2001-b5a001-010","aas-operational-playbooks-aug-2001-b5a001","aberdeen-group","aberdeen-briefing-workshop","topic-insight","2001","PR representative awareness instruction","Analysts must understand the role of the supplier's PR representative before the briefing","high","ingest-extraction","primary-doc","Briefing-Workshop-3-16-2 PR section","Specific guidance on managing PR reps during supplier briefings",""
