tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
infiniband,InfiniBand Architecture (IBA),protocol,IBTA,2001-present,emerging,"{'lifecycle_current': 'active', 'notes': 'Dominant interconnect in HPC and AI data centers. InfiniBand switch sales surged Q2 2025 driven by NVIDIA Blackwell Ultra. NVIDIA continues manufacturing HDR/NDR InfiniBand products.', 'source': 'https://www.delloro.com/news/infiniband-switch-sales-surged-in-2q-2025-while-ethernet-maintains-market-lead-for-ai-back-end-networks/'}",intel-infiband-wp--edit-psk-5-22f-a2c551,Serial switched fabric I/O; 1x/4x/12x (2.5/10/30 Gbps); replaces parallel PCI; HCA/TCA/switch components.
pci-x,PCI-X,protocol,PCI-SIG,1998-2010s,mature,"{'lifecycle_current': 'discontinued', 'notes': 'PCI-X was superseded by PCI Express. No longer manufactured; discontinued from all modern server platforms.', 'source': 'General technology history'}",intel-infiband-wp--edit-psk-5-22f-a2c551,Incumbent parallel I/O bus; 133 MHz; 1.06 GB/s; scaling limitations exposed by processor/network advances.
fibre-channel,Fibre Channel (FC),protocol,Various,1990s-present,mature,"{'lifecycle_current': 'mature', 'notes': 'Fibre Channel remains the dominant SAN protocol in enterprise storage. 32GFC and 64GFC are current generations. Mature but actively used.', 'source': 'https://www.fibrechannel.org/'}",intel-infiband-wp--edit-psk-5-22f-a2c551,FC-based SANs; high-speed low-latency storage I/O; IBA will route FC traffic as bridge protocol.
san,Storage Area Network (SAN),storage,Various,1990s-present,growing,"{'lifecycle_current': 'active', 'notes': 'Storage Area Networks remain active in enterprise data centers. Fibre Channel SANs (Gen 7, 64GFC) and iSCSI SANs widely deployed. Market still active though Ethernet-based storage gaining share.', 'source': 'General knowledge'}",intel-infiband-wp--edit-psk-5-22f-a2c551,FC-based SAN; IBA router bridges IBA fabric to existing SAN; good use case for IBA deployment.
nas,Network Attached Storage (NAS),storage,Various,1990s-present,growing,"{'lifecycle_current': 'active', 'notes': 'Network Attached Storage is a growing market with on-premises and cloud NAS solutions. SMB and enterprise NAS actively developed by NetApp, Synology, QNAP, Dell, and cloud providers.', 'source': 'General knowledge'}",intel-infiband-wp--edit-psk-5-22f-a2c551,IP/Ethernet-based NAS appliances; IBA can connect NAS infrastructure via IP-over-IBA.
scsi,SCSI (Small Computer System Interface),protocol,Various,1980s-present,mature,"{'lifecycle_current': 'legacy-supported', 'notes': 'Parallel SCSI succeeded by SAS (Serial Attached SCSI) for enterprise storage. SCSI protocol concepts live on in SAS/NVMe but parallel SCSI hardware is legacy.', 'source': 'General storage technology evolution'}",intel-infiband-wp--edit-psk-5-22f-a2c551,Ubiquitous server-storage protocol; IBA TCA bridges parallel SCSI to IBA fabric; IBA routing hardware bridges existing SCSI.
iscsi,iSCSI,protocol,IETF,2003-present,emerging,"{'lifecycle_current': 'active', 'notes': 'iSCSI is actively used for IP-based SAN storage, especially in SMB and virtualized environments. Supported by VMware, Microsoft, and all major storage vendors.', 'source': 'General storage industry'}",intel-infiband-wp--edit-psk-5-22f-a2c551,Emerging IP-based storage protocol; cited alongside IBA as example of fabric topology trend.
tcp-ip,TCP/IP,protocol,IETF,1970s-present,mature,"{'lifecycle_current': 'active', 'notes': 'TCP/IP is the foundational protocol of the internet. Actively maintained (IPv4 and IPv6). Standard-current status. Fundamental to all internet communications.', 'source': 'https://blog.apnic.net/2025/01/13/ip-addresses-through-2024/'}",intel-infiband-wp--edit-psk-5-22f-a2c551,IP over InfiniBand enables transparent TCP/IP over IBA fabric; IBA router offloads TCP/IP from server CPUs.
server-blades,Server Blade Architecture,hardware,Various,2001-present,emerging,"{'lifecycle_current': 'active', 'notes': 'Blade server architecture remains active in enterprise data centers. While hyper-converged and cloud have taken share, blade servers (HPE Synergy, Cisco UCS) remain actively sold and supported.', 'source': 'General blade server market'}",intel-infiband-wp--edit-psk-5-22f-a2c551,"Blade servers benefit from IBA: single cable (IBA + power), dense rack, specialized blades; IBA switch in cabinet."
3gio-pci,3GIO (Third Generation I/O / PCI Express predecessor),protocol,PCI-SIG,2002-2003,pre-market,"{'lifecycle_current': 'succeeded', 'notes': '3GIO (Third Generation I/O) was the development codename for what became PCI Express. Formally renamed PCI Express in April 2002. Not a separate technology - it became PCIe.', 'source': 'https://news.microsoft.com/source/2002/04/17/pci-sig-introduces-pci-express-tm-formerly-3gio-high-speed-serial-interconnect-specification/'}",intel-infiband-wp--edit-psk-5-22f-a2c551,PCI-SIG serial architecture touted as PCI replacement starting 2004; essentially became PCI Express.
infiniband-hca,InfiniBand Host Channel Adapter (HCA),hardware,Various,2002-2003,emerging,"{'lifecycle_current': 'active', 'notes': 'InfiniBand Host Channel Adapters (HCAs) are actively used in HPC and AI data centers. NVIDIA (formerly Mellanox) continues manufacturing HCAs for HDR/NDR InfiniBand networks.', 'source': 'https://www.delloro.com/news/infiniband-switch-sales-surged-in-2q-2025-while-ethernet-maintains-market-lead-for-ai-back-end-networks/'}",intel-infiband-wp--edit-psk-5-22f-a2c551,Server-side IBA adapter; offloads I/O from CPU/OS; plug-in PCI card initially; embedded on system board by 2003.
infiniband-tca,InfiniBand Target Channel Adapter (TCA),hardware,Various,2002-2003,pre-market,"{'lifecycle_current': 'legacy-supported', 'notes': 'InfiniBand Target Channel Adapters (TCAs) were early InfiniBand components for storage targets. The TCA concept has been largely subsumed into modern HCA capabilities and storage adapter designs. The distinct TCA product category is legacy.', 'source': 'https://www.electronicdesign.com/technologies/industrial/boards/article/21772788/infiniband-chip-delivers-hca-tca-and-switch-functions'}",intel-infiband-wp--edit-psk-5-22f-a2c551,"Device-side IBA adapter; bridges IBA fabric to storage/network devices (SCSI, FC, Ethernet)."
infiniband-switch,InfiniBand Switch/Router,hardware,Various,2002-2003,emerging,"{'lifecycle_current': 'active', 'notes': 'InfiniBand switches are actively produced and deployed for HPC and AI workloads. Sales surged in Q2 2025 driven by NVIDIA Blackwell Ultra. NVIDIA Quantum-2 NDR 400Gbps switches actively sold.', 'source': 'https://www.delloro.com/news/infiniband-switch-sales-surged-in-2q-2025-while-ethernet-maintains-market-lead-for-ai-back-end-networks/'}",intel-infiband-wp--edit-psk-5-22f-a2c551,IBA fabric switch aggregates subnets; router bridges subnets; QoS management; also act as SCSI/FC bridges.
tcp-offload-engine,TCP Offload Engine (TOE),hardware,Various,2002-2004,emerging,"{'lifecycle_current': 'discontinued', 'notes': 'TCP Offload Engines (TOE) as discrete NIC features became niche; most functions absorbed into modern SmartNIC and DPU architectures. Not a distinct product category anymore.', 'source': 'General networking technology evolution'}",intel-infiband-wp--edit-psk-5-22f-a2c551,Offloads TCP/IP processing to IBA router; expected use case for IBA in 2004 data centers.
clustering,High-Availability / Performance Clustering,framework,Various,1980s-present,mature,"{'lifecycle_current': 'active', 'notes': 'High-availability and performance clustering remains fundamental to enterprise computing. Technologies like Kubernetes, Pacemaker, and proprietary HA clustering are actively used and developed.', 'source': 'General IT infrastructure'}",intel-infiband-wp--edit-psk-5-22f-a2c551,IBA dramatically lowers HA clustering overhead; near-linear scaling of transaction processing predicted.
