"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"aberdeen-1996-network-appliance-data-appliances-OBS-001","aberdeen-1996-network-appliance-data-appliances","network-appliance","netapp-filers","strategy-classification","1996","NetApp product strategy","Dedicated single-purpose NAS appliance: no user applications on data server; multiprotocol NFS/CIFS/HTTP","high","ingest-extraction","industry-analysis","Product Positioning","Analogized to single-purpose IP routers; 'data appliance' concept positioned against general-purpose servers",""
"aberdeen-1996-network-appliance-data-appliances-OBS-002","aberdeen-1996-network-appliance-data-appliances","network-appliance","","market-data","1994","NetApp revenue FY1994","$2 million","high","ingest-extraction","industry-analysis","Summary and Observations","Starting point of revenue rocket growth trajectory",""
"aberdeen-1996-network-appliance-data-appliances-OBS-003","aberdeen-1996-network-appliance-data-appliances","network-appliance","","market-data","1995","NetApp revenue FY1995","$14.5 million","high","ingest-extraction","industry-analysis","Summary and Observations","7x growth from FY1994; rapid commercial expansion",""
"aberdeen-1996-network-appliance-data-appliances-OBS-004","aberdeen-1996-network-appliance-data-appliances","network-appliance","","market-data","1996","NetApp revenue FY1996","$47 million","high","ingest-extraction","industry-analysis","Summary and Observations","3x growth from FY1995; FY ending approximately April 1996",""
"aberdeen-1996-network-appliance-data-appliances-OBS-005","aberdeen-1996-network-appliance-data-appliances","network-appliance","","viability-prediction","1996","NetApp FY1997 revenue forecast","FY1997 run-rate indicates fast approach to $100 million revenue mark","medium","ingest-extraction","industry-analysis","Summary and Observations","Aberdeen projecting continued 2-3x annual growth based on run-rate",""
"aberdeen-1996-network-appliance-data-appliances-OBS-006","aberdeen-1996-network-appliance-data-appliances","network-appliance","","actual-outcome","1997","NetApp FY1997 revenue actual","NetApp actual FY1997 revenue approximately $166 million; exceeded $100M target","verified","web-source","document-review","Post-publication verification","NetApp IPO'd in 1995; FY1997 revenue far exceeded Aberdeen's $100M projection; compound annual growth remained exceptional",""
"aberdeen-1996-network-appliance-data-appliances-OBS-007","aberdeen-1996-network-appliance-data-appliances","network-appliance","data-ontap","technology-assessment","1996","Data ONTAP WAFL performance claim","WAFL provides faster reads and writes over network than local storage attached to general-purpose servers","medium","ingest-extraction","field-research","Core Products: NetApp operating software","Performance attributed to elimination of seek overhead, copy-on-write, double-buffered intent logs, NVRAM",""
"aberdeen-1996-network-appliance-data-appliances-OBS-008","aberdeen-1996-network-appliance-data-appliances","network-appliance","data-ontap","technology-assessment","1996","Data ONTAP availability rating","Data availability in excess of 99.99% via integrated RAID 4 and hot-spare drive reconstruction","medium","ingest-extraction","industry-analysis","Core Products: NetApp operating software","Automatic data reconstruction on dedicated hot-spare; four-nines availability claim",""
"aberdeen-1996-network-appliance-data-appliances-OBS-009","aberdeen-1996-network-appliance-data-appliances","network-appliance","wafl","technology-assessment","1996","Snapshot capability","Up to 20 simultaneous on-line read-only snapshots; enables online backup while applications are active","high","ingest-extraction","industry-analysis","Core Products: NetApp operating software","Snapshot as NAS differentiator; enables web-server consolidation on single filer",""
"aberdeen-1996-network-appliance-data-appliances-OBS-010","aberdeen-1996-network-appliance-data-appliances","network-appliance","cifs","technology-assessment","1996","CIFS/multiprotocol differentiation","Only vendor providing seamless access to NFS, CIFS, and HTTP simultaneously on one filer","high","ingest-extraction","competitive-profiling","Product Positioning","Key competitive differentiator vs. Auspex and other single-protocol NAS vendors",""
"aberdeen-1996-network-appliance-data-appliances-OBS-011","aberdeen-1996-network-appliance-data-appliances","network-appliance","ndmp","viability-prediction","1996","NDMP standard adoption prediction","NetApp leading NDMP standardization effort will result in greater centralized control and interoperable NAS backup ecosystem","verified","outcome-linkage","industry-analysis","Core Products: Management software","Aberdeen predicts NDMP becomes industry standard for NAS data management",""
"aberdeen-1996-network-appliance-data-appliances-OBS-012","aberdeen-1996-network-appliance-data-appliances","network-appliance","ndmp","actual-outcome","2000","NDMP standard adoption actual","NDMP became established industry standard for NAS backup; widely supported by backup vendors including Veritas, Legato, IBM","verified","web-source","document-review","Post-publication verification","NDMP remains in use today; prediction fully confirmed",""
"aberdeen-1996-network-appliance-data-appliances-OBS-013","aberdeen-1996-network-appliance-data-appliances","network-appliance","netapp-filers","market-data","1996","NetApp market mix commercial/technical","Revenue approximately evenly split between commercial and technical (CAD/CASE) application environments by 1996","high","ingest-extraction","industry-analysis","Summary and Observations","Originally technical-market focused; commercial expansion validated NAS for mainstream enterprise",""
"aberdeen-1996-network-appliance-data-appliances-OBS-014","aberdeen-1996-network-appliance-data-appliances","auspex-systems","","strategy-classification","1996","Auspex competitive position","Single-function NAS competitor lacking CIFS/HTTP multiprotocol support","high","ingest-extraction","competitive-profiling","Competitive Positioning","Aberdeen notes NetApp's multiprotocol advantage over Auspex",""
"aberdeen-1996-network-appliance-data-appliances-OBS-015","aberdeen-1996-network-appliance-data-appliances","auspex-systems","","actual-outcome","2001","Auspex Systems fate","Auspex Systems ceased operations ~2000-2001; failed to compete with NetApp's multiprotocol approach","verified","web-source","document-review","Post-publication verification","Aberdeen's implicit competitive disadvantage assessment proved correct",""
"aberdeen-1996-network-appliance-data-appliances-OBS-016","aberdeen-1996-network-appliance-data-appliances","network-appliance","data-ontap","viability-prediction","1996","NetApp long-term NAS market leadership","NetApp's focus on advanced OS software features (vs. hardware) will keep it in the lead against competitors","verified","outcome-linkage","industry-analysis","Summary and Observations","Aberdeen's core thesis: software-defined NAS advantage is sustainable",""
