"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-001","1996-oracle-interoffice-workgroup-collab-4e68a3","peter-s-kastner","groupware","expert-opinion","1996","collaboration_definition","Extends face-to-face communication across organizational and geographic boundaries while eliminating the requirement for face-to-face interaction.","high","expert-opinion","slide 3","Kastner's 1996 definition emphasizes cross-boundary collaboration rather than just internal workgroups."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-002","1996-oracle-interoffice-workgroup-collab-4e68a3","aberdeen-group","groupware","expert-opinion","1996","groupware_deployment_challenges","Most organizations have needed at least a decade to deploy workgroup collaboration systems, yet complaints about cost, security, manageability, and interoperability remain common.","high","industry-analysis","slide 1 notes","Framed as a maturity problem rather than a lack-of-features problem."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-003","1996-oracle-interoffice-workgroup-collab-4e68a3","novell","groupwise","technology-assessment","1996","supplier_future_vision","Many suppliers, including Novell, lack a clear vision of future collaboration requirements.","medium","industry-analysis","slide 1 notes","Speaker notes explicitly single out Novell as an example."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-004","1996-oracle-interoffice-workgroup-collab-4e68a3","yankee-group","groupware","market-data","1993","groupware_market_size_usd","$1.7 billion","high","market-sizing","slide 4","Lower bound of the cited groupware market trajectory."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-005","1996-oracle-interoffice-workgroup-collab-4e68a3","yankee-group","groupware","market-data","1998","groupware_market_size_usd","$5.5 billion","high","market-sizing","slide 4","Forward market estimate cited from Yankee Group."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-006","1996-oracle-interoffice-workgroup-collab-4e68a3","ibm-corporation","lotus-notes","market-data","1996","installed_base_users","13.6 million users","high","market-sizing","slide 4","Installed base figure combines Lotus Notes and ccMail and is attributed in the deck to IBM."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-007","1996-oracle-interoffice-workgroup-collab-4e68a3","novell","groupwise","market-data","1996","installed_base_seats","Over 5 million seats","high","market-sizing","slide 4","Seat count presented as evidence of large-scale adoption."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-008","1996-oracle-interoffice-workgroup-collab-4e68a3","ovum","groupware","market-data","1996","annual_growth_rate","15% per year","high","market-sizing","slide 4","Ovum is cited for the yearly growth rate."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-009","1996-oracle-interoffice-workgroup-collab-4e68a3","","internet-web","market-data","1996","intranet_internet_users","15 million users","medium","market-sizing","slide 4","The slide groups intranet and internet growth together as a joint installed-base indicator."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-010","1996-oracle-interoffice-workgroup-collab-4e68a3","netscape","intranet","market-data","1996","share_of_web_servers","One-half or more of web servers are intranets","medium","market-sizing","slide 4","Used to argue that internal web deployment was already substantial."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-011","1996-oracle-interoffice-workgroup-collab-4e68a3","","groupware","expert-opinion","1996","email_as_existing_backbone","Electronic mail already ties worldwide companies together.","high","expert-opinion","slide 5 notes","Positioned as proof that collaboration had already started with messaging."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-012","1996-oracle-interoffice-workgroup-collab-4e68a3","","workflow-software","expert-opinion","1996","workflow_automation_benefit","Workflow can automate routine processes, remove unnecessary steps, and offset reduced clerical support.","high","expert-opinion","slide 5 notes","Notes connect workflow to fewer secretaries, self-adapting processes, and reengineering."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-013","1996-oracle-interoffice-workgroup-collab-4e68a3","","groupware","expert-opinion","1996","geographic_dispersion_driver","Geographically dispersed enterprises create persistent demand for better collaboration.","high","industry-analysis","slide 7","Dispersion is framed as a global business driver for collaboration investment."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-014","1996-oracle-interoffice-workgroup-collab-4e68a3","","groupware","expert-opinion","1996","cycle_time_pressure_driver","Cycle-time pressure pushes firms toward virtual organizations and round-the-clock project teams.","high","industry-analysis","slide 7","Speaker notes mention global 24x7 development as a concrete expression of this pressure."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-015","1996-oracle-interoffice-workgroup-collab-4e68a3","","groupware","expert-opinion","1996","knowledge_as_competitive_tool","Leveraging organizational knowledge is becoming a competitive weapon.","high","industry-analysis","slide 7","Kastner treats knowledge-sharing as a strategic outcome of collaboration systems."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-016","1996-oracle-interoffice-workgroup-collab-4e68a3","intel-corporation","groupware","expert-opinion","1996","andy_grove_speed_quote","There will be two types of organizations in the future: the quick and the dead.","high","expert-opinion","slide 8","Used to support collaboration as a differentiator for responsiveness and time to market."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-017","1996-oracle-interoffice-workgroup-collab-4e68a3","cisco-systems","groupware","market-data","1996","customer_support_calls_eliminated","25,000 calls eliminated","medium","industry-analysis","slide 8 notes","Cisco is cited as an example of better customer support enabled by collaboration."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-018","1996-oracle-interoffice-workgroup-collab-4e68a3","","groupware","expert-opinion","1996","outward_collaboration_scope","Future groupware systems must look outward to customers, suppliers, and even competitors rather than only inward to a workgroup.","high","expert-opinion","slide 12","This is one of the deck's central strategic claims."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-019","1996-oracle-interoffice-workgroup-collab-4e68a3","","internet-web","expert-opinion","1996","internet_as_collaboration_backbone","The Internet will expand collaboration outside the enterprise and become the backbone for worldwide collaboration.","high","expert-opinion","slide 12 and slide 21 notes","Presented as a once-in-a-generation opportunity rather than temporary hype."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-020","1996-oracle-interoffice-workgroup-collab-4e68a3","aberdeen-group","groupware","expert-opinion","1996","strategy_must_be_enterprise_led","An enterprise groupware strategy cannot come from the IT department alone and requires senior-management direction.","high","expert-opinion","slide 13 notes","Kastner links collaboration planning to business reengineering rather than isolated tool deployment."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-021","1996-oracle-interoffice-workgroup-collab-4e68a3","ibm-corporation","groupware","expert-opinion","1996","email_first_step","Electronic mail is the logical first step in collaboration rollout, and top executives should use it first; IBM is cited as an example.","medium","expert-opinion","slide 13 and notes","The recommendation treats email adoption as the equalizer that normalizes broader collaboration use."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-022","1996-oracle-interoffice-workgroup-collab-4e68a3","","groupware","expert-opinion","1996","infrastructure_over_point_solution","Groupware is a starting point for applications rather than the finish line, so infrastructure is a better long-term investment than a workgroup-only point solution.","high","expert-opinion","slide 13","The notes compare buying groupware to buying programming tools rather than end-state applications."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-023","1996-oracle-interoffice-workgroup-collab-4e68a3","","groupware","technology-assessment","1996","evaluation_requirements","Key requirements are scalability, platform and network breadth, open standards, internet awareness, and application extensibility.","high","technology-assessment","slide 14 and notes","These requirements are framed as enterprise safeguards for future growth and heterogeneous environments."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-024","1996-oracle-interoffice-workgroup-collab-4e68a3","delta-air-lines","groupware","market-data","1996","best_practice_use_case","Used collaboration to extend management and control across widely separated sites.","medium","industry-analysis","slide 15 notes","Delta appears in the deck as an organizationally sophisticated exemplar."
"1996-oracle-interoffice-workgroup-collab-4e68a3-OBS-025","1996-oracle-interoffice-workgroup-collab-4e68a3","lufthansa","groupware","market-data","1996","best_practice_use_case","Used collaboration to extend management and control across widely separated sites.","medium","industry-analysis","slide 15 notes","Lufthansa is paired with Delta in the same best-practice category."
