"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","sars-puts-an-end-to-business-as-usual-in-6b0471","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","sars-puts-an-end-to-business-as-usual-in-6b0471","EVP / chief research officer / research VP; various titles 1988-2007"
"intel-corporation","Intel Corporation","company","semiconductor","active","","1968-present","sars-puts-an-end-to-business-as-usual-in-6b0471","Leading x86 CPU manufacturer"
"hewlett-packard","Hewlett-Packard Company","company","PC-manufacturing","split","HP Inc. + Hewlett Packard Enterprise (2015)","1939-2015","sars-puts-an-end-to-business-as-usual-in-6b0471","Original HP company"
"amd","Advanced Micro Devices, Inc.","company","semiconductor","active","","1969-present","sars-puts-an-end-to-business-as-usual-in-6b0471","x86 and more recently GPU competitor to Intel"
"sun-microsystems","Sun Microsystems, Inc.","company","computer-systems","acquired","Oracle Corporation (2010)","1982-2010","sars-puts-an-end-to-business-as-usual-in-6b0471","UNIX workstation/server/SPARC/Java company"
"russ-craig-aberdeen","Russ Craig","person","industry-analyst","unknown","","","sars-puts-an-end-to-business-as-usual-in-6b0471","Aberdeen Group analyst; SARS report co-author with Kastner [REVIEW]"
"acer-inc","Acer Inc.","company","PC-manufacturing","active","","1976-present","sars-puts-an-end-to-business-as-usual-in-6b0471","Taiwanese PC manufacturer; later acquired Gateway 2007 and Packard Bell 2008"
"gartner-inc","Gartner, Inc.","firm","industry-analyst","active","","1979-present","sars-puts-an-end-to-business-as-usual-in-6b0471","Leading global IT analyst firm; competitor to Aberdeen"
"who-world-health-organization","World Health Organization","institution","public-health","active","","1948-present","sars-puts-an-end-to-business-as-usual-in-6b0471","WHO declared SARS a global health threat in March 2003"
"guangdong-province","Guangdong Province, China","institution","government-region","active","","","sars-puts-an-end-to-business-as-usual-in-6b0471","South China manufacturing hub; SARS origin; home to much of China electronics and IT hardware industry"
"idg-news-service","IDG News Service","firm","news-media","active","","1982-present","sars-puts-an-end-to-business-as-usual-in-6b0471","International Data Group news service supplying IDG publications globally"
