"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-001","sars-puts-an-end-to-business-as-usual-in-6b0471","peter-s-kastner","sars-outbreak-2003","expert-opinion","2003","Schedule slippage minimum","At a minimum, the SARS epidemic will cause schedule slippages and disrupt the aggressive growth plans that global electronics companies have for the affected geographies.","high","ingest-extraction","industry-analysis","p1","Co-authored Aberdeen report (Craig + Kastner) quoted in Computerworld",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-002","sars-puts-an-end-to-business-as-usual-in-6b0471","russ-craig-aberdeen","sars-outbreak-2003","expert-opinion","2003","Worst-case supply-chain","Worst case, it could result in major supply-chain disruptions and another downdraft for an already challenged industry.","high","ingest-extraction","industry-analysis","p1","Co-authored Aberdeen report (Craig + Kastner)",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-003","sars-puts-an-end-to-business-as-usual-in-6b0471","peter-s-kastner","","expert-opinion","2003","PRC deceit will not be forgotten","The PRC has not been forthcoming about the situation, and until recently claimed that the outbreak had been contained. The deceit of the PRC government in hiding what has become a serious global health threat will not be quickly forgotten.","high","ingest-extraction","industry-analysis","p1","Geopolitical trust observation in Aberdeen report",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-004","sars-puts-an-end-to-business-as-usual-in-6b0471","peter-s-kastner","","expert-opinion","2003","Investor suspicion will take years","A new level of suspicion by investors of the government's ability to protect investments will take years to dispel. After all, low-cost manufacturing and disrupted supply are oil and water in a just-in-time world.","high","ingest-extraction","industry-analysis","p1","Multi-year investor-trust forecast",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-005","sars-puts-an-end-to-business-as-usual-in-6b0471","who-world-health-organization","sars-outbreak-2003","market-data","2003","WHO Apr 1 case count","1,804 worldwide cases and 62 deaths as of April 1, 2003; 182 new cases and 4 new deaths in the prior 24 hours.","high","ingest-extraction","press-release","p1","WHO official statistics",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-006","sars-puts-an-end-to-business-as-usual-in-6b0471","","sars-outbreak-2003","market-data","2003","Hong Kong 155 new cases","Hong Kong showed the greatest increase with 155 new cases reported and 3 deaths between March 31 and April 1.","high","ingest-extraction","press-release","p1","WHO data",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-007","sars-puts-an-end-to-business-as-usual-in-6b0471","","sars-outbreak-2003","market-data","2003","China 806 total cases","China had the largest reported number of SARS cases with 806 diagnosed and 34 deaths per WHO; Hong Kong had 685 cases and 16 deaths.","high","ingest-extraction","press-release","p1","WHO official statistics",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-008","sars-puts-an-end-to-business-as-usual-in-6b0471","sun-microsystems","sars-outbreak-2003","market-data","2003","SunNetwork 2003 Shanghai cancelled","Sun Microsystems indefinitely postponed its SunNetwork 2003 conference originally scheduled for Shanghai April 8-9, 2003, citing health concerns.","high","ingest-extraction","press-release","p1","Corporate travel/event response",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-009","sars-puts-an-end-to-business-as-usual-in-6b0471","intel-corporation","sars-outbreak-2003","market-data","2003","Intel IDF Taipei and Beijing cancelled","Intel cancelled its Intel Developer Forum (IDF) conferences in Taipei and Beijing; CEO Craig Barrett had been scheduled to keynote Taipei. IDF Tokyo and IDF Bangalore proceeded as planned.","high","ingest-extraction","press-release","p1","CEO travel cancelled",""
"sars-puts-an-end-to-business-as-usual-in-6b0471-OBS-010","sars-puts-an-end-to-business-as-usual-in-6b0471","","global-it-supply-chain","actual-outcome","2022","CHIPS Act and reshoring","Through 2022 (CHIPS Act, ongoing US-China trade tensions) and 2025-2026 (continued tariff and decoupling measures), investor suspicion of PRC supply-chain concentration has remained elevated — directly validating Kastner & Craig's 'years to dispel' forecast.","verified","web-source","industry-consensus","backfill","Backfill",""
