entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
aberdeen-group,Aberdeen Group,firm,IT-research,acquired,Harte-Hanks 2006,1988-present,nti-11-distributed-midrange-servers-1993-dedd19,Publisher and author of the NTI series
peter-s-kastner,Peter S. Kastner,person,IT-research,active,,1989-present,nti-11-distributed-midrange-servers-1993-dedd19,"Co-author, Aberdeen Group analyst"
john-logan,John Logan,person,IT-research,unknown,,1990s,nti-11-distributed-midrange-servers-1993-dedd19,"Co-author, Aberdeen Group analyst"
thomas-willmott,Thomas Willmott,person,IT-research,unknown,,1990s,nti-11-distributed-midrange-servers-1993-dedd19,"Co-author, Aberdeen Group analyst"
hewlett-packard,Hewlett-Packard,company,IT-hardware,active,HP Inc./HPE 2015,1939-present,nti-11-distributed-midrange-servers-1993-dedd19,Dominant revenue supplier of midrange servers for new enterprise applications; RISC + advanced Unix OS
ncr,NCR Corporation,company,IT-hardware,split,Split into NCR Voyix (digital commerce) and NCR Atleos (ATMs) in October 2023,1884-present,nti-11-distributed-midrange-servers-1993-dedd19,Market leader for multiuser Intel/Unix midrange servers; Intel 80X86 in innovative multiprocessing
unisys,Unisys Corporation,company,IT-hardware,active,,1986-present,nti-11-distributed-midrange-servers-1993-dedd19,A-7 and A-11 modified to act as communications/data hub for distributed midrange; A-Series evolution strategy
compaq,Compaq Computer Corporation,company,IT-hardware,acquired,HP 2002,1982-2002,nti-11-distributed-midrange-servers-1993-dedd19,Selling midrange servers based on SCO Unix at $280M/year rate; entering from low-end
digital-equipment-corporation,Digital Equipment Corporation (DEC),company,IT-hardware,acquired,Compaq 1998,1957-1998,nti-11-distributed-midrange-servers-1993-dedd19,"VAX/VMS pioneer; DECnet, VAXcluster; Alpha hardware and OpenVMS; unable to win major new accounts while in transition"
ibm,IBM,company,IT-hardware-software,active,,1911-present,nti-11-distributed-midrange-servers-1993-dedd19,ES/9000 mainframe; absent from supplier review as not setting industry-unique agenda; suggested to emulate Unisys A-Series strategy
sun-microsystems,Sun Microsystems,company,IT-hardware,acquired,Oracle 2010,1982-2010,nti-11-distributed-midrange-servers-1993-dedd19,"Absent from supplier review; following leaders, not setting unique agenda in 1993"
oracle,Oracle Corporation,company,enterprise-software,active,,1977-present,nti-11-distributed-midrange-servers-1993-dedd19,Most comprehensive independent RDBMS supplier including integrated applications; providing software glue
sybase,"Sybase, Inc.",company,enterprise-software,acquired,SAP 2010,1984-2010,nti-11-distributed-midrange-servers-1993-dedd19,Have-it-your-way Unix-based RDBMS tools; providing software glue
informix,Informix Corporation,company,enterprise-software,acquired,IBM 2001,1980-2001,nti-11-distributed-midrange-servers-1993-dedd19,Champion of low-cost Unix-based midrange server computing; providing software glue
ingres,Ingres (ASK Group),company,enterprise-software,acquired,ASK Group (1990) -> Computer Associates (1994) -> spun off as Ingres Corp (2005) -> renamed Actian (2011) -> HCL Technologies (2021),1980-present,nti-11-distributed-midrange-servers-1993-dedd19,Leads with 4GL + midrange DB for complex apps and client-server interoperability
software-ag,Software AG,company,enterprise-software,active,,1969-present,nti-11-distributed-midrange-servers-1993-dedd19,Provides industry's smoothest transition from mainframe to midrange servers
transarc,Transarc Corporation,company,software,acquired,IBM (acquired 1994); became IBM Pittsburgh Lab (2001); lab closed 2002,1987-1994,nti-11-distributed-midrange-servers-1993-dedd19,Providing Encina transaction monitor; target platform: midrange OS; acquired by IBM 1994
usl,Unix System Laboratories (USL),company,software,acquired,Novell (acquired USL from AT&T 1993 for ~$300M); Unix rights transferred to X/Open (1994),1990-1993,nti-11-distributed-midrange-servers-1993-dedd19,Providing Tuxedo transaction monitor; became division of Novell after Novell acquisition 1993
novell,"Novell, Inc.",company,software,acquired,Attachmate (2011 for $2.2B) -> Micro Focus (2014) -> OpenText (2023),1983-present,nti-11-distributed-midrange-servers-1993-dedd19,USL (Tuxedo) became Novell division; NetWare NLMs attempting to develop multiuser OS on Intel x86
microsoft,Microsoft Corporation,company,software,active,,1975-present,nti-11-distributed-midrange-servers-1993-dedd19,Windows/NT Server falling short of enterprise production requirements; may change within 2-3 years
osf,Open Software Foundation (OSF),institution,IT-standards,merged,Merged with X/Open to form The Open Group (1996),1988-1996,nti-11-distributed-midrange-servers-1993-dedd19,OSF DCE (Distributed Computing Environment) emerging as future network protocol standard
sco,The Santa Cruz Operation (SCO),company,software,renamed,"Same as santa-cruz-operation: Caldera acquired Unix assets (2001), renamed itself SCO Group (infamous Linux lawsuit)",1979-2001,nti-11-distributed-midrange-servers-1993-dedd19,SCO Unix attempting to develop multiuser OS on Intel x86 for midrange; Compaq using SCO Unix
