"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"nvidia-personal-cinema","nVidia Personal Cinema 1.0","platform","NVIDIA","2001-2004","emerging","discontinued","nvidia-personal-cinema-lab-report-2002","Consumer video kit"
"nvidia-geforce2-mx-400","nVidia GeForce2 MX 400","platform","NVIDIA","2000-2004","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002","Compro OEM card"
"ati-radeon-32-ddr","ATI Radeon 32 DDR","platform","ATI","2000-2004","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002","Card uninstalled for swap"
"intel-pentium-4","Intel Pentium 4","platform","Intel","2000-2008","mainstream","legacy","nvidia-personal-cinema-lab-report-2002","1.4 GHz lab PC"
"rdram","RDRAM","platform","Rambus","2000-2005","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002","384 MB in lab PC"
"windows-xp","Windows XP","platform","Microsoft","2001-2014","mainstream","legacy","nvidia-personal-cinema-lab-report-2002",""
"windvd","InterVideo WinDVD","application","InterVideo","1999-2014","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002",""
"windvr","InterVideo WinDVR","application","InterVideo","2001-2014","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002",""
"microsoft-movie-maker","Microsoft Movie Maker","application","Microsoft","2000-2017","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002",""
"ulead-videowave","Ulead Video Wave 4","application","Ulead","2001-2007","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002",""
"pc-friendly","PCfriendly DVD software","application","","2000-2004","mainstream","discontinued","nvidia-personal-cinema-lab-report-2002","Interop conflict with WinDVD"
"vivo-breakout-box","VIVO (Video-In/Video-Out) breakout box","platform","","2000-2005","emerging","discontinued","nvidia-personal-cinema-lab-report-2002",""
"agp-4x","AGP 4x","protocol","","1998-2004","mainstream","obsolete","nvidia-personal-cinema-lab-report-2002",""
"s-video","S-Video","protocol","","1987-2008","mainstream","legacy","nvidia-personal-cinema-lab-report-2002",""
