"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"data-mining","Data Mining","Analytics Discipline","Multiple","1990s-present","emerging","mainstream","1997-data-mining-buying-guide-71e463","Data mining rebranded as machine learning and predictive analytics; now dominant enterprise discipline"
"windows-nt","Decision Trees","Algorithm","Multiple","1960s-present","mainstream","dominant","1997-data-mining-buying-guide-71e463","Decision trees remain widely used; Random Forest and Gradient Boosting (XGBoost) are major extensions"
"corba-common-object-request-broker-architecture","Neural Networks","Algorithm","Multiple","1940s-present","emerging","dominant","1997-data-mining-buying-guide-71e463","Neural networks became deep learning; transformer models and LLMs are current dominant form (2023+)"
"metadata-management","Association Rules","Algorithm","Multiple","1990s-present","emerging","mainstream","1997-data-mining-buying-guide-71e463","Association rules (Apriori algorithm) still used in recommendation systems and market basket analysis"
"massively-parallel-processing","Massively Parallel Processing","Computing Architecture","Multiple","1985-present","mainstream","evolved","1997-data-mining-buying-guide-71e463","MMP evolved; modern distributed computing (Spark, Ray) is the successor architecture"
"sun-ultrasparc","Parallel Computing for Data Mining","Technology","Multiple","1995-present","emerging","dominant","1997-data-mining-buying-guide-71e463","Parallelism became standard in ML training; GPU computing (NVIDIA CUDA) now primary parallel compute for ML"
"db2","Commercial Data Mining Platforms","Enterprise Software","Multiple","1995-2010","emerging","evolved","1997-data-mining-buying-guide-71e463","Commercial data mining platforms evolved into AutoML and cloud ML services (AWS SageMaker, Azure ML, GCP Vertex)"
"predictive-analytics","Predictive Analytics","Analytics Discipline","Multiple","1990s-present","emerging","dominant","1997-data-mining-buying-guide-71e463","Predictive analytics became standard business practice across financial services, retail, telecom"
"business-intelligence","Clustering Algorithms","Algorithm","Multiple","1960s-present","mainstream","dominant","1997-data-mining-buying-guide-71e463","K-means and other clustering algorithms remain widely used; deep learning-based clustering extended"
"groupware","Customer Behavior Analysis","Business Application","Multiple","1990s-present","emerging","dominant","1997-data-mining-buying-guide-71e463","Customer behavior/churn analysis became standard; powers subscription businesses and e-commerce globally"
