"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","technology research / analyst firm","acquired","Harte-Hanks (2006); later Ziff-Davis","1990-2006","volume-1-ch08-aberdeen-go-go-years-1998-2006","Founded as a partnership; scaled to 150 analysts by 2001; sold to Harte-Hanks in October 2006 for $42M; brand eventually absorbed by Ziff-Davis."
"peter-s-kastner","Peter S. Kastner","person","technology research","active","","1988-2007","volume-1-ch08-aberdeen-go-go-years-1998-2006","Co-founder of Aberdeen Group; shifted role from direct client delivery to research strategy and analyst development; kept Intel as retainer during 2003-2006 transition; returned in 2006 to drive SOA research; departed mid-2007 after completing nine SOA studies."
"harte-hanks","Harte-Hanks","company","marketing services / CRM","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Acquired Aberdeen Group in October 2006 for $42 million; served CMOs and marketing directors; owned a database of 4,500 US IT decision-makers; strategic fit with Aberdeen's technical research was weak."
"ernst-young","Ernst & Young","firm","professional services / audit","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Audited Aberdeen Group's financial statements through fiscal year 2002-2003."
"bdo-seidman","BDO Seidman","firm","professional services / audit","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Audited Aberdeen Group's financial statements from 2004 through 2006 (at time of Harte-Hanks acquisition)."
"jamie-bedard","Jamie Bedard","person","technology research management","unknown","","2002-2006","volume-1-ch08-aberdeen-go-go-years-1998-2006","Became Aberdeen Group CEO in mid-2002; priorities were operational excellence, research productization, sales force professionalization, and financial discipline; restructured Aberdeen's business model 2003-2006."
"tom-willmott","Tom Willmott","person","technology research management","unknown","","1990-2003","volume-1-ch08-aberdeen-go-go-years-1998-2006","Aberdeen Group's operational leader through the partnership era and early growth phase; remained in strategic advisory capacity after Bedard transition."
"intel","Intel","company","semiconductors","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Kastner retained Intel as a retainer client during the 2003-2006 period when he stepped aside from Aberdeen leadership; returned to Aberdeen in 2006 to drive SOA research."
"ibm","IBM","company","enterprise technology","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Named among the major vendors promoting SOA platforms with full-page trade press campaigns by 2004-2005."
"oracle","Oracle","company","enterprise software","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Named among the major vendors promoting SOA platforms by 2004-2005."
"microsoft","Microsoft","company","enterprise software","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Named among the major vendors promoting SOA platforms with full-page trade press campaigns by 2004-2005."
"bea-systems","BEA Systems","company","enterprise middleware","acquired","Oracle (acquired 2008)","1995-2008","volume-1-ch08-aberdeen-go-go-years-1998-2006","Named among the major vendors promoting SOA platforms by 2004-2005."
"sap","SAP","company","enterprise software / ERP","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Named among the major vendors promoting SOA platforms with full-page trade press campaigns by 2004-2005."
"salesforce-com","Salesforce.com","company","enterprise SaaS / CRM","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Cited by Kastner as the embodiment of the consumerization-of-IT thesis: consumer-grade interfaces, elimination of complex installation."
"jboss","JBoss","company","open-source middleware","acquired","Red Hat (acquired 2006)","1999-2006","volume-1-ch08-aberdeen-go-go-years-1998-2006","Named as an example of open-source adoption in enterprise middleware, confirming Kastner's early-2000s prediction."
"nasdaq-stock-market","NASDAQ","institution","financial markets","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","NASDAQ peaked in March 2000; used as the canonical marker for the dot-com bubble peak coinciding with Aberdeen's revenue peak."
"ziff-davis","Ziff-Davis","company","technology media / publishing","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Eventual owner of the Aberdeen brand as of 2026, following the Harte-Hanks acquisition chain."
"apache-software-foundation","Apache Software Foundation","institution","open-source software","active","","","volume-1-ch08-aberdeen-go-go-years-1998-2006","Apache cited as an example of open-source internet infrastructure that Kastner predicted would move into enterprise applications and middleware."
