"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-001","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","personal-recollection","1998","Aberdeen venture capital transformation trigger","Venture capital infusion transformed Aberdeen from partnership to growth-mandated corporation; question shifted from sustainable profitability to exit speed.","high","MC-OH","The Transformation: From Partnership to Corporation",""
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-002","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","1997","Analyst headcount 1997","~30 analysts (partnership model)","high","MC-IA","The Transformation: From Partnership to Corporation — headcount table",""
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-003","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2000","Analyst headcount 2000","~120 analysts (peak of internet boom)","high","MC-IA","The Transformation: From Partnership to Corporation — headcount table",""
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-004","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2001","Analyst headcount 2001 (maximum scale)","~150 analysts (maximum scale, just before the crash)","high","MC-IA","The Transformation: From Partnership to Corporation — headcount table",""
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-005","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2003","Analyst headcount 2003 (post-crash)","~40 analysts (post-crash consolidation)","high","MC-IA","The Transformation: From Partnership to Corporation — headcount table",""
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-006","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2006","Analyst headcount 2006 (pre-acquisition)","~19 analysts (recovered, positioned for exit)","high","MC-IA","The Transformation: From Partnership to Corporation — headcount table",""
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-007","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","1997","Revenue 1997","$7,218,357","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-008","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","1997","Net profit/(loss) 1997","($132,090)","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-009","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","1998","Revenue 1998","$9,353,282","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-010","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","1998","Net profit/(loss) 1998","($551,712)","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-011","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","1999","Revenue 1999","$14,103,430","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-012","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","1999","Net profit/(loss) 1999","$732,472","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-013","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2000","Revenue 2000 (peak year)","$20,691,445","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young; peak revenue year"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-014","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2000","Net profit/(loss) 2000","$6,140","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young; near-zero profit despite peak revenue"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-015","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2001","Revenue 2001","$14,900,607","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-016","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2001","Net profit/(loss) 2001","($3,233,819)","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-017","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2002","Revenue 2002","$9,380,528","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young; hurt by 9/11 aftermath"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-018","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2002","Net profit/(loss) 2002","($1,340,556)","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
"volume-1-ch08-aberdeen-go-go-years-1998-2006-OBS-019","volume-1-ch08-aberdeen-go-go-years-1998-2006","aberdeen-group","","market-data","2003","Revenue 2003","$6,468,691","high","MC-IA","Revenue and net profit table (audited)","Audited by Ernst & Young"
