"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"atom","Intel Atom","microprocessor","intel","2008-2016","growth","discontinued","2010-intel-ia-continuum-wp-1-2-67225e","Low-power IA processor for CE, netbooks, smartphones. Moorestown (2010), Medfield (2012). Failed in smartphones; discontinued for mobile by 2016."
"core-i3","Intel Core i3","microprocessor","intel","2010-present","emerging","mature","2010-intel-ia-continuum-wp-1-2-67225e","Entry-level desktop/notebook processor. Clarkdale family introduced Jan 2010."
"core-i5","Intel Core i5","microprocessor","intel","2009-present","growth","mature","2010-intel-ia-continuum-wp-1-2-67225e","Mid-range desktop/notebook processor."
"core-i7","Intel Core i7","microprocessor","intel","2008-present","growth","mature","2010-intel-ia-continuum-wp-1-2-67225e","High-end consumer processor. Core i7-980x delivered 20 GHz over 6 cores (12 threads) at time of writing."
"xeon","Intel Xeon","microprocessor","intel","1998-present","mature","mature","2010-intel-ia-continuum-wp-1-2-67225e","Server/workstation processor family. Variants for datacenter, storage (Jasper Forest), communications."
"itanium","Intel Itanium","microprocessor","intel","2001-2021","mature","discontinued","2010-intel-ia-continuum-wp-1-2-67225e","Non-IA mission-critical processor. Not instruction-compatible with Xeon. RAS features migrated to Xeon. Last Itanium 9700 shipped 2021."
"moblin","Moblin (Mobile Linux)","operating-system","intel","2007-2010","growth","discontinued","2010-intel-ia-continuum-wp-1-2-67225e","Intel-led mobile Linux distribution for CE/netbooks. Merged with Nokia MeeGo in Feb 2010. Ultimately superseded by Tizen."
"meego","MeeGo","operating-system","intel, nokia","2010-2012","emerging","discontinued","2010-intel-ia-continuum-wp-1-2-67225e","Merger of Intel Moblin and Nokia Maemo. Only one phone shipped (Nokia N9). Succeeded by Tizen (Samsung/Intel) and Sailfish OS (Jolla)."
"wifi","Wi-Fi (IEEE 802.11)","networking","industry-standard","1997-present","mature","mature","2010-intel-ia-continuum-wp-1-2-67225e","Intel invested hundreds of millions in 2003-2005 to accelerate WiFi infrastructure adoption globally."
"pci-express","PCI Express","interconnect","industry-standard","2003-present","mature","mature","2010-intel-ia-continuum-wp-1-2-67225e","High-speed serial interconnect standard. Implicit in datacenter/server architecture discussion."
"larrabee","Intel Larrabee","gpu-compute","intel","2006-2010","development","cancelled","2010-intel-ia-continuum-wp-1-2-67225e","Many-core IA GPU project. Redirected from discrete graphics to HPC in 2009. Cancelled as product; technology evolved into Xeon Phi (Knights Corner/Landing)."
"terascale","Intel Terascale","research-prototype","intel","2006-2012","development","discontinued","2010-intel-ia-continuum-wp-1-2-67225e","R&D project for many-core IA chips. 48-core prototype demonstrated Dec 2009. Technology concepts fed into Xeon Phi."
"nehalem-ex","Intel Nehalem-EX (Xeon 7500)","microprocessor","intel","2010-2012","emerging","discontinued","2010-intel-ia-continuum-wp-1-2-67225e","High-end Xeon with Itanium-derived RAS features. Shared common I/O chipset with Itanium."
"westmere","Intel Westmere (32nm)","microarchitecture","intel","2010-2012","emerging","discontinued","2010-intel-ia-continuum-wp-1-2-67225e","32nm shrink of Nehalem architecture (tick in tick-tock). Introduced Jan 2010 with Clarkdale (desktop) and Arrandale (notebook)."
"vpro","Intel vPro","platform-technology","intel","2006-present","growth","mature","2010-intel-ia-continuum-wp-1-2-67225e","Enterprise management and security platform. Fortune 500 adoption underway; next target was SMB market."
"ssd","Solid State Drive (SSD)","storage","intel","2008-present","emerging","mature","2010-intel-ia-continuum-wp-1-2-67225e","Intel investing to be leader in enterprise and consumer SSDs. Paper predicted rapid datacenter adoption by mid-decade."
"infiniband","InfiniBand","interconnect","industry-standard","2000-present","growth","mature","2010-intel-ia-continuum-wp-1-2-67225e","High-performance interconnect for HPC clusters. Implicit in Intel's Top 500 supercomputer dominance discussion."
"cloud-computing","Cloud Computing","architecture-paradigm","industry-wide","2006-present","emerging","mature","2010-intel-ia-continuum-wp-1-2-67225e","Paper describes cloud as 'big hype trend' with hazy definitions but real merit. Salesforce.com cited as example. Intel extending Xeon to support massive cloud workloads."
