"code_id","code_type","label","definition"
"product-demo","methodology_code","Product Demo","Findings based on direct product demonstration evaluation"
"vendor-statement","obs_type","Vendor Statement","Direct quote or paraphrase of a vendor's stated strategy or goal"
"analyst-expert","methodology_code","Analyst Expert","Aberdeen analyst expert opinion or market assessment"
"web-research","observation_type","Web Research","Outcome determined through post-hoc web research and secondary sources"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"benchmark-result","observation_type","Benchmark Result","Quantitative or time-based measurement from testing; a specific metric value obtained through direct measurement or structured evaluation"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"expert-opinion","observation_type","Expert Opinion","Observation records an analyst judgment, interpretation, or recommendation that goes beyond raw data to offer evaluative conclusions"
