"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-001","aberdeen-1996-unisys-clearpath-smp-servers","unisys","clearpath-smp","strategy-classification","1996","Unisys 'full-service supplier' strategy","Unisys positions as 'one-stop-shop': hardware + OS + middleware + integration services to relieve MIS complexity burden","high","ingest-extraction","competitive-profiling","Preface/Market Position","Core Unisys differentiator vs best-of-breed open systems approach"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-002","aberdeen-1996-unisys-clearpath-smp-servers","unisys","","strategy-classification","1995","Unisys 1995 reorganization","Unisys reorganized 1995 into 3 groups: Global Customer Service Group, Information Service Group, Computer Systems Group","high","ingest-extraction","document-review","Market Position","Computer Systems Group includes Enterprise Server Division responsible for ClearPath SMP"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-003","aberdeen-1996-unisys-clearpath-smp-servers","unisys","clearpath-smp","strategy-classification","1996","Mission shift: systems-centric to solution-centric","Since 1994 Aberdeen profile, Unisys mission evolved from systems-centric to solution-centric enterprise computing","high","ingest-extraction","industry-analysis","Market Position","Aberdeen tracks evolution from prior 1994 profile"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-004","aberdeen-1996-unisys-clearpath-smp-servers","unisys","clearpath-smp","market-data","1996","SMP server launch timeline","SMP5200 (workgroup): April 1996, 1-2 processors, 100/133 MHz; SMP5400 (departmental): April 1996, up to 4 processors; SMP6400: H2 1996, 166/200 MHz Pentium Pro","high","ingest-extraction","document-review","Server Products","Complete 1996 server launch schedule from Aberdeen Profile"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-005","aberdeen-1996-unisys-clearpath-smp-servers","unisys","clearpath-smp","market-data","1996","SMP5200 configuration limits","SMP5200: 256 MB memory, 24 GB disk capacity; suitable for resource-hungry workgroup applications","high","ingest-extraction","document-review","Entry-Level Servers","Maximum configuration at launch"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-006","aberdeen-1996-unisys-clearpath-smp-servers","unisys","scm-backplane","market-data","1996","SMP61000 initial configuration","SMP61000: up to 10 processors at 150 MHz (200 MHz Pentium Pro in Q3); up to 4 GB RAM initially, 8 GB by year-end; 7 PCI + 5 EISA slots","high","ingest-extraction","document-review","Mid-to-Large Range Servers","SMP61000 replacing U6000/550 and /580 series"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-007","aberdeen-1996-unisys-clearpath-smp-servers","unisys","scm-backplane","market-data","1996","SCM bus performance","SCM (Synchronous Coherent Memory) passive backplane: 64-bit, 533 MBps; up to 24 processors expected by year-end upgrade","high","ingest-extraction","document-review","Mid-to-Large Range Servers","Proprietary architecture enabling processor board mixing at different speeds"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-008","aberdeen-1996-unisys-clearpath-smp-servers","unisys","clearpath-smp","technology-assessment","1996","ClearPath SMP high-availability features","SMP5400/6400: dual PCI bus, large memory, internal RAID (0,1,5); SMP61000: 6 hot-swappable disks, redundant power supplies","high","ingest-extraction","document-review","Entry/Mid-Range Servers","RAS (Reliability, Availability, Security) features throughout product line"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-009","aberdeen-1996-unisys-clearpath-smp-servers","unisys","svr4-unix","technology-assessment","1996","Unisys OS transition: SVR4/MP to UnixWare","Unisys transitioning from proprietary SVR4/MP Unix to SCO-consortium UnixWare 2.1 across server line in 1996","high","ingest-extraction","industry-analysis","Entry-Level Servers","OS transition signals Unisys commitment to open standards Unix"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-010","aberdeen-1996-unisys-clearpath-smp-servers","unisys","opus","technology-assessment","1996","OPUS MPP offering","OPUS: 8-128 Pentium processors; SVR4 Unix with Chorus microkernel; developed with Intel; suited for highest-performance requirements","high","ingest-extraction","document-review","High-End Servers","Unisys's MPP solution at the extreme high end; Intel co-development"
"aberdeen-1996-unisys-clearpath-smp-servers-OBS-011","aberdeen-1996-unisys-clearpath-smp-servers","unisys","veritas-vx-reliant","technology-assessment","1996","Clustering capability and uptime","Veritas Vx Reliant: cluster 2-4 SMP nodes; 99.9% to 99.999% uptime; optional distributed lock manager for Oracle Parallel Server","high","ingest-extraction","document-review","High-End Servers","Based on Pyramid Technology Reliant software; failure handling between 4 nodes"
