"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"TECH-ATM-001","ATM (Asynchronous Transfer Mode) Switching","Network Protocol/Switching","Multiple","1990s","Emerging/Peak","Largely Obsolete","1997-nortel--transforming-business-by-po-3edae6","Central to Nortel's multimedia vision. ATM was eventually displaced by Ethernet/MPLS/IP for enterprise networking. Nortel's ATM focus was a strategic risk."
"TECH-MAG-ATM","Magellan ATM Switches (Vector/Concorde/Passport)","Networking Hardware","Nortel","1990s","Emerging/Growing","Obsolete","1997-nortel--transforming-business-by-po-3edae6","Nortel's flagship ATM switching product line. Claimed #1 in multimedia networking. Passport enabled multimedia voice/data/video; documented customer savings of $435,000/year."
"TECH-MAG-DPN","Magellan DPN Packet Switches","Networking Hardware","Nortel","1990s","Current","Obsolete","1997-nortel--transforming-business-by-po-3edae6","X.25 and TDM packet switches. Popular in traditional WAN deployments."
"TECH-MER-PBX","Meridian 1 PBX","Voice Networking Hardware","Nortel","1970s-1990s","Mature/Market Leader","Legacy (assets to Avaya)","1997-nortel--transforming-business-by-po-3edae6","Nortel's flagship PBX product line for enterprise voice. Became Avaya product after 2009 asset sale."
"TECH-FRM-001","Frame Relay","WAN Protocol","Multiple","1990s","Mainstream","Largely Obsolete","1997-nortel--transforming-business-by-po-3edae6","Standard WAN protocol at time of study. Customer testimonial involved 10-county frame relay network."
"TECH-VPN-001","Virtual Private Network (VPN)","Network Architecture","Multiple","1990s","Emerging","Mature/Standard","1997-nortel--transforming-business-by-po-3edae6","Referenced as a WAN service option. VPN became a mainstream enterprise technology."
"TECH-H320-001","H.320 Multimedia Conferencing","Video Conferencing Standard","ITU/Multiple","1990s","Emerging","Legacy","1997-nortel--transforming-business-by-po-3edae6","ITU standard for videoconferencing over ISDN. Nortel offered H.320 network applications. Superseded by IP-based video (H.323, SIP, WebRTC)."
"TECH-CTI-001","Computer Telephony Integration (CTI)","Application Category","Multiple","1990s","Emerging","Mature","1997-nortel--transforming-business-by-po-3edae6","Integration of telephony with computing. Nortel highlighted CTI as a differentiator. CTI became ubiquitous in call centers."
"TECH-WAN-001","Wide Area Network (WAN)","Network Infrastructure","Multiple","ongoing","Core Infrastructure","Core Infrastructure","1997-nortel--transforming-business-by-po-3edae6","Fundamental enterprise networking concept discussed throughout study."
"TECH-SONET-001","SONET (Synchronous Optical Networking)","Optical Networking Protocol","Multiple","1990s","Mainstream","Legacy (displaced by OTN/DWDM)","1997-nortel--transforming-business-by-po-3edae6","Referenced as providing survivability for six-sigma reliability in Nortel ATM networks."
