"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"tme-10-sm","TME 10 Security Management","application","Tivoli Systems / IBM","1996-2005","emerging","obsolete","1997-tme-10-security-management-8178c6","Evolved into IBM Tivoli Identity Manager (2001) then IBM Security Identity Manager; TME 10 brand retired ~2002"
"tme-10","Tivoli Management Environment (TME)","framework","Tivoli Systems / IBM","1989-2002","mature","obsolete","1997-tme-10-security-management-8178c6","Base management framework; TME brand retired 2002 when Tivoli became IBM Tivoli Software"
"racf","IBM RACF (Resource Access Control Facility)","application","IBM","1976-","mature","active","1997-tme-10-security-management-8178c6","Still active on IBM mainframes (z/OS); long-running mainframe security standard"
"acf2","CA ACF2","application","Computer Associates","1978-","mature","legacy-supported","1997-tme-10-security-management-8178c6","Still available via Broadcom (acquired CA Technologies 2018); legacy mainframe security"
"tacf","Tivoli Access Control Facility (TACF)","application","Tivoli Systems / IBM","1996-2005","emerging","obsolete","1997-tme-10-security-management-8178c6","RACF-style security for Unix; absorbed into IBM Tivoli products; no longer separately marketed"
"dce","Distributed Computing Environment (DCE)","framework","Open Software Foundation","1990-2000","declining","obsolete","1997-tme-10-security-management-8178c6","OSF DCE; essentially obsolete by 2000s; superseded by Kerberos/LDAP/Active Directory"
"kerberos","Kerberos Authentication Protocol","protocol","MIT","1988-","mature","active","1997-tme-10-security-management-8178c6","Still active as core authentication in Active Directory and many enterprise systems"
"windows-nt","Windows NT Server","platform","Microsoft","1993-2003","mature","obsolete","1997-tme-10-security-management-8178c6","Succeeded by Windows 2000 Server and Windows Server 2003+"
"netware","Novell NetWare","platform","Novell","1983-2009","mature","obsolete","1997-tme-10-security-management-8178c6","Novell NetWare market share collapsed after 2000; product EOL 2009; replaced by Active Directory"
"os390","IBM OS/390","platform","IBM","1995-2001","mature","obsolete","1997-tme-10-security-management-8178c6","Superseded by z/OS in 2001; IBM mainframe OS lineage continues"
