"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"sap-r-3-on-wintel-servers-712986-OBS-001","sap-r-3-on-wintel-servers-712986","hewlett-packard","hp-netserver-lx-pro","benchmark-result","1996","SAP SD benchmark — HP NetServer LX Pro / Oracle7 (May 1996)","900 users; 4,544 SAPS; 272,667 dialogue steps/hour; WinNT 3.51; 2,048 MB RAM","high","ingest-extraction","benchmarking","Figure 2","",""
"sap-r-3-on-wintel-servers-712986-OBS-002","sap-r-3-on-wintel-servers-712986","hewlett-packard","hp-netserver-lx-pro","benchmark-result","1996","SAP SD benchmark — HP NetServer LX Pro / SQL Server 6.5 (August 1996)","774 users; 3,900 SAPS; 234,000 dialogue steps/hour; WinNT 4.0; 2,048 MB RAM","high","ingest-extraction","benchmarking","Figure 2","SQL Server 6.5 vs Oracle7 = ~17% fewer users and ~15% lower SAPS",""
"sap-r-3-on-wintel-servers-712986-OBS-003","sap-r-3-on-wintel-servers-712986","data-general","data-general-avion-4900","benchmark-result","1996","SAP SD benchmark — Data General Avion 4900 / Oracle7 (November 1996)","936 users; 4,717 SAPS; 283,000 dialogue steps/hour; WinNT 3.51; 512 MB RAM","high","ingest-extraction","benchmarking","Figure 2","Peak Wintel performer despite only 512MB RAM vs HP's 2048MB",""
"sap-r-3-on-wintel-servers-712986-OBS-004","sap-r-3-on-wintel-servers-712986","sun-microsystems","sun-ultrae6000","benchmark-result","1997","SAP SD benchmark champion — Sun UltraEnterprise 6000 (Unix)","1,800 users; 20-way UltraSPARC 167MHz SMP; 5,632 MB RAM; Oracle7; 9x8-way application servers","high","ingest-extraction","benchmarking","NT or Unix for R/3 section","2x users vs NT/Oracle benchmarks; 20% faster response; 2x throughput; 4-6x cost",""
"sap-r-3-on-wintel-servers-712986-OBS-005","sap-r-3-on-wintel-servers-712986","sap-ag","sap-r3","market-data","1997","SAP R/3 NT installed base",">2,000 SAP systems installed in NT environments as of Q1 1997","high","ingest-extraction","industry-analysis","NT or Unix for R/3 section","More than 24% of SAP total installed base",""
"sap-r-3-on-wintel-servers-712986-OBS-006","sap-r-3-on-wintel-servers-712986","sap-ag","sap-r3","market-data","1996","Percentage of new R/3 licenses on NT in Q4 1996","40% of all new R/3 licenses shipped in Q4 1996 were NT","high","ingest-extraction","industry-analysis","NT or Unix for R/3 section","Dominant choice contradicting conventional mixed NT/Unix wisdom",""
"sap-r-3-on-wintel-servers-712986-OBS-007","sap-r-3-on-wintel-servers-712986","","sap-r3","benchmark-result","1997","SAP SD benchmark SAPS definition","100 SAPS = 2000 order line items fully processed per hour = 6000 dialogue steps + 2400 SAP transactions","high","ingest-extraction","benchmarking","SAP Benchmark Methodology section","Normalization metric for cross-platform comparison",""
"sap-r-3-on-wintel-servers-712986-OBS-008","sap-r-3-on-wintel-servers-712986","","tpc-c","benchmark-result","1997","Wintel vs Unix price-performance ratio (TPC-C)","Wintel with SQL Server: 35-50% of Unix absolute throughput at 1/4 to 1/10 the cost","high","ingest-extraction","benchmarking","Consistency with TPC-C section","Wintel price-performance advantage significant despite absolute performance gap",""
"sap-r-3-on-wintel-servers-712986-OBS-009","sap-r-3-on-wintel-servers-712986","","ms-sql-server-65","benchmark-result","1997","SQL Server vs Oracle7 performance gap for R/3 NT","SQL Server v6.5 achieves within 20% of Oracle7 performance in SAP SD benchmark","high","ingest-extraction","benchmarking","SAP R/3 Benchmark Results section","Aberdeen interprets this as SQL Server viable for mid-range NT deployments",""
"sap-r-3-on-wintel-servers-712986-OBS-010","sap-r-3-on-wintel-servers-712986","","windows-nt","viability-prediction","1997","NT capability trajectory prediction","NT will challenge Unix at all performance levels within next 12-18 months (i.e., by late 1998 / early 1999)","verified","outcome-linkage","industry-analysis","Consistency with TPC-C section","Aberdeen key forward-looking claim",""
