"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"sap-ag","SAP AG","company","enterprise-software","active","","1972-present","sap-r-3-on-wintel-servers-712986","German ERP vendor; renamed SAP SE 2014; R/3 was its flagship product; >2000 NT installations as of Q1 1997; 40% of new Q4 1996 licenses on NT"
"microsoft","Microsoft Corporation","company","software-and-platforms","active","","1975-present","sap-r-3-on-wintel-servers-712986","Windows NT OS vendor; SQL Server 6.5 RDBMS vendor; Wintel platform beneficiary"
"intel","Intel Corporation","company","semiconductor","active","","1968-present","sap-r-3-on-wintel-servers-712986","Pentium Pro 200 MHz processor used in all benchmarked Wintel servers"
"hewlett-packard","Hewlett-Packard Company","company","computing-hardware","merged","HP Inc. / HPE (2015)","1939-2015","sap-r-3-on-wintel-servers-712986","Conducted two SAP SD benchmarks on NetServer LX Pro (May 1996 and August 1996)"
"data-general","Data General Corporation","company","computing-hardware","acquired","EMC Corporation (1999)","1968-1999","sap-r-3-on-wintel-servers-712986","Conducted SAP SD benchmark on Avion 4900 (November 1996); acquired by EMC in 1999"
"oracle","Oracle Corporation","company","enterprise-software","active","","1977-present","sap-r-3-on-wintel-servers-712986","Oracle7 RDBMS used in two Wintel benchmarks; performance leader for R/3-for-NT"
"sun-microsystems","Sun Microsystems","company","computing-hardware","acquired","Oracle Corporation (2010)","1982-2010","sap-r-3-on-wintel-servers-712986","Held SAP SD benchmark record (20-way UltraE6000; 1800 users); acquired by Oracle in 2010"
"baan","Baan Company","company","enterprise-software","acquired","Infor (via SSA 2003)","1978-2003","sap-r-3-on-wintel-servers-712986","Named as competitor in mid-range ERP market; acquired by Invensys 2000 then SSA Global 2003 then Infor"
"peoplesoft","PeopleSoft Inc.","company","enterprise-software","acquired","Oracle Corporation (2005)","1987-2005","sap-r-3-on-wintel-servers-712986","Named as competitor; acquired by Oracle in hostile takeover 2005"
"ssa-gt","SSA GT (System Software Associates)","company","enterprise-software","acquired","Infor (2006)","1981-2006","sap-r-3-on-wintel-servers-712986","Mid-range ERP vendor with AS/400 roots; named as challenged by SAP R/3 for NT"
"jba-international","JBA International","company","enterprise-software","acquired","Geac Computer (1999)","1982-1999","sap-r-3-on-wintel-servers-712986","AS/400-rooted ERP vendor named as challenged by R/3 for NT"
"jd-edwards","J.D. Edwards & Company","company","enterprise-software","acquired","PeopleSoft (2003)","1977-2003","sap-r-3-on-wintel-servers-712986","AS/400-rooted ERP vendor named as slow to commit to NT; acquired by PeopleSoft 2003 then Oracle 2005"
"aberdeen-group","Aberdeen Group","firm","IT-research-and-advisory","acquired","HCL Technologies / Harte-Hanks","1988-2010","sap-r-3-on-wintel-servers-712986","Study author; HQ One Boston Place Boston MA"
