"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"soa-testing","SOA and Web Services Testing","framework","","2000s","emerging","mature","ra-soa-2007-97c147","Primary subject; testing composite applications assembled from services vs. monolithic apps"
"itko-lisa","iTKO LISA SOA Test Framework","testing-tool","iTKO","2000s","growth","legacy","ra-soa-2007-97c147","Performs unit, functional, regression, load, and performance tests without coding; supports J2EE, .NET, Java, ESB, databases"
"mindreef-soapscope","Mindreef SOAPscope","testing-tool","Mindreef","2000s","growth","legacy","ra-soa-2007-97c147","Web services governance, testing, diagnostics, and support tool; design-time and run-time quality"
"solstice-integra-suite","Solstice Integra Suite","testing-tool","Solstice Software","2000s","growth","legacy","ra-soa-2007-97c147","Automated end-to-end integration and SOA testing; simulates unavailable application components"
"design-time-governance","Design-Time Governance","framework","","2000s","emerging","mature","ra-soa-2007-97c147","Organizational/tooling approach to promote service reuse; 49% BIC vs 39% Industry Average vs 26% Laggard; 50% of non-BIC plan to implement in next 12 months"
"requirements-tracking-tools","Requirements Tracking Software","tool","","2000s","growth","mature","ra-soa-2007-97c147","45% BIC use tools for tracking business requirements vs 35% others; automation used for requirements across full lifecycle"
"defect-tracking-reporting","Defect Tracking and Reporting Applications","tool","","2000s","growth","mature","ra-soa-2007-97c147","BIC PACE enabler; BIC 70% measure quality throughout lifecycle vs 58% Industry Average vs 49% Laggard"
"production-monitoring-tools","Production Monitoring and Reporting Tools","tool","","2000s","growth","mature","ra-soa-2007-97c147","60% BIC vs 50% Industry Average vs 45% Laggard use production monitoring and reporting tools in production"
"orchestration-integration-testing","Automated Orchestration and Integration Testing Tools","testing-tool","","2000s","emerging","mature","ra-soa-2007-97c147","40% BIC vs 27% Industry Average vs 19% Laggard; BIC use integration testing tools at double rate of Laggards"
"regression-testing","Regression Testing","methodology","","2000s","growth","mature","ra-soa-2007-97c147","64% BIC do regression testing vs 38% Laggards; only 39% of Laggards do regression testing"
"functional-testing-soa","Automated Functional Testing for SOA/Web Services","testing-tool","","2000s","growth","mature","ra-soa-2007-97c147","48% BIC vs 42% Industry Average vs 29% Laggard use automated functional testing tools; 94% of all respondents do functional testing manually"
