"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"prime-50-series","Prime 50-Series","platform","Prime Computer","1977-1987","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Prime’s minicomputer platform family; sold as solutions (banking, engineering) rather than raw MIPS; ran PRIMOS operating system and INFORMATION database environment."
"prime-750","Prime 750","platform","Prime Computer","1979-1985","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Specific Prime minicomputer model; the Prime Office system delivered to the White House ran on a Model 750; also used as base for Prime INFORMATION deployments."
"primos","PRIMOS","platform","Prime Computer","1972-1992","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Prime’s proprietary operating system; bundled with Prime hardware and INFORMATION database; customers discovered they had bought into the PRIMOS ecosystem after purchasing a business solution."
"prime-information","Prime INFORMATION","platform","Prime Computer","1979-1988","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Database and application development environment based on the Pick operating system; used multi-value dynamic arrays instead of relational tables; strong for commercial apps but created proprietary lock-in; sold as 4GL-like environment."
"pick-os","Pick Operating System","platform","Pick Systems","1965-1995","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Architecture underlying Prime INFORMATION; developed in the 1960s for inventory/distribution; organized data into multi-value dynamic array fields; strong for commercial apps but non-standard and non-relational."
"4gl","4GL (Fourth-Generation Language)","language","various","1978-1995","emerging","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Prime INFORMATION’s application development environment described as a 4GL database environment; positioned as faster than COBOL-based development."
"office-automation-systems","Office Automation","application","Prime Computer (Prime Office)","1980-1985","emerging","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Prime Office was the company’s thrust into office automation; Schlegel led the launch; a system running on a Prime 750 was installed at the White House as the first office automation system at federal executive level."
"promis","PROMIS (Prosecutor’s Management Information System)","application","INSLAW Inc.","1973-1991","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Case-management system developed by INSLAW under a federal LEAA grant; tracked defendants, charges, hearings, evidence; Prime won hardware contracts for 20+ systems; later subject of DOJ theft allegations and congressional investigations."
"relational-database","Relational Database","platform","various","1980-present","emerging","active","volume-1-ch04-prime-computer-1979-1981","Identified by Kastner as the architectural force that eventually made Prime INFORMATION’s non-relational, proprietary model a strategic liability; lock-in became a prison when relational databases grew through the mid-1980s."
"cobol","COBOL","language","various","1959-present","mature","legacy-supported","volume-1-ch04-prime-computer-1979-1981","Prime INFORMATION positioned as eliminating the need for ‘an army of COBOL programmers’; contrasted with INFORMATION’s faster application development model."
"vax","DEC VAX","platform","Digital Equipment Corporation","1977-1999","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","Prime’s primary competitive reference; Prime positioned its INFORMATION/PRIMOS stack against the VAX ecosystem on faster application cycles and tighter integration."
"x86-architecture","x86 Architecture","platform","Intel","1978-present","emerging","active","volume-1-ch04-prime-computer-1979-1981","Kastner identifies standardized x86 architecture combined with open operating systems as the economic force that ultimately overwhelmed all proprietary minicomputer platforms including Prime."
"unix","Unix","platform","AT&T / various","1969-present","emerging","active","volume-1-ch04-prime-computer-1979-1981","Open operating system that, combined with x86 economics, rendered Prime’s minicomputer architecture economically irrelevant by the late 1980s; specifically cited by Kastner: ‘Intel-based server running Unix’."
"prime-32bit-minicomputer","Prime 32-bit Minicomputer","platform","Prime Computer","1979-1989","growing","legacy-end-of-life","volume-1-ch04-prime-computer-1979-1981","General category for Prime’s 32-bit minicomputer family; competed against DEC, Data General, and HP in analyst comparisons."
"cad-cam","CAD/CAM","application","various","1975-present","emerging","active","volume-1-ch04-prime-computer-1979-1981","CAD/CAM applications at Prime customers like Ford classified as technical/scientific, removing them from Kastner’s commercial territory."
