"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"rdbms","Relational Database (RDBMS)","application","various","1970s-present","dominant","dominant","inforx95-3-9a45fe","Core subject of overview"
"oltp","Online Transaction Processing","application","various","1980s-present","dominant","current","inforx95-3-9a45fe","Primary use case for Informix-OnLine"
"decision-support","Decision Support / Business Intelligence","application","various","1985-present","growing","dominant","inforx95-3-9a45fe","Key use case for OnLine Dynamic Server and XPS"
"oracle-7","Oracle 7.x","application","Oracle","1992-present","dominant","legacy","inforx95-3-9a45fe","Primary competitor product"
"sybase-sql-server","Sybase SQL Server / System 11","application","Sybase","1987-present","major","legacy","inforx95-3-9a45fe","Sybase competitor product"
"ibm-db2","IBM DB2","application","IBM","1983-present","major","dominant","inforx95-3-9a45fe","IBM competitor product"
"microsoft-sql-server","Microsoft SQL Server","application","Microsoft","1989-present","growing","dominant","inforx95-3-9a45fe","Microsoft competitor on NT Server"
"tpc-c","TPC-C Benchmark","standard","TPC","1992-present","dominant","legacy","inforx95-3-9a45fe","Benchmark standard; Informix frequently top performer"
"ordbms","Object-Relational DBMS (ORDBMS)","application","various","1994-present","emerging","current","inforx95-3-9a45fe","Future direction mentioned with NewEra OO tools"
"unix","UNIX (various)","platform","various","1969-present","dominant","current","inforx95-3-9a45fe","Primary deployment platform for Informix"
"ca-ingres","CA-Ingres (OpenIngres)","application","Computer Associates","1980-present","declining","end-of-life","inforx95-3-9a45fe","Ingres OPENROAD competitor to NewEra mentioned"
"sybase-powerbuilder","Sybase PowerBuilder","application","Sybase","1991-present","dominant","legacy","inforx95-3-9a45fe","Development tool competitor mentioned"
"sybase-iq","Sybase IQ Accelerator","application","Sybase","1994-present","growing","legacy","inforx95-3-9a45fe","Decision support competitor mentioned"
"red-brick-rdbms","Red Brick RDBMS","application","Red Brick Systems","1993-present","niche","legacy","inforx95-3-9a45fe","Warehousing competitor mentioned implicitly"
"oracle-parallel-server","Oracle Parallel Server","application","Oracle","1993-present","growing","legacy-superseded","inforx95-3-9a45fe","Oracle parallel competitor"
"rs6000-smp","IBM RS/6000 SMP","platform","IBM","1992-present","growing","legacy","inforx95-3-9a45fe","Hardware platform for DB2 competition"
"ibm-sp2","IBM SP2","platform","IBM","1994-present","growing","legacy","inforx95-3-9a45fe","MPP platform for DB2 parallel competition"
