"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"OBS-001","intel-ia2004-pk4-kc-edits-d61ef2","intel","xeon","market-data","2003","ia_server_market_trend","IA servers gaining market share in depressed global market","high","industry-analysis","","Enterprise buyers confident in reliability, performance, and value of Intel processors and chipsets"
"OBS-002","intel-ia2004-pk4-kc-edits-d61ef2","intel","","market-data","2002","enterprise_chipset_shipments","Over 1 million enterprise chipsets shipped since beginning of 2002","high","industry-analysis","","Primarily E7501, E7505, E7205 for Xeon and E8870 for Itanium 2"
"OBS-003","intel-ia2004-pk4-kc-edits-d61ef2","intel","xeon","benchmark-result","2003","workstation_benchmark_performance","Xeon with E7505 winning design and rendering benchmarks against RISC workstations","medium","benchmarking","","AGP 8x support and over 4 GB/s memory bandwidth"
"OBS-004","intel-ia2004-pk4-kc-edits-d61ef2","intel","e7505-chipset","benchmark-result","2003","memory_bandwidth","Over 4 GB/second","high","benchmarking","","E7505 chipset with Xeon processors for workstations"
"OBS-005","intel-ia2004-pk4-kc-edits-d61ef2","intel","e7501-chipset","technology-assessment","2003","max_memory_capacity","16 GB with 3 PCI-X buses and dual GbE","high","industry-analysis","","Volume two-way server configuration for Xeon processors"
"OBS-006","intel-ia2004-pk4-kc-edits-d61ef2","intel","nocona","viability-prediction","2003","next_gen_xeon_debut","Nocona to debut in 2004 at higher clock speeds with PCI Express and DDR2 via Lindenhurst","high","industry-analysis","","Lindenhurst expected to be industry's first chipset with PCI Express and DDR2"
"OBS-007","intel-ia2004-pk4-kc-edits-d61ef2","intel","nocona","actual-outcome","2004","nocona_launch","Nocona launched June 2004 with EM64T, PCI Express, DDR2 support as predicted","verified","document-review","","Prediction confirmed; also added 64-bit extensions not anticipated in white paper"
"OBS-008","intel-ia2004-pk4-kc-edits-d61ef2","intel","xeon-mp","technology-assessment","2003","mp_server_capability","4 to 32 processors, rivaling RISC servers at lower acquisition cost","medium","industry-analysis","","Used for enterprise applications, office automation, decision support"
"OBS-009","intel-ia2004-pk4-kc-edits-d61ef2","intel","potomac","viability-prediction","2003","next_gen_mp_xeon","Potomac with Twin Castle chipset expected by end of 2004","medium","industry-analysis","","Intel's first recent 4-way IA-32 enterprise chipset effort"
"OBS-010","intel-ia2004-pk4-kc-edits-d61ef2","intel","itanium-2","benchmark-result","2003","itanium2_benchmark_wins","Winning numerous commercial and scientific benchmark tests","medium","benchmarking","","Picking up market share against RISC/Unix and mainframe machines"
"OBS-011","intel-ia2004-pk4-kc-edits-d61ef2","intel","itanium-2","viability-prediction","2003","itanium2_market_trajectory","Itanium 2 positioned for large databases, decision support, and scientific/technical workloads","medium","industry-analysis","","High memory bandwidth and EPIC architecture cited as key advantages"
"OBS-012","intel-ia2004-pk4-kc-edits-d61ef2","intel","itanium-2","actual-outcome","2021","itanium_discontinued","Itanium discontinued in 2021; never achieved mainstream adoption, lost to x86-64","verified","document-review","","Paper's optimism about Itanium 2 proved incorrect; AMD64/EM64T extensions made 64-bit x86 dominant instead"
"OBS-013","intel-ia2004-pk4-kc-edits-d61ef2","","ddr-sdram","benchmark-result","2003","ddr_bandwidth_per_channel","DDR266: 2.1 GB/s; DDR333: 2.6 GB/s; DDR400: 3.2 GB/s (6.4 GB/s dual-channel)","high","benchmarking","","DDR400 in two-channel configuration achieving 6.4 GB/s peak"
"OBS-014","intel-ia2004-pk4-kc-edits-d61ef2","","ddr-sdram","market-data","2003","server_memory_growth","Server memory configurations quadrupled over past three years","high","industry-analysis","","Greater capacity and lower prices driving growth; more chips as potential failure points"
"OBS-015","intel-ia2004-pk4-kc-edits-d61ef2","","ddr2","technology-assessment","2003","ddr2_power_reduction","DDR2-400 draws half the power of DDR400 and 40% less than DDR333","high","industry-analysis","","Critical advantage for 1U rack-mounted servers and blades"
"OBS-016","intel-ia2004-pk4-kc-edits-d61ef2","","ddr2","viability-prediction","2003","ddr2_adoption","DDR2 to debut in 2004 as DDR2-400, enabling higher utilization and server consolidation","high","industry-analysis","","Paper correctly predicted DDR2 would become dominant server memory standard"
"OBS-017","intel-ia2004-pk4-kc-edits-d61ef2","","ddr2","actual-outcome","2004","ddr2_became_standard","DDR2 became mainstream server memory by 2005-2006; succeeded by DDR3 (2007), DDR4 (2014), DDR5 (2020)","verified","document-review","","Prediction confirmed; DDR2 power advantages materialized as described"
