"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-001","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","phi-computer-services","","topic-insight","1958","PHI founding in software-pioneer context","Among Cambridge-area software pioneers, 'Philip Hankins, Inc., was one of the best'","high","ingest-extraction","SEC","p1 / L29-30","Kenney's assessment.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-002","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","phi-computer-services","","topic-insight","1965","PHI client list","PHI's client list was a 'Who's Who of technology companies and government installations, from the consulting firm Arthur D. Little to NASA and IBM'","high","ingest-extraction","SEC","p1 / L36-38","Establishes PHI's elite reputation.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-003","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","phi-computer-services","ibm-360","topic-insight","1965","PHI saved IBM unveiling","PHI engineers fixed an IBM machine days before unveiling, working nonstop for four days at PHI's ramshackle offices","high","ingest-extraction","SEC","p1 / L38-43","Anecdote demonstrating PHI quality.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-004","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","phi-computer-services","ibm-360","historical-fact","1965","PHI 360 lease","Hankins expanded by leasing IBM 360 mainframe; 24/7 demand for time","high","ingest-extraction","SEC","p1 / L51-58","Old hearse barn turned computer center.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-005","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","phi-computer-services","phi-payroll-system","topic-insight","1965","Marine Midland payroll breakthrough","PHI's business 'truly took off' when designers created software enabling a computer to do entire payroll for Marine Midland Bank in NY","high","ingest-extraction","SEC","p1 / L59-66","Foundational commercial breakthrough.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-006","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","john-cullinane","phi-payroll-system","topic-insight","1965","Cullinane's commercial vision","Young PHI salesman John Cullinane saw commercial potential; left PHI to found Cullinet, 'at one time, the most successful company of its kind in the world'","high","ingest-extraction","SEC","p1 / L67-71","PHI alum entrepreneurial track record.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-007","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","phi-computer-services","","topic-insight","1965","Magic atmosphere","Bob Plachta: 'PHI was probably the most fantastic business atmosphere I had ever seen. It was almost like magic.'","high","ingest-extraction","SEC","p1 / L73-80","Cultural quote.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-008","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","wang-laboratories","","historical-fact","1968","Wang acquires PHI","Wang Labs acquired PHI in 1968","high","ingest-extraction","SEC","p2 / L410-411","Foundational corporate event.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-009","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","philip-hankins","","topic-insight","1995","Hankins refutation of Lessons","Hankins recalls only one major player left after about a year, and he himself left after about a year and a half — disputing An Wang's 'Lessons' claim that 'a large number' departed","high","ingest-extraction","SEC","p2 / L417-419","Direct refutation.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-010","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","an-wang","","topic-insight","1986","Lessons book underplays PHI","An Wang's 'Lessons' significantly understates PHI contribution; 'crucial point' is that Wang Labs embraced three engineers (Moros, Siegel, Kolk) whose products earned 'many billions of dollars for Wang'","high","ingest-extraction","SEC","p2 / L419-426","Kenney's central argument.",""
"phi-legacy-in-wang-labs-runaway-horse-1995-b8e001-OBS-011","phi-legacy-in-wang-labs-runaway-horse-1995-b8e001","wang-laboratories","","topic-insight","1968","Counterfactual claim","'Without the manpower that PHI brought to the company, Wang Laboratories might never have been anything more than a small maker of scientific calculators'","high","ingest-extraction","SEC","p2 / L423-426","Major counterfactual.",""
