"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Harte-Hanks (2001)","1988-2014","linuxcare-ab95f6","Author/publisher of profile"
"linuxcare","Linuxcare, Inc.","company","Linux-services","dissolved","Turbolinux (2001)","1998-2001","linuxcare-ab95f6","650 Townsend St, Suite 3244A, San Francisco, CA 94103; (888) 546-4878"
"dell","Dell Computer Corporation","company","IT-hardware","active","Dell Technologies","1984-present","linuxcare-ab95f6","Contracted Linuxcare for back-end Linux support on OptiPlex/Dimension/Precision/PowerEdge lines"
"ibm","IBM","company","IT-hardware-software","active","","1911-present","linuxcare-ab95f6","Contracted Linuxcare to support Linux on RS/6000 line"
"sun-microsystems","Sun Microsystems","company","IT-hardware-software","acquired","Oracle (2010)","1982-2010","linuxcare-ab95f6","Signed Linuxcare to support Star Office suite"
"turbolinux","TurboLinux","company","Linux-distribution","dissolved","Dissolved ~2010","unknown","linuxcare-ab95f6","Major Linux distributor; tapped Linuxcare for North America support"
"kleiner-perkins","Kleiner Perkins Caulfield and Byers","firm","venture-capital","active","","1972-present","linuxcare-ab95f6","Chose Linuxcare as first Linux-related investment"
"va-linux-systems","VA Linux Systems","company","Linux-hardware","renamed","VA Software -> Geeknet -> acquired by DHI Group 2012","unknown","linuxcare-ab95f6","Partner in E-Seminar series"
"compaq","Compaq","company","IT-hardware","dissolved","HP (2002)","1982-2002","linuxcare-ab95f6","Linuxcare Labs certified Compaq DeskPro"
"digital-equipment","Digital Equipment Corporation","company","IT-hardware","dissolved","Compaq (1998)","1957-1998","linuxcare-ab95f6","Pat Lambs previously spent 18 years at DEC building Professional Service Consulting Center"
"fernand-sarrat","Fernand Sarrat","person","IT-services","unknown","","unknown","linuxcare-ab95f6","President and CEO of Linuxcare; prior CEO of Cylink; 23 years at IBM"
"arthur-tyde","Arthur F. Tyde III","person","Linux-services","active","","unknown","linuxcare-ab95f6","Executive VP and co-founder of Linuxcare"
"david-sifry","David L. Sifry","person","Linux-services","active","","1990s-present","linuxcare-ab95f6","CTO and co-founder of Linuxcare; contributed to GNU Emacs, Majordomo, Linux kernel"
"andrew-tridgell","Andrew Tridgell","person","open-source","active","","1970-present","linuxcare-ab95f6","Original author/team leader of Samba; Linuxcare guru"
