"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"aberdeen-training-day-1-522863-001","aberdeen-training-day-1-522863","aberdeen-group","","org-fact","2000","training_program_duration","12 hours (four sessions)","high","ingest-extraction","primary-doc","1","Program called 'Twelve Vital Hours For Your Career Success'",""
"aberdeen-training-day-1-522863-002","aberdeen-training-day-1-522863","aberdeen-group","","org-fact","2000","office_locations","Boston, Palo Alto, Amsterdam","high","ingest-extraction","primary-doc","1","Three offices as of June 2000",""
"aberdeen-training-day-1-522863-003","aberdeen-training-day-1-522863","aberdeen-group","","strategic-positioning","2000","primary_mission","Research, analyze, and report business impact of emerging technologies","high","ingest-extraction","primary-doc","4","Aberdeen's foundational value proposition",""
"aberdeen-training-day-1-522863-004","aberdeen-training-day-1-522863","aberdeen-group","","strategic-positioning","2000","primary_audience","Chief Operating Officer and CIO","high","ingest-extraction","primary-doc","4","Primary target audience for publications",""
"aberdeen-training-day-1-522863-005","aberdeen-training-day-1-522863","aberdeen-group","","business-model","2000","core_model","One-on-one consultation with clients","high","ingest-extraction","primary-doc","4","Distinguishing business model feature",""
"aberdeen-training-day-1-522863-006","aberdeen-training-day-1-522863","aberdeen-group","","market-segment","2000","buyer_types","IT suppliers; end-user IT organizations; business executives; investor organizations","high","ingest-extraction","primary-doc","6","Four key purchaser categories of IT market research",""
"aberdeen-training-day-1-522863-007","aberdeen-training-day-1-522863","aberdeen-group","it-market-research-platform","product-description","2000","delivery_formats","Subscription research; one-off seminars; custom consulting; media sound bites","high","ingest-extraction","primary-doc","7","Four forms of IT market research delivery",""
"aberdeen-training-day-1-522863-008","aberdeen-training-day-1-522863","aberdeen-group","","market-segment","2000","end_user_target","Global 2000 IT Departments, Director level and below","high","ingest-extraction","primary-doc","9","CIOs and business executives were small segment",""
"aberdeen-training-day-1-522863-009","aberdeen-training-day-1-522863","aberdeen-group","","strategic-positioning","2000","end_user_sales_stance","No products directly sold to end-user market; small sales force","high","ingest-extraction","primary-doc","10","Aberdeen did not serve end-users directly",""
"aberdeen-training-day-1-522863-010","aberdeen-training-day-1-522863","gartner-group","","competitive-assessment","2000","analyst_client_ratio","1:150","medium","ingest-extraction","primary-doc","16","Aberdeen's characterization of Gartner staffing ratio",""
"aberdeen-training-day-1-522863-011","aberdeen-training-day-1-522863","gartner-group","","competitive-assessment","2000","market_position","Largest continuous advisory service; 'safe' choice for mainstream IT executives","medium","ingest-extraction","primary-doc","16","Aberdeen's competitive view of Gartner",""
"aberdeen-training-day-1-522863-012","aberdeen-training-day-1-522863","idc","","competitive-assessment","2000","service_count","120+","medium","ingest-extraction","primary-doc","17","IDC described as suppliers' source for numbers",""
"aberdeen-training-day-1-522863-013","aberdeen-training-day-1-522863","forrester-research","","competitive-assessment","2000","focus_horizon","2-3 years out; current specialty e-business","medium","ingest-extraction","primary-doc","18","Forrester's strategic positioning circa 2000",""
"aberdeen-training-day-1-522863-014","aberdeen-training-day-1-522863","meta-group","","competitive-assessment","2000","analyst_client_ratio","1:50","medium","ingest-extraction","primary-doc","19","Meta Group positioned higher ratio than Gartner",""
"aberdeen-training-day-1-522863-015","aberdeen-training-day-1-522863","giga-group","","competitive-assessment","1998","ipo_price_change","$13 to $3","medium","ingest-extraction","primary-doc","20","Giga Group IPO 1998 price trajectory",""
