"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Classification of vendor strategic position or decision"
"viability-prediction","observation_type","Viability Prediction","Forward-looking prediction about commercial viability"
"actual-outcome","observation_type","Actual Outcome","Verified real-world outcome via external research"
"technology-assessment","observation_type","Technology Assessment","Technical evaluation of capabilities or positioning"
"framework-factor","observation_type","Framework Factor","Structural environmental factor (key success factors etc.)"
"market-data","observation_type","Market Data","Quantitative market metric (revenue"
"expert-opinion","observation_type","Expert Opinion","Qualitative analyst recommendation or opinion"
"high","confidence","High","Multiple corroborating sources or vendor data"
"medium","confidence","Medium","Single source or inferred from context"
"expert-survey","methodology_code","Expert Survey","Aberdeen analyst field survey and expert interviews"
"case-study","methodology_code","Case Study","Anonymous enterprise case study from Aberdeen fieldwork"
"vendor-claim","methodology_code","Vendor Claim","Specification or assertion provided by vendor"
"expert-opinion","methodology_code","Expert Opinion","Analyst opinion without formal survey"
"web-research","methodology_code","Web Research","Post-publication verification via web research"
