"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"APET","Advanced Planning Engine Technologies (APET)","planning software","multiple","mid-1990s","growth","mature","aberdeen-1996-advanced-planning-engines-white-paper","Aberdeen's term for constraint-based planning/scheduling systems; evolved into modern APS (Advanced Planning and Scheduling) and S&OP software."
"MRP","Material Requirements Planning (MRP)","manufacturing planning","multiple","1970s-mature","mature","legacy","aberdeen-1996-advanced-planning-engines-white-paper","First-generation manufacturing planning; criticized for infinite capacity assumptions and inability to optimize. APET positioned as successor."
"MRP2","Manufacturing Resource Planning (MRP II)","manufacturing planning","multiple","1980s","mature","legacy","aberdeen-1996-advanced-planning-engines-white-paper","Second-generation MRP; APET positioned to replace MRP II modules for master scheduling and capacity planning."
"RHYTHM-I2","i2 Technologies Rhythm Family","supply chain software","i2 Technologies","mid-1990s","growth","obsolete","aberdeen-1996-advanced-planning-engines-white-paper","i2's flagship APET product line including Master Planner, Factory Planner, Distribution Planner, Scheduler, Forecast Planner. Acquired by JDA 2010."
"RESPONSEAGENT","Red Pepper ResponseAgent","supply chain software","Red Pepper Software","mid-1990s","growth","obsolete","aberdeen-1996-advanced-planning-engines-white-paper","Agent-based APET using in-memory optimization; acquired by PeopleSoft 1996 for $225M; became foundation of PeopleSoft Manufacturing module."
"ENSYNC","FACT Inc. EnSync Family","supply chain software","FACT Inc.","mid-1990s","growth","obsolete","aberdeen-1996-advanced-planning-engines-white-paper","Client/server APET with Synchronizer, Coordinator, Operator, Optimizer modules."
"MANU-SUITE","Manugistics Planning Suite","supply chain software","Manugistics","mid-1990s","growth","obsolete","aberdeen-1996-advanced-planning-engines-white-paper","Integrated demand planning, manufacturing planning, transportation planning, distribution planning. Acquired by JDA 2006."
"NUMETRIX-SOL","Numetrix Solution Family","supply chain software","Numetrix","mid-1990s","growth","obsolete","aberdeen-1996-advanced-planning-engines-white-paper","Five modules including Linx, Planx, Schedulex, SCI/SCV, 3D (Dynamic Deployment & Distribution)."
"AMSOFTWARE-SCP","American Software Supply Chain Planning","supply chain software","American Software","mid-1990s","growth","legacy","aberdeen-1996-advanced-planning-engines-white-paper","Supply Chain Planning, Visual Planning Workstation, Flow Manufacturing suite. Still active as Logility."
"SUPPLY-CHAIN-MGMT","Supply Chain Management (SCM)","business category","multiple","mid-1990s","emerging","mature","aberdeen-1996-advanced-planning-engines-white-paper","The broader category that APET belongs to; became standard enterprise software category by late 1990s."
"CLIENT-SERVER-APET","Client/Server APET Architecture","technology architecture","multiple","mid-1990s","growth","legacy","aberdeen-1996-advanced-planning-engines-white-paper","APET systems deployed as client/server using Windows PCs and UNIX servers with RDBMS backends."
"OBJECT-ORIENTED","Object-Oriented Design","software development","multiple","mid-1990s","growth","mature","aberdeen-1996-advanced-planning-engines-white-paper","Many APET products designed using OO technology for improved usability and flexibility."
