obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,methodology_code,source_page,notes
aberdeen-1997-aberdeen-group-impacts-OBS-001,aberdeen-1997-aberdeen-group-impacts,paradyne-networks,mvl-dsl,technology-assessment,1998,Paradyne MVL for home/SOHO high-speed access,Impact assessment: positive; Aberdeen endorsed MVL as viable high-speed home access technology,medium,expert-opinion,p.1,Impact 01/98
aberdeen-1997-aberdeen-group-impacts-OBS-002,aberdeen-1997-aberdeen-group-impacts,,dsl-lite,technology-assessment,1998,Push for DSL Lite standards,Standards push will benefit home access market,medium,expert-opinion,p.1,Impact 01/98
aberdeen-1997-aberdeen-group-impacts-OBS-003,aberdeen-1997-aberdeen-group-impacts,marcam-solutions,,technology-assessment,1997,Marcam Solutions Protean ERP assessment,Proof of concept confirmed in production environments,medium,expert-opinion,p.1,Impact 10/97
aberdeen-1997-aberdeen-group-impacts-OBS-004,aberdeen-1997-aberdeen-group-impacts,novell,novell-nds,technology-assessment,1997,Novell Directory Services for NT Server,Aberdeen assessed NDS for NT as viable interoperability solution,medium,expert-opinion,p.1,Impact 10/97
aberdeen-1997-aberdeen-group-impacts-OBS-005,aberdeen-1997-aberdeen-group-impacts,ncr,,strategy-classification,1997,NCR pricing strategy with 4700 and 5150,NCR adopting price-sensitive positioning with new product lines,medium,competitive-profiling,p.1,Impact 09/97
aberdeen-1997-aberdeen-group-impacts-OBS-006,aberdeen-1997-aberdeen-group-impacts,baan,,technology-assessment,1997,Baan and Hyperion ERP-financial integration,World-class financial management extends value of distributed ERP,medium,expert-opinion,p.1,Impact 05/97
aberdeen-1997-aberdeen-group-impacts-OBS-007,aberdeen-1997-aberdeen-group-impacts,sap,,strategy-classification,1997,SAP Certified Business Solutions Program for sub-$200M enterprises,SAP targeting mid-market with rapid implementation program,high,competitive-profiling,p.1,Impact 06/97; SAP Business One later formalized this segment
aberdeen-1997-aberdeen-group-impacts-OBS-008,aberdeen-1997-aberdeen-group-impacts,cisco-systems,isdn,technology-assessment,1997,Cisco carrier class dial access,Cisco clearing path for carrier-class dial access market,medium,expert-opinion,p.1,Impact 06/97
aberdeen-1997-aberdeen-group-impacts-OBS-009,aberdeen-1997-aberdeen-group-impacts,fore-systems,atm-networking,strategy-classification,1997,FORE Systems ATM strategic alliances,Building strategic business alliances for next-stage ATM deployment,medium,competitive-profiling,p.1,Impact 06/97; FORE acquired by GEC Marconi 1999
aberdeen-1997-aberdeen-group-impacts-OBS-010,aberdeen-1997-aberdeen-group-impacts,3com,,strategy-classification,1997,3Com/USRobotics merger significance,Working in NT Tandem: Compaq/Tandem acquisition context; 3Com-USR merger creates networking giant,high,competitive-profiling,p.1,Impact 06/97; $6.6B share-swap merger
aberdeen-1997-aberdeen-group-impacts-OBS-011,aberdeen-1997-aberdeen-group-impacts,bay-networks,,technology-assessment,1997,Bay Networks Switch Node Routing Switch,Tackles routing performance bottlenecks head-on,medium,expert-opinion,p.2,Impact 03/97; Bay acquired by Nortel 1998
aberdeen-1997-aberdeen-group-impacts-OBS-012,aberdeen-1997-aberdeen-group-impacts,cabletron-systems,atm-networking,technology-assessment,1997,Cabletron SecureFast Architecture and IP Switching,Linking SecureFast Architecture and IP Switching technology,medium,expert-opinion,p.1,Impact 04/97; Cabletron dissolved into Enterasys 2001
aberdeen-1997-aberdeen-group-impacts-OBS-013,aberdeen-1997-aberdeen-group-impacts,lucent-technologies,,strategy-classification,1997,Lucent Technologies Impact assessment,Aberdeen Impact briefing published for Lucent in 03/97 context,low,expert-opinion,p.2,Limited detail in index listing
aberdeen-1997-aberdeen-group-impacts-OBS-014,aberdeen-1997-aberdeen-group-impacts,silicon-graphics,,technology-assessment,1997,SGI and Oracle backup/restore technology,New backup/restore technology assessed positively,medium,expert-opinion,p.1,Impact 10/97; SGI went bankrupt 2009
aberdeen-1997-aberdeen-group-impacts-OBS-015,aberdeen-1997-aberdeen-group-impacts,aberdeen-group,,market-data,1997,Volume of Aberdeen Impacts published in 1997,Approximately 35 individual Impact briefings published February 1997 through January 1998,high,document-review,p.1-2,Count derived from index listing in this document
