"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"mfs-communications","MFS Communications Company, Inc.","company","telecommunications","acquired","WorldCom / MCI / Verizon Business","1988-1996","aberdeen-1996-vpns-business-mfs-success-strategy","NASDAQ: MFST; acquired by WorldCom for ~$14B in Aug 1996 stock deal; WorldCom went bankrupt 2002; assets to MCI/Verizon"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Harte-Hanks / Aberdeen (brand revived)","1988-2014","aberdeen-1996-vpns-business-mfs-success-strategy","Pioneer IT analyst firm"
"worldcom","WorldCom, Inc.","company","telecommunications","dissolved","MCI (renamed post-bankruptcy) / Verizon Business","1983-2002","aberdeen-1996-vpns-business-mfs-success-strategy","Acquired MFS for ~$14B Aug 1996; filed largest US bankruptcy (then) July 2002 ($107B assets); emerged as MCI, acquired by Verizon 2006"
"mfs-telecom","MFS Telecom (CAP)","company","telecommunications","acquired","WorldCom / Verizon Business","1988-1996","aberdeen-1996-vpns-business-mfs-success-strategy","Competitive Access Provider; SONET fiber linking 4400+ buildings in 45+ US cities; part of MFS Communications"
"mfs-data-services","MFS Data Services (formerly MFS Datanet)","company","data-networking","acquired","WorldCom / Verizon Business","1990-1996","aberdeen-1996-vpns-business-mfs-success-strategy","First national ATM service US 1993; first international ATM 1994; first FR over ATM 1994; based San Jose CA"
"mfs-intelenet","MFS Intelenet, Inc.","company","telecommunications","acquired","WorldCom / Verizon Business","1992-1996","aberdeen-1996-vpns-business-mfs-success-strategy","Largest/fastest-growing MFS unit; acquired RealCom and Centrex Telemanagement 1994; 20,000 business customers; Jersey City NJ"
"mfs-international","MFS International, Inc.","company","telecommunications","acquired","WorldCom / Verizon Business","1993-1996","aberdeen-1996-vpns-business-mfs-success-strategy","Launched first international ATM service May 1994 London-US; licenses Germany, France, Sweden, UK, Switzerland, Hong Kong; Vienna VA"
"mfs-network-technologies","MFS Network Technologies","company","network-engineering","acquired","WorldCom / Verizon Business","1988-1996","aberdeen-1996-vpns-business-mfs-success-strategy","Network systems integrator; 125,000 miles of fiber optic cable installed; BART San Francisco network cited; Omaha NE"
"uunet-technologies","UUNET Technologies, Inc.","company","internet-services","acquired","WorldCom / MCI / Verizon Business","1987-1996","aberdeen-1996-vpns-business-mfs-success-strategy","Internet backbone provider; acquired by MFS for $2B shortly before MFS-WorldCom deal; key to WorldCom's internet strategy"
"ameritech","Ameritech Corporation","company","telecommunications","acquired","AT&T (acquired 1999)","1983-1999","aberdeen-1996-vpns-business-mfs-success-strategy","Regional Bell Operating Company; cited as aggressive in opening territory to MFS co-carrier status; acquired by SBC/AT&T 1999"
