"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"mockup~1-ca8fde-OBS-001","mockup~1-ca8fde","novell","novell-netware","market-assessment","1998","novell_viability_question","Is Novell still a viable company and is NetWare still a viable product?","medium","ingest-extraction","EXPERT-OPINION","p.v","Framed as a primary strategic market question; indicates market concern about Novell's trajectory"
"mockup~1-ca8fde-OBS-002","mockup~1-ca8fde","ibm","os2-warp-server","market-assessment","1998","ibm_os2_abandonment_question","Is IBM going to abandon OS/2 Warp Server?","medium","ingest-extraction","EXPERT-OPINION","p.v","Market uncertainty about IBM's commitment to OS/2 Warp Server NOS"
"mockup~1-ca8fde-OBS-003","mockup~1-ca8fde","microsoft","windows-nt-server","viability-prediction","1998","nt_server_dominance_question","Is NT Server going to rule the world near term and long term?","verified","outcome-linkage","EXPERT-OPINION","p.v","Strategic market question implying NT Server growth trajectory; answer proved yes"
"mockup~1-ca8fde-OBS-004","mockup~1-ca8fde","","","market-assessment","1998","enterprise_nos_environment","Most mid- and large-sized organizations have multi-tier hardware and software with one or more NOSes installed","high","ingest-extraction","IND-ANALYSIS","p.v","Key context: enterprises had multi-NOS environments; unification vs. coexistence was the strategic question"
"mockup~1-ca8fde-OBS-005","mockup~1-ca8fde","","windows-nt-server","competitive-assessment","1998","nt_server_role_in_enterprise","NT Server's growing role in enterprise and decline of other suppliers making IS decisions urgent","high","ingest-extraction","IND-ANALYSIS","p.v","Document frames NOS competition as acute strategic urgency due to NT momentum"
"mockup~1-ca8fde-OBS-006","mockup~1-ca8fde","","","expert-opinion","1998","nos_internet_role_question","With advent of Internet and intranets what is the role of the NOS? Is the NOS dead?","medium","ingest-extraction","EXPERT-OPINION","p.vii","Strategic question about whether internet architectures would eliminate NOS relevance"
"mockup~1-ca8fde-OBS-007","mockup~1-ca8fde","","","market-assessment","1998","nos_core_components","File and Print Services, Directory Services, Network and Systems Management, Security","high","ingest-extraction","IND-ANALYSIS","p.6-8","Aberdeen taxonomy of four core NOS components"
"mockup~1-ca8fde-OBS-008","mockup~1-ca8fde","","banyan-vines","market-assessment","1998","legacy_nos_migration_planning","IS managers reviewing plans for Banyan VINES and Digital PathWorks migrations","high","ingest-extraction","IND-ANALYSIS","p.v","Legacy NOS displacement was primary IS concern in 1998 NOS market"
"mockup~1-ca8fde-OBS-009","mockup~1-ca8fde","","","expert-opinion","1998","nos_strategic_question_type","Issue is not which NOS to install but how to get pieces to interoperate and whether to pursue NOS unification","high","ingest-extraction","EXPERT-OPINION","p.v","Aberdeen frames the enterprise NOS question as integration/consolidation strategy not procurement"
"mockup~1-ca8fde-OBS-010","mockup~1-ca8fde","","","market-assessment","1998","fortune_1000_network_structure","Core of most Fortune 1000 networks is a welter of LANs each with its own NOS","high","ingest-extraction","IND-ANALYSIS","p.v","Characterization of enterprise NOS fragmentation problem"
