"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1969-present","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Aberdeen Group co-founder, VP/EVP/CRO; prior: PHI, Wang, ADL, Prime, Stratus, DEC"
"stratus-computer","Stratus Computer","company","fault-tolerant-computing","acquired","Stratus Technologies (now Penguin Solutions)","1980-present","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Kastner's Stratus employer (marketing/sales support)"
"tandem-computers","Tandem Computers","company","fault-tolerant-computing","acquired","Compaq (1997), then HP (2002)","1974-2002","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Stratus competitor; debit-credit benchmark publisher"
"prime-computer","Prime Computer","company","minicomputer","defunct","Bought out by MAI 1992","1972-1992","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Prime 750 cited as price/perf comparison"
"digital-equipment-corp","Digital Equipment Corporation (DEC)","company","minicomputer-and-systems","acquired","Compaq (1998), then HP (2002)","1957-1998","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","VAX 11/750 cited as comparison platform"
"ibm","IBM Corporation","company","computer-systems","active","","1911-present","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","OEM partner of Stratus (System/88 = Stratus-built FT systems)"
"data-general","Data General Corporation (DG)","company","minicomputer","acquired","EMC (1999)","1968-1999","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Edson de Castro president; predicted FT mainstream 1986"
"edson-de-castro","Edson D. de Castro","person","executive","active","","1938-present","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Data General founder/president; cited in 1982 CBN Stratus piece"
"computer-business-news","Computer Business News","publication","trade-press","merged","Merged into Computerworld lineage 1980s","1979-1980s","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","CMP Publications weekly; Peter Bochner CBN staff 1982 Stratus piece"
"arthur-d-little","Arthur D. Little, Inc.","company","consulting","bankrupt-revived","ADL revived 2003 after bankruptcy","1886-present","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","Cambridge MA management consultancy; PSK prior employer pre-Stratus"
"motorola-inc","Motorola, Inc.","company","semiconductor","split","Freescale Semiconductor (2004) -> NXP (2015); Motorola Solutions / Mobility","1928-present","cbn-bochner-stratus-oem-strategy-1982-06-245fd5","68000/68010/68020 + 68881 used in Stratus systems"
