"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"ibm","IBM Corporation","company","computing-hardware-software","active","","1911-present","1997-the-new-as-400e-series-aa9cac","Maker of AS/400e; Rochester MN division; AS/400 line became iSeries (2000), System i (2006), IBM Power Systems (2008)"
"aberdeen-group","Aberdeen Group","firm","IT-research-analysis","acquired","Harte-Hanks (2001)","1988-2014","1997-the-new-as-400e-series-aa9cac","Authored this announcement profile"
"sun-microsystems","Sun Microsystems","company","unix-server","acquired","Oracle Corporation (2010)","1982-2010","1997-the-new-as-400e-series-aa9cac","Primary Unix competitor; Sun UltraEnterprise 6000 (16-CPU, 23,000 tpm) benchmarked vs AS/400e 650"
"hewlett-packard","Hewlett-Packard","company","computing-hardware","active","Split into HP Inc. and HPE (2015)","1939-present","1997-the-new-as-400e-series-aa9cac","Unix competitor mentioned in benchmark comparison"
"silicon-graphics","Silicon Graphics (SGI)","company","workstation-server","bankrupt","Rackable Systems (2009)","1982-2009","1997-the-new-as-400e-series-aa9cac","Unix competitor mentioned in benchmark context; filed for bankruptcy 2009"
"digital-equipment-corporation","Digital Equipment Corporation (DEC)","company","minicomputer-server","acquired","Compaq (1998), then HP (2002)","1957-1998","1997-the-new-as-400e-series-aa9cac","Unix competitor; acquired by Compaq for $9.6B in 1998"
"netscape","Netscape Communications","company","internet-software","acquired","AOL (1999)","1994-2003","1997-the-new-as-400e-series-aa9cac","Publicly declared intent to port all server applications to AS/400e — strong third-party endorsement cited by Aberdeen"
"sap-ag","SAP AG","company","ERP-software","active","SAP SE","1972-present","1997-the-new-as-400e-series-aa9cac","Worked with IBM on pre-loaded factory SAP R/3 application servers for AS/400e; SD benchmark used as key metric"
"jd-edwards","J.D. Edwards & Company","company","ERP-software","acquired","PeopleSoft (2003), then Oracle (2005)","1977-2003","1997-the-new-as-400e-series-aa9cac","Named as ISV with pre-loaded AS/400e application servers"
"ssa-gt","SSA GT (Systems Software Associates)","company","ERP-software","acquired","Infor (2003)","1981-2003","1997-the-new-as-400e-series-aa9cac","Named as ISV with pre-loaded AS/400e application servers"
"lotus-development","Lotus Development Corporation","company","office-software","acquired","IBM (1995)","1982-1995","1997-the-new-as-400e-series-aa9cac","Domino server scheduled for native AS/400e in Q1 1998"
