tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
vax,VAX (Virtual Address eXtension),platform,DEC,1977-1998,mature,legacy-obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's flagship 32-bit computer architecture; foundation for all enterprise strategy; VAX-11/780 was reference benchmark (1 VUP); scalable from MicroVAX to VAX 8700
vms,VMS Operating System,application,DEC,1977-2023,mature,legacy-supported,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"DEC's primary OS; Olsen positioned as more modern than Unix (12 vs 19 years old); claimed fully transportable across VAX range. Now OpenVMS, maintained by VSI."
decnet,DECnet,protocol,DEC,1975-1998,mature,legacy-obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's proprietary networking protocol family; being evolved toward OSI standards; presented as fundamentally easier to manage than IBM SNA
decwindows,DECwindows,application,DEC,1987-1994,emerging,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's windowed GUI environment based on X Windows standard; company-wide program for VMS and ULTRIX; 50+ internal projects implementing it at time of document. Failed to gain market traction vs Microsoft Windows.
dectp,DECtp (Digital Transaction Processing),application,DEC,1988-1995,emerging,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's OLTP product strategy and system suite; major announcement at this meeting; Peter Kastner led marketing work. Built on VAXcluster + ACMS + Rdb.
acms,ACMS (Application Control and Management System),application,DEC,1984-1995,growth,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's transaction processing monitor/server; key component of DECtp architecture; queued and managed transaction requests
vaxcluster,VAXcluster,platform,DEC,1983-1998,mature,legacy-obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's clustered computing system; 6600 installed worldwide at time of document; 16% of all VAX nodes in clusters; 64% of top 200 accounts had VAXcluster; key TP high-availability platform
all-in-1,ALL-IN-1 (Office Automation),application,DEC,1982-1998,mature,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's integrated office automation suite; key component of distributed application environment; being ported to DECwindows
ultrix,ULTRIX,application,DEC,1984-1995,growth,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's Unix variant; positioned as equal partner to VMS; Olsen said DEC sold both VMS and Unix with equal enthusiasm; primarily on workstations
aia,Applications Integration Architecture (AIA),framework,DEC,1987-1994,emerging,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's architectural framework for unified application environment; provided common software standards across VMS and ULTRIX; foundation for NAS
nas,Network Application Support (NAS),framework,DEC,1987-1995,emerging,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"DEC's strategy for integrating non-DEC architectures (MS-DOS, SNA, Cray, Apple) into enterprise-wide computing; three classes: apps access, business comms, info/resource sharing"
vaxstation,VAXstation,platform,DEC,1984-1994,growth,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's technical workstation line; 90% ran VMS at time; DEC claimed fastest-growing workstation vendor surpassing Sun; leaped over Apollo to #2 position
microvax,MicroVAX,platform,DEC,1984-1994,growth,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's small-form VAX systems; used as front-end processors in distributed TP architecture
vaxmate,VAXmate,platform,DEC,1986-1990,declining,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's MS-DOS compatible PC; offered for users already needing MS-DOS applications; niche product in DEC's desktop lineup
vt-terminals,VT Terminal Series (VT320/VT330/VT340),platform,DEC,1982-1998,mature,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's character/graphics terminals; shipping 500000+ per year at time of document; all exceeded forecasts; presented as long-term market despite PC competition
ci-bus,CI Bus (Computer Interconnect),protocol,DEC,1983-1998,mature,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's high-speed interconnect for VAXcluster systems; enabled shared storage and redundancy
rdb,DEC Rdb (Relational Database),application,DEC,1984-2000,growth,legacy-supported,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's relational database; key component of TP strategy; industry trend toward RDBMS for TP noted (replacing flat files). Oracle acquired it in 1994.
ddta,Digital Distributed Transaction Architecture,framework,DEC,1988-1995,emerging,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"DEC's architectural framework for distributed TP; front-end (forms/stimulus), transaction server (monitor), resource manager (database); extensible to hundreds of TPS"
easynet,EasyNet,protocol,DEC,1980-1998,mature,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"DEC's internal global network; 445 locations, 32 countries, 28000 computers, 80000 users; presented as proof-of-concept for enterprise-wide computing vision"
x-windows,X Window System (X Windows),protocol,MIT/multi-vendor,1984-present,emerging,mature-standard,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,Windowing standard from MIT Project Athena; adopted by DECwindows as foundation; managed by X Windows Consortium (DEC + 23 vendors). DECwindows built on X11.
unix,Unix,application,AT&T Bell Laboratories,1969-present,mature,active,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"Olsen described as 19 years old, originally for PDP-7; DEC committed to selling VMS and ULTRIX (Unix) with equal enthusiasm; customer demand driven by vendor-independence desire"
ibm-sna,IBM SNA (Systems Network Architecture),protocol,IBM,1974-present,mature,legacy-declining,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"IBM's proprietary network architecture; characterized by DEC as 'closed, complex, IBM-controlled, hierarchical' and not meeting real enterprise networking needs"
osi,OSI (Open Systems Interconnection),protocol,ISO/multi-vendor,1984-present,emerging,niche-legacy,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,International networking standards; DEC evolving DECnet toward OSI; positioned as open alternative to IBM SNA
ms-dos,MS-DOS,application,Microsoft,1981-2000,mature,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"Named as NAS integration target; DEC offered VMS Services for MS-DOS as 'leading integration product in the market, won numerous awards'"
os2,OS/2,application,IBM/Microsoft,1987-2005,emerging,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,IBM/Microsoft new OS; referenced as costing $8000 to upgrade a PC-AT; DEC committed to supporting OS/2 once organized; ultimately failed vs Windows
macintosh,Apple Macintosh,platform,Apple,1984-present,growth,legacy-evolved,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,Named NAS integration target; DEC announced joint development with Apple; cited as 'increasingly attractive for personal computing with modern UI and ease of use'
oltp,Online Transaction Processing (OLTP),framework,multi-vendor,1969-present,growth,active,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,"Core market concept; $26B market at time, expected to reach $60B by 1991; metrics: transactions-per-second, dollars-per-TPS, response time; 90-95% of transactions must complete in 1-2 seconds"
vms-services-msdos,VMS Services for MS-DOS,application,DEC,1987-1995,growth,obsolete,dec-mgmt-memo-v7n5-state-of-company-1988-6a9954,DEC's PC integration product; claimed to be 'leading integration product in the market' with numerous awards
