"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-001","1997-the-ec-company-not-your-father-s-edi-c1ebff","","edi-van","market-data","1997","Fortune 1000 EDI adoption","95%","high","ingest-extraction","industry-analysis","Preface","Aberdeen research finding: 95% of Fortune 1000 use EDI"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-002","1997-the-ec-company-not-your-father-s-edi-c1ebff","","edi-van","market-data","1997","Small-business EDI adoption","2% of businesses with 5+ employees","high","ingest-extraction","industry-analysis","Preface","Stark adoption gap creating mid-market opportunity for EC Company"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-003","1997-the-ec-company-not-your-father-s-edi-c1ebff","","edi-van","market-data","1997","Traditional EDI VAN transaction fee range","$1.00 to $5.00 per transaction","high","ingest-extraction","document-review","Market Position","Incumbent pricing that EC Company sought to undercut"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-004","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","ec-exchange","benchmark-result","1997","EC Exchange license fee","$130","high","ingest-extraction","document-review","Marketing Vision","Dramatically below-market pricing; EC Start distributed free"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-005","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","ec-exchange","benchmark-result","1997","EC Network monthly service fee (25 tx)","$30/month including first 25 transactions at $0.45 each additional","high","ingest-extraction","document-review","Marketing Vision","Approaching postage-stamp cost at volume; revolutionary for mid-market EDI"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-006","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","","market-data","1997","Total venture capital raised","$11.1 million through three rounds","high","ingest-extraction","document-review","Financials","Investors: Arthur Andersen audit partnership, Thompson Financial, Huntington Bank"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-007","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","","strategy-classification","1997","Distribution strategy","Indirect channel via VAR and OEM partners (Arthur Andersen, Huntington Bank, Thompson Financial, Platinum Software, PeopleSoft)","high","ingest-extraction","competitive-profiling","Sales and Distribution","Revenue-sharing model with channel partners creates aligned incentives"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-008","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","","strategy-classification","1997","Founding history","Founded 1994 as Buena Vista Software, Inc.; rebranded to The EC Company","high","ingest-extraction","document-review","Financials","Three rounds of private equity funding"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-009","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","ec-exchange","technology-assessment","1997","Software maturity","Well-engineered for ease of use; 16-bit; lacks automated scheduling; not yet enterprise messaging server-class","medium","ingest-extraction","competitive-profiling","Key Technologies","Product described as showing 'youthful immaturity in functionality'"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-010","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","uunet-network","technology-assessment","1997","Network architecture","Private extranet on outsourced UUNET infrastructure; hub-centric translation; 270 US points of presence","high","ingest-extraction","document-review","The EC Network Topology","Architect avoids capital expense of own physical network"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-011","1997-the-ec-company-not-your-father-s-edi-c1ebff","","public-key-encryption","technology-assessment","1997","Security model","Public Key/Private Key session encryption; symmetric session keys discarded after use","high","ingest-extraction","document-review","The EC Network Topology","Sound cryptographic model for 1997; consistent with SSL/TLS that later became standard"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-012","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","","viability-prediction","1997","Path to profitability","Company estimates 18-24 months to profitable equilibrium on transaction volume model","medium","ingest-extraction","expert-opinion","Financials","Aberdeen flags this as ambitious; questions whether low-margin transaction model sustains without professional services"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-013","1997-the-ec-company-not-your-father-s-edi-c1ebff","the-ec-company","","viability-prediction","1997","Market disruption potential","May break the mold of traditional EDI VAN suppliers if transaction volume achieved","medium","ingest-extraction","expert-opinion","Aberdeen Conclusions","Conditional endorsement — dependent on channel execution and volume ramp"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-014","1997-the-ec-company-not-your-father-s-edi-c1ebff","general-electric-information-services","","strategy-classification","1997","Incumbent response strategy","Web-forms via Internet extended from EDI server; Internet-enabled EDI server software at partner sites","high","ingest-extraction","competitive-profiling","Competition","GEIS, Sterling, Premenos, Harbinger all targeting mid-market but with legacy VAN architecture"
"1997-the-ec-company-not-your-father-s-edi-c1ebff-OBS-015","1997-the-ec-company-not-your-father-s-edi-c1ebff","arthur-andersen","","strategy-classification","1997","Investment type","First venture investment by Arthur Andersen audit partnership in firm history","high","ingest-extraction","document-review","Financials","Unusual investor; Andersen Consulting (separate entity) not involved"
