"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"top-iseries-isvs-2002-2e8695-OBS-001","top-iseries-isvs-2002-2e8695","alltel-info-services","horizon-banking","partner-profile","2002","partner-level","IBM Developer Business Partner","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-002","top-iseries-isvs-2002-2e8695","alltel-info-services","","partner-profile","2002","location","Maitland, Florida, USA","high","ingest-extraction","DR","p.1","2200 Lucien Way Suite 200",""
"top-iseries-isvs-2002-2e8695-OBS-003","top-iseries-isvs-2002-2e8695","dwl-inc","dwl-customer","partner-profile","2002","partner-level","IBM Developer Business Partner","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-004","top-iseries-isvs-2002-2e8695","dwl-inc","","partner-profile","2002","solutions","DWL Customer, DWL Unifi","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-005","top-iseries-isvs-2002-2e8695","dwl-inc","","partner-profile","2002","location","Toronto, Ontario, Canada","high","ingest-extraction","DR","p.1","230 Richmond St E Level 2",""
"top-iseries-isvs-2002-2e8695-OBS-006","top-iseries-isvs-2002-2e8695","ebusiness-exchange","","partner-profile","2002","partner-level","IBM Developer Business Partner","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-007","top-iseries-isvs-2002-2e8695","ebusiness-exchange","","partner-profile","2002","solutions","e-BX Bill Presentment Switch v3.0, e-BX BSP v3.0, e-BX TradePlus v3.1.1","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-008","top-iseries-isvs-2002-2e8695","ebusiness-exchange","","partner-profile","2002","location","Georgetown, Malaysia","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-009","top-iseries-isvs-2002-2e8695","e3-corp","e3-marketplace","partner-profile","2002","partner-level","IBM Developer Business Partner","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-010","top-iseries-isvs-2002-2e8695","e3-corp","","partner-profile","2002","solutions","E3 Marketplace.com, E3CRISP, E3SLIM, E3TRIM","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-011","top-iseries-isvs-2002-2e8695","e3-corp","","partner-profile","2002","location","Marietta, Georgia, USA","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-012","top-iseries-isvs-2002-2e8695","efa-software","","partner-profile","2002","location","Calgary, Alberta, Canada","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-013","top-iseries-isvs-2002-2e8695","efa-software","","partner-profile","2002","solutions","Equator clearance/settlement, Horizon automated trading","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-014","top-iseries-isvs-2002-2e8695","geac-enterprise","geac-system21","partner-profile","2002","partner-level","IBM Developer Business Partner","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-015","top-iseries-isvs-2002-2e8695","geac-enterprise","","partner-profile","2002","location","Studley, Warwickshire, UK","high","ingest-extraction","DR","p.1","",""
"top-iseries-isvs-2002-2e8695-OBS-016","top-iseries-isvs-2002-2e8695","geac-enterprise","","partner-profile","2002","product-line","System21 across Apparel/Footwear, Automotive, Beverage, Food industries","high","ingest-extraction","DR","p.2","",""
"top-iseries-isvs-2002-2e8695-OBS-017","top-iseries-isvs-2002-2e8695","hyperion-solutions","","partner-profile","2002","partner-level","IBM Developer Business Partner","high","ingest-extraction","DR","p.2","",""
"top-iseries-isvs-2002-2e8695-OBS-018","top-iseries-isvs-2002-2e8695","hyperion-solutions","","actual-outcome","2007","acquisition","Acquired by Oracle for $3.3B","verified","web-source","IA","retrospective","",""
"top-iseries-isvs-2002-2e8695-OBS-019","top-iseries-isvs-2002-2e8695","dwl-inc","","actual-outcome","2005","acquisition","Acquired by IBM in 2005","verified","web-source","IA","retrospective","",""
