"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"eclipsys-sunrisexa-3-3","Eclipsys SunriseXA Release 3.3","application","Eclipsys Corp.","2004","current","{'lifecycle_current': 'succeeded', 'notes': 'Eclipsys SunriseXA Release 3.3 was a specific 2004-era version of the EHR platform. Eclipsys was acquired by Allscripts in 2010 for $1.3B. The product was rebranded as Allscripts Sunrise, later transferred to Altera Digital Health. Current version is Sunrise 25.1 (2026). The specific release 3.3 is succeeded.', 'source': 'https://histalk2.com/2010/06/09/industry-reaction-allscripts-to-acquire-eclipsys/'}","auditor-report-4-43ad9b","Interim release; combines Sunrise Clinical Manager 3.04 workflow engine with SunriseXA database schema; fixes October 2003 response time issues"
"mercury-loadrunner","Mercury LoadRunner","application","Mercury Interactive","2000s","current","{'lifecycle_current': 'active', 'notes': 'Mercury LoadRunner is still actively maintained. Mercury Interactive was acquired by HP in 2006, then sold to Micro Focus in 2017, then to OpenText. LoadRunner 2023 R1 was released July 2023 with ongoing updates. Currently OpenText LoadRunner.', 'source': 'https://en.wikipedia.org/wiki/LoadRunner'}","auditor-report-4-43ad9b","Industry-standard load testing software; Mercury TestCenter 7.8 version used in benchmark"
"unisys-es7000","Unisys ES7000 Database Server","hardware","Unisys","early 2000s","current","{'lifecycle_current': 'discontinued', 'notes': 'Unisys ES7000 was a 32-way Intel Xeon-based server. Business Information Server software for ES7000 was discontinued (UnixWare edition discontinued Nov 30, 2005). The hardware is no longer sold or supported. Compaq dropped the ES7000 in 2001.', 'source': 'https://public.support.unisys.com/mapper/docs/discontinuance/78321270-011.pdf'}","auditor-report-4-43ad9b","8x 2.8-GHz Xeon processors; used as SUT (System Under Test) for SunriseXA benchmark; 40% CPU at peak"
"windows-2000-datacenter-sp4","Windows 2000 Data Center SP4","platform","Microsoft","2000-2004","current","{'lifecycle_current': 'end-of-life', 'notes': 'Windows 2000 (all editions including Datacenter Server SP4) reached end of extended support on July 13, 2010. Fully end-of-life with no security updates.', 'source': 'General knowledge / Microsoft lifecycle'}","auditor-report-4-43ad9b","Database server OS in benchmark SUT configuration"
"windows-2000-advanced-server-sp4","Windows 2000 Advanced Server SP4","platform","Microsoft","2000-2004","current","{'lifecycle_current': 'end-of-life', 'notes': 'Windows 2000 Advanced Server SP4 reached end of extended support on July 13, 2010. Fully end-of-life.', 'source': 'General knowledge / Microsoft lifecycle'}","auditor-report-4-43ad9b","Application server OS in benchmark SUT"
"sql-server-2000","SQL Server 2000 (v8.00.850)","application","Microsoft","2000-2005","current","{'lifecycle_current': 'end-of-life', 'notes': 'SQL Server 2000 (v8.x) reached end of extended support on April 9, 2013. No security updates available. Fully end-of-life.', 'source': 'General knowledge / Microsoft lifecycle'}","auditor-report-4-43ad9b","Database platform used in SunriseXA benchmark SUT"
"emc-powerpath","EMC PowerPath 3.02","storage","EMC","early 2000s","current","{'lifecycle_current': 'end-of-life', 'notes': 'Dell EMC PowerPath entered end of life (EOL) on July 31, 2024. Standard support continues until July 2027. No longer purchasable as new software; existing licenses can continue in use. Succeeded by native OS multipathing (MPIO).', 'source': 'https://drewtonnesen.wordpress.com/2024/11/20/pp-to-mpio/'}","auditor-report-4-43ad9b","Storage multipathing software in SUT"
"emc-navisphere","EMC Navisphere 6.4.0.5.2","storage","EMC","early 2000s","current","{'lifecycle_current': 'discontinued', 'notes': 'EMC Navisphere (v6.4.x, as referenced in the document) was the management software for CLARiiON CX arrays. With the CX array EOSL complete (2011-2016), Navisphere is fully discontinued. Replaced by Unisphere for VNX/Unity.', 'source': 'General knowledge / EMC product history'}","auditor-report-4-43ad9b","Storage management software in SUT"
"microsoft-dotnet-1-0","Microsoft .Net 1.0.3705","framework","Microsoft","2002-2004","current","{'lifecycle_current': 'end-of-life', 'notes': '.NET Framework 1.0 reached end of support on July 12, 2011 (part of .NET Framework 1.0-4.6.1 group, all out of support as of April 26, 2022). The specific version 1.0.3705 referenced is a very early release. Fully end-of-life.', 'source': 'https://blog.inedo.com/dotnet/demystifying-lts'}","auditor-report-4-43ad9b","PC client runtime framework in benchmark configuration"
"hl7-messaging","HL7 Messaging Standard","standard","Health Level Seven International","1987-present","current","{'lifecycle_current': 'standard-current', 'notes': 'HL7 remains the dominant health data interchange standard. HL7 V2.9.1 published September 2024. HL7 FHIR (modern version) is the latest evolution. Used in 95% of US healthcare organizations. Actively maintained and expanded.', 'source': 'https://hl7news.hl7.org/2025/01/13/hl7-standards-published-since-august-2024/'}","auditor-report-4-43ad9b","Used to stress interface engine during benchmark; message types: observational results, order submission, patient admission, patient mergers, patient updates"
"sunrise-clinical-manager-3-04","Sunrise Clinical Manager 3.04 workflow engine","application","Eclipsys Corp.","2003-2004","current","{'lifecycle_current': 'succeeded', 'notes': 'Sunrise Clinical Manager 3.04 was an Eclipsys-era product. Eclipsys was acquired by Allscripts in 2010, and then Altera Digital Health took over Sunrise in 2022. Current version is Sunrise 25.1 (2026). The specific 3.04 workflow engine is succeeded by many subsequent versions.', 'source': 'https://www.alterahealth.com/solution/sunrise/'}","auditor-report-4-43ad9b","Workflow engine component combined with SunriseXA database schema to create Release 3.3"
