"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-001","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","","market-data","2003","aging_corporate_pcs","50000000+","high","ingest-extraction","industry-analysis","1","More than 50 million aging PCs sit on desks in corporate cubes and offices around the world running Windows 98 or NT"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-002","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","aberdeen-group","","market-data","2003","managed_desktop_price_low","$1250","high","ingest-extraction","industry-analysis","1","Aberdeen PC Deals reference desktop price floor including Windows XP Pro and Office XP Pro licenses from top suppliers"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-003","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","aberdeen-group","","market-data","2003","managed_desktop_price_high","$1400","high","ingest-extraction","industry-analysis","1","Aberdeen PC Deals reference desktop price ceiling including Windows XP Pro and Office XP Pro licenses from top suppliers"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-004","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","","market-data","2003","daily_capital_cost","$2","medium","ingest-extraction","expert-opinion","1","Estimated cost per day over three or four years in capital asset costs for a new managed PC"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-005","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","intel-centrino","market-data","2003","laptop_share_of_purchases","33%","medium","ingest-extraction","industry-analysis","1","About one-third of corporate PC purchases in 2003 will be laptops driven by Intel Centrino wireless platform"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-006","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","microsoft","windows-nt-4-0","technology-assessment","2003","support_end_date","2003-06-30","high","ingest-extraction","document-review","1","Windows NT 4.xx enters non-support stage on June 30 2003"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-007","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","microsoft","windows-98","technology-assessment","2003","support_end_date","2004-01-16","high","ingest-extraction","document-review","1","Windows 98/SE enters non-support stage on January 16 2004"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-008","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","microsoft","","technology-assessment","2003","os_support_lifecycle","5 years","high","ingest-extraction","document-review","1","Microsoft will only support an operating system for five years after it is introduced; parallels Ford five-year spare parts guarantee"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-009","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","windows-xp-pro-sp1","technology-assessment","2003","stability_rating","stable","high","ingest-extraction","expert-opinion","1","Windows XP Pro SP1 is out in the field and working well with no stability problems; described as great client OS"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-010","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","windows-server-2003","technology-assessment","2003","resource_efficiency","improved","medium","ingest-extraction","expert-opinion","1","Windows Server 2003 with Exchange 2003 and SQL Server use network and server resources more efficiently"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-011","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","office-2003","technology-assessment","2003","release_status","pre-release","high","ingest-extraction","document-review","1","Office 2003 will be out in a few months with new collaboration options; described as definitely worth evaluating"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-012","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","intel-springdale-chipset","technology-assessment","2003","platform_stability_window","18 months","medium","ingest-extraction","expert-opinion","1","Intel Springdale chipset predicted to inaugurate 18-month period of platform and software image stability"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-013","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","intel-springdale-chipset","technology-assessment","2003","front_side_bus_speed","800 MHz","high","ingest-extraction","document-review","1","Springdale features include 800MHz front-side bus along with better graphics and more efficient Ethernet processing"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-014","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","pentium-4-ht","technology-assessment","2003","market_status","mainstream","high","ingest-extraction","expert-opinion","1","Intel Pentium 4 with Hyper-Threading now mainstream; better at multi-tasking and thread-aware applications"
"why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622-OBS-015","why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622","","w95-tenrobot","technology-assessment","2003","threat_status","active","high","ingest-extraction","document-review","1","W95.Tenrobot memory-resident file appender discovered April 2003; targets Windows 95/98/Me; provides hacker remote access via IRC"
