tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
windows-98,Windows 98,operating-system,Microsoft,1998,end-of-life,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Consumer OS on 50M+ aging corporate PCs; end of support January 16 2004; central subject of replacement argument"
windows-nt-4-0,Windows NT 4.0,operating-system,Microsoft,1996,end-of-life,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Enterprise desktop OS used as fat clients for Y2K-generation applications; end of support June 30 2003"
windows-xp-pro-sp1,Windows XP Pro SP1,operating-system,Microsoft,2001,current-generation,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Recommended replacement OS; described as stable with no stability problems; great client OS for desktops and laptops; EOL April 2014"
windows-server-2003,Windows Server 2003,server-os,Microsoft,2003,current-generation,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"New server platform bringing Exchange 2003 and SQL Server; uses network and server resources more efficiently; EOL July 2015"
exchange-2003,Exchange 2003,email-server,Microsoft,2003,current-generation,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Part of Windows Server 2003 ecosystem; noted for more efficient resource usage"
sql-server-2000-era,SQL Server (2003 era),database,Microsoft,2000,current-generation,active-evolved,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Referenced alongside Exchange 2003 as part of new server support platform; SQL Server product line continues as active Microsoft product"
office-2003,Office 2003,productivity-suite,Microsoft,2003,pre-release,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Expected release in a few months from article date with new collaboration options; described as worth evaluating"
pentium-4-ht,Pentium 4 with Hyper-Threading,processor,Intel,2002,current-generation,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Now mainstream processors; better at dealing with multi-tasking and thread-aware applications"
intel-springdale-chipset,Intel Springdale Chipset (i865),chipset,Intel,2003,current-generation,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Predicted to inaugurate 18-month platform stability period; features 800MHz front-side bus and better graphics and Ethernet processing"
intel-centrino,Intel Centrino,mobile-platform,Intel,2003,current-generation,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Wireless laptop platform featuring long battery life; about one-third of corporate PC purchases in 2003 were laptops; brand evolved and eventually retired"
windows-95,Windows 95,operating-system,Microsoft,1995,legacy,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Referenced as target platform for W95.Tenrobot virus; predecessor to Windows 98"
windows-3-1,Windows 3.1,operating-system,Microsoft,1992,obsolete,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Referenced as even older predecessor that Y2K-era purchases replaced"
ms-dos,MS-DOS,operating-system,Microsoft,1981,obsolete,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Referenced alongside Windows 3.1 as legacy systems replaced during Y2K cycle"
windows-me,Windows Me,operating-system,Microsoft,2000,declining,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Referenced as vulnerable to W95.Tenrobot virus alongside Windows 95/98"
w95-tenrobot,W95.Tenrobot Virus,malware,n/a,2003,active-threat,obsolete,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Memory-resident file appender targeting Windows 95/98/Me; discovered April 2003; provides hacker remote access via IRC; cited as evidence old software attracts attackers"
irc,IRC (Internet Relay Chat),communication-protocol,open-standard,1988,mature,declining,why-you-need-to-replace-those-windows-98-and-nt-ma-9b9622,"Communication channel used by W95.Tenrobot virus for remote hacker access to infected computers"
