"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"mid-line-storage","Mid-Line Storage (SATA array tier)","platform","multiple","2003-2010","emerging","mainstream-then-cloud-displaced","dct-memoir-ramp-vs-dct-prescience-2026","Category defined by the 2003 RAMP white paper."
"iscsi","iSCSI","protocol","IETF","2003-2015","early","mature","dct-memoir-ramp-vs-dct-prescience-2026","Complement to mid-line SATA storage discussed in RAMP."
"fibre-channel","Fibre Channel","protocol","multiple","1994-present","dominant","mature-but-displaced-by-nvme-of","dct-memoir-ramp-vs-dct-prescience-2026","Incumbent against which mid-line was positioned."
"sata","Serial ATA","protocol","Intel/SATA-IO","2003-present","emerging","mature","dct-memoir-ramp-vs-dct-prescience-2026","Physical layer enabling mid-line storage."
"intel-pentium-4","Intel Pentium 4","platform","Intel","2000-2008","mainstream","legacy","dct-memoir-ramp-vs-dct-prescience-2026","3.06 GHz HT launch 2002-11-14 verified; 3.2 GHz June 2003 verified."
"intel-hyper-threading","Intel Hyper-Threading","platform","Intel","2002-present","emerging","mature","dct-memoir-ramp-vs-dct-prescience-2026","Consumer 3+ GHz timing prediction verified."
"blu-ray","Blu-ray Disc","platform","Sony/Blu-ray-Disc-Association","2003-present","pre-launch","mature-but-streaming-displaced","dct-memoir-ramp-vs-dct-prescience-2026","BDZ-S77 launch 2003-04-10 verified."
"uwb","Ultra-Wideband (UWB)","protocol","WiMedia-Alliance","2003-2009","emerging","niche","dct-memoir-ramp-vs-dct-prescience-2026","Streaming-video use case refuted."
"wifi-80211n","Wi-Fi 802.11n","protocol","IEEE","2007-2014","not-yet","mature","dct-memoir-ramp-vs-dct-prescience-2026","Displaced UWB in wireless home."
"wifi-80211ac","Wi-Fi 802.11ac","protocol","IEEE","2013-present","not-yet","mature","dct-memoir-ramp-vs-dct-prescience-2026","Further displaced UWB in wireless home."
"microsoft-mira","Microsoft Mira / Smart Display","platform","Microsoft","2002-2003","launched","discontinued-2003","dct-memoir-ramp-vs-dct-prescience-2026","Smart Display category killed in 2003; refuted prediction."
"windows-media-center","Windows XP Media Center Edition","platform","Microsoft","2002-2009","emerging","discontinued","dct-memoir-ramp-vs-dct-prescience-2026","HP/Sony MCE rollout tracked in DCT weekly."
"athlon-64","AMD Athlon 64","platform","AMD","2003-2009","pre-launch","legacy","dct-memoir-ramp-vs-dct-prescience-2026","Referenced re: Circuit City lineup lag."
