"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","technology-analysis","active","","1969-present","kastner-technology-breadth-memoir-2026","Author of the memoir; subject of the breadth analysis."
"aberdeen-group","Aberdeen Group","company","industry-analysis","acquired","Spiceworks Ziff Davis","1988-2010s","kastner-technology-breadth-memoir-2026","Co-founded by Kastner; print runs cited at up to 100,000 copies per study."
"wang-laboratories","Wang Laboratories","company","minicomputers","dissolved","filed bankruptcy 1992","1951-1992","kastner-technology-breadth-memoir-2026","Kastner employer 1969-1972 era; second rung of the curriculum."
"arthur-d-little","Arthur D. Little","firm","consulting","active","","1886-present","kastner-technology-breadth-memoir-2026","Kastner employer 1972-1979; ADL power-line communications work was the 1979 corpus origin point."
"prime-computer","Prime Computer","company","minicomputers","dissolved","Computervision then PTC","1972-1992","kastner-technology-breadth-memoir-2026","Kastner employer (Market Planning); five-year industry product plan, July 1981."
"stratus-computer","Stratus Computer","company","fault-tolerant-computing","acquired","Stratus Technologies (private)","1980-present","kastner-technology-breadth-memoir-2026","Kastner employer (Marketing); fourth rung of the curriculum."
"digital-equipment","Digital Equipment Corporation (DEC)","company","minicomputers","acquired","Compaq, then HP","1957-1998","kastner-technology-breadth-memoir-2026","Kastner employer (Marketing) tenure."
"yankee-group","Yankee Group","firm","industry-analysis","acquired","451 Research, then S&P Global","1970-2013","kastner-technology-breadth-memoir-2026","Kastner ghost-writer tenure."
"obian-group","Obian Group","firm","consulting","active","","post-Aberdeen","kastner-technology-breadth-memoir-2026","Kastner consultancy after Aberdeen Group."
"adoptex-llc","Adoptex LLC","company","AI-readiness-saas","active","","2024-present","kastner-technology-breadth-memoir-2026","BlueBridge Group spinoff; Kastner is COO/co-founder."
"bill-bulkeley","William M. Bulkeley","person","press","retired","","long-tenured WSJ technology reporter","kastner-technology-breadth-memoir-2026","Wall Street Journal technology reporter; long-running press partnership with Kastner."
"hiawatha-bray","Hiawatha Bray","person","press","active","","long-tenured Globe technology reporter","kastner-technology-breadth-memoir-2026","Boston Globe technology reporter; long-running press partnership with Kastner."
"wall-street-journal","The Wall Street Journal","institution","press","active","","1889-present","kastner-technology-breadth-memoir-2026","Outlet that carried Bulkeley's Kastner quotes."
"boston-globe","The Boston Globe","institution","press","active","","1872-present","kastner-technology-breadth-memoir-2026","Outlet that carried Bray's Kastner quotes."
"microsoft","Microsoft Corporation","company","software","active","","1975-present","kastner-technology-breadth-memoir-2026","Top vendor surface in the corpus (377 mentions)."
"intel","Intel Corporation","company","semiconductors","active","","1968-present","kastner-technology-breadth-memoir-2026","Top vendor surface in the corpus (358 mentions)."
"ibm","International Business Machines Corporation","company","computing","active","","1911-present","kastner-technology-breadth-memoir-2026","Top vendor surface in the corpus (249 mentions)."
