"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"personal-computers-os","Personal Computers & Operating Systems (theme rollup)","platform","various","1980-present","mature","mature","kastner-technology-breadth-memoir-2026","Largest theme in the corpus: 753 mentions across PC hardware, Windows, MS-DOS, OS/2, macOS, and the DCT retail price tracking."
"databases-rdbms","Databases & RDBMS (theme rollup)","platform","various","1980-present","mature","mature","kastner-technology-breadth-memoir-2026","Second-largest theme: 349 mentions across Oracle, DB2, SQL Server, Sybase, Informix, Universal Servers, OLAP/ROLAP, data warehousing."
"storage-hardware","Storage & Hardware (theme rollup)","platform","various","1980-present","mature","mature","kastner-technology-breadth-memoir-2026","Third-largest theme: 296 mentions across SAN, NAS, DAS, RAID, tape, optical, SSD, DDR memory generations."
"networking-internet","Networking & Internet (theme rollup)","protocol","various","1980-present","mature","mature","kastner-technology-breadth-memoir-2026","Fourth-largest theme: 284 mentions across Ethernet, FDDI, 802.11/WiFi, PCIe, TCP/IP, Web, e-commerce."
"mainframes-midrange","Mainframes & Midrange (theme rollup)","platform","IBM/HP/Stratus/DEC","1960-present","mature","legacy-supported","kastner-technology-breadth-memoir-2026","Fifth theme: 208 mentions across IBM 370/390/zSeries, AS/400, HP 3000, Stratus, DEC VAX, Wang VS."
"soa-bpm-integration","SOA / BPM / Integration (theme rollup)","framework","various","1995-2015","mature","legacy-supported","kastner-technology-breadth-memoir-2026","Sixth theme: 175 mentions; the original Aberdeen taxonomy zone for B2B integration, EDI, web services, ESB."
"unix-open-systems","Unix & Open Systems (theme rollup)","platform","various","1980-present","mature","mature","kastner-technology-breadth-memoir-2026","Seventh theme: 111 mentions across SVR4, Solaris, AIX, HP-UX, Linux, BSD."
"semiconductors-chips","Semiconductors & Chips (theme rollup)","platform","Intel/AMD/IBM/etc.","1970-present","mature","mature","kastner-technology-breadth-memoir-2026","Eighth theme: 77 mentions across CPU generations (Pentium, Athlon, Itanium, Xeon, Core, ARM)."
"security-reliability","Security & Reliability (theme rollup)","framework","various","1980-present","mature","mature","kastner-technology-breadth-memoir-2026","Ninth theme: 63 mentions; firewalls, encryption, fault tolerance, high availability, disaster recovery."
"erp-enterprise-apps","ERP & Enterprise Applications (theme rollup)","application","SAP/Oracle/PeopleSoft/etc.","1990-present","mature","mature","kastner-technology-breadth-memoir-2026","Tenth theme: 54 mentions across SAP R/3, Oracle Apps, Baan, J.D. Edwards, PeopleSoft, Siebel."
"outsourcing-services","Outsourcing & Services (theme rollup)","framework","various","1990-present","mature","mature","kastner-technology-breadth-memoir-2026","Eleventh theme: 52 mentions across systems integration, managed services, BPO, ASP/SaaS."
"displays-peripherals","Displays & Peripherals (theme rollup)","platform","various","1980-present","mature","mature","kastner-technology-breadth-memoir-2026","Twelfth theme: 46 mentions across CRT, LCD, plasma, OLED, printers, scanners, optical drives."
"ai-analytics-emerging","AI / Analytics & Emerging (theme rollup)","application","various","1990-present","emerging","active","kastner-technology-breadth-memoir-2026","Thirteenth theme: 44 mentions; BI, data mining, machine learning, generative AI, AIOps."
"programming-dev-tools","Programming & Dev Tools (theme rollup)","language","various","1970-present","mature","mature","kastner-technology-breadth-memoir-2026","Fourteenth theme: 40 mentions across COBOL, C/C++, Java, Visual Basic, .NET, Python, IDEs."
"other-misc-tail","Other / Misc (long tail)","platform","various","1960-present","varies","varies","kastner-technology-breadth-memoir-2026","1,450 distinct technologies that don't fit any rollup; the breadth signal itself, including telecom, broadband, regulatory frameworks, BEAD, AIOps, agentic AI."
