"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"tech-01","IBM DB2 for MVS","RDBMS","IBM","1983–present","mature","unknown [REVIEW]","cab199-1-2-0cb163","Mainframe (MVS/z/OS) edition of DB2; noted as high-cost in study."
"tech-02","IBM DB2/6000 (AIX)","RDBMS","IBM","1993–present","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","Unix/AIX edition; study notes perception problems vs. actual competitive capability."
"tech-03","IBM DB2 Parallel Edition (PE)","RDBMS","IBM","1995–present","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","MPP/SP2 parallel edition; study notes it lags Informix on SP2."
"tech-04","IBM Data Propagator","middleware","IBM","1995–present","active","unknown [REVIEW]","cab199-1-2-0cb163","Async replication middleware for DB2; noted as good but lacking peer-to-peer replication."
"tech-05","IBM Intelligent Decision Server (IDS / Metaphor DIS)","decision-support","IBM","1995–present","active","unknown [REVIEW]","cab199-1-2-0cb163","Advanced query/decision support tool; listed as IBM 1998 theme."
"tech-06","IBM Visual Warehouse","data-warehousing","IBM","1996–present","active","unknown [REVIEW]","cab199-1-2-0cb163","Data warehousing tool in DB2 ecosystem; listed as IBM 1998 theme."
"tech-07","IBM DataJoiner","middleware","IBM","1994–present","active","unknown [REVIEW]","cab199-1-2-0cb163","Federated database / data integration middleware; listed as IBM 1998 theme."
"tech-08","IBM DB2 Text Extender","RDBMS-extension","IBM","1997–present","active","unknown [REVIEW]","cab199-1-2-0cb163","Universal Server extender for full-text search."
"tech-09","Informix OnLine 7","RDBMS","Informix","1995–1997","active-mature","unknown [REVIEW]","cab199-1-2-0cb163","SMP-optimized RDBMS; positioned for mass-market SMP servers in 1997."
"tech-10","Informix Universal Server (IUS)","ORDBMS","Informix","1996–2001","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","Post-relational object-relational RDBMS integrating Illustra DataBlade architecture."
"tech-11","Informix OnLine 8 (XPS)","RDBMS","Informix","1997–2001","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","Extended Parallel Server; MPP/cluster edition; generally available release highlighted as 1998 theme."
"tech-12","DataBlade (Illustra)","ORDBMS-extension","Informix","1996–2001","active-growth","unknown [REVIEW]","cab199-1-2-0cb163","Extensible data type modules (DataBlades) originating from Illustra; core of IUS extensibility."
"tech-13","Informix NewEra 2.0","development-tools","Informix","1997–present","active","unknown [REVIEW]","cab199-1-2-0cb163","4GL/application development tool; noted as improving usability."
