"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"dct-framework","Digital Consumer Technology (DCT) Framework","framework","Aberdeen Group","2002-2004","emerging","historical","dct-webinar-nov-2002","Rebranded successor to DCEIT; retained six-player taxonomy"
"mobile-convergence-device","Mobile Convergence Device","platform","multi-vendor","2002-2008","emerging","superseded-by-smartphone","dct-webinar-nov-2002","Early smartphone precursor category"
"picture-messaging-mms","Picture Messaging (MMS)","protocol","3GPP","2002-2010","emerging","legacy","dct-webinar-nov-2002","Highlighted as 'What's Hot' mobile driver"
"3g-cellular","3G Cellular Networks","protocol","3GPP/3GPP2","2003-2015","emerging","legacy-supported","dct-webinar-nov-2002","Predicted 3+ years from reality as of Nov 2002"
"flat-rate-data-plan","Flat-Rate Mobile Data Plan","application","Multi-carrier","2002-present","emerging","active","dct-webinar-nov-2002","Cited as emerging pricing model"
"media-server","Home Media Server","platform","HP/Intel/Sony/multi","2002-2012","emerging","mature","dct-webinar-nov-2002","Category defined in this deck; precursor to streaming boxes and smart TVs"
"pvr","Personal Video Recorder (PVR)","platform","TiVo/Scientific Atlanta","1999-2015","emerging","legacy","dct-webinar-nov-2002","Prototypical but insufficient"
"hp-media-center","HP Media Center (Freestyle)","platform","Hewlett-Packard","2002-2007","emerging","discontinued","dct-webinar-nov-2002","Purpose-built media PC"
"intel-media-pc","Intel Media PC Reference Design","platform","Intel","2002-2008","emerging","superseded","dct-webinar-nov-2002","Reference design for OEM media PCs"
"sony-cocoon","Sony CoCoon","platform","Sony","2003-2006","emerging","discontinued","dct-webinar-nov-2002","Japan-market network-connected PVR"
"fair-use-drm","Fair Use DRM","framework","multi-vendor","2002-present","emerging","active","dct-webinar-nov-2002","Media Center requirement"
"802-11a","IEEE 802.11a","protocol","Wi-Fi Alliance","2001-2010","emerging","legacy-supported","dct-webinar-nov-2002","Recommended 5GHz spectrum of choice"
"802-11b","IEEE 802.11b","protocol","Wi-Fi Alliance","1999-2010","mature","legacy","dct-webinar-nov-2002","Existing 2.4GHz standard"
"802-11g","IEEE 802.11g","protocol","Wi-Fi Alliance","2003-2015","emerging","legacy-supported","dct-webinar-nov-2002","Emerging 2.4GHz 54 Mbps"
"bluetooth","Bluetooth","protocol","Bluetooth SIG","2000-present","emerging","active","dct-webinar-nov-2002","PAN wireless"
"home-pna","HomePNA","protocol","HomePNA Alliance","1999-2007","mature","legacy","dct-webinar-nov-2002","Phone-line networking"
"home-plug","HomePlug","protocol","HomePlug Alliance","2001-2015","emerging","legacy-supported","dct-webinar-nov-2002","Powerline networking"
"home-rf","HomeRF","protocol","HomeRF WG","1998-2003","mature","discontinued","dct-webinar-nov-2002","Home wireless (losing to 802.11)"
"ultra-wideband","Ultra-Wideband (UWB)","protocol","WiMedia","2002-2010","emerging","niche","dct-webinar-nov-2002","Short-range high-bandwidth candidate"
"hdmi","HDMI","protocol","HDMI Licensing","2002-present","emerging","active","dct-webinar-nov-2002","Digital A/V cable"
"x10-protocol","X10 Home Automation","protocol","X10 Industries","1975-2010","mature","legacy","dct-webinar-nov-2002","Legacy home automation"
"voip","VoIP","protocol","multi-vendor","2000-present","emerging","active","dct-webinar-nov-2002","Home-networking architecture component"
"htdp","HDTP (Digital Transmission Content Protection)","protocol","DTLA","2001-present","emerging","active","dct-webinar-nov-2002","Content-protection layer"
"dtcp-ip","DTCP over IP","protocol","DTLA","2002-present","emerging","active","dct-webinar-nov-2002","Digital transmission protection for IP links"
